𠻺	aː⁶
追求	tsɵy¹kʰɐu⁴
追溯	tsɵy¹sou³
追究	tsɵy¹kɐu³
追究責任	tsɵy¹kɐu³tsaːk⁸jɐm⁶
追索	tsɵy¹saːk⁸
追緝	tsɵy¹tsʰɐp⁷
追補	tsɵy¹pou²
追討	tsɵy¹tʰou²
追訴	tsɵy¹sou³
追認	tsɵy¹jɪŋ⁶
追趕	tsɵy¹kɔːn²
追逐	tsɵy¹tsʊk⁹
追隨	tsɵy¹tsʰɵy⁴
追隨者	tsɵy¹tsʰɵy⁴tsɛː²
迾	laːt⁹
迾	liːt⁹
迿	sɵn³
迿	sɵn⁶
退	tʰɵy³
退㷫	tʰɵy³hɪŋ³
退一步海闊天空	tʰɵy³jɐt⁷pou⁶hɔːi²fuːt⁸tʰiːn¹hʊŋ¹
退伍	tʰɵy³ŋ⁵
退伍軍人	tʰɵy³ŋ⁵kwɐn¹jɐn⁴
退休	tʰɵy³jɐu¹
退休年齡	tʰɵy³jɐu¹liːn⁴lɪŋ⁴
退休年齡	tʰɵy³jɐu¹niːn⁴lɪŋ⁴
退休金	tʰɵy³jɐu¹kɐm¹
退位	tʰɵy³wɐi⁶
退入	tʰɵy³jɐp⁹
退兵	tʰɵy³pɪŋ¹
退兵之計	tʰɵy³pɪŋ¹tsiː¹kɐi³
退出	tʰɵy³tsʰɵt⁷
退出去	tʰɵy³tsʰɵt⁷hɵy³
退化	tʰɵy³faː³
退去	tʰɵy³hɵy³
退場	tʰɵy³tsʰœːŋ⁴
退學	tʰɵy³hɔːk⁹
退役	tʰɵy³jɪk⁹
退役軍人	tʰɵy³jɪk⁹kwɐn¹jɐn⁴
退後	tʰɵy³hɐu⁶
退慶	tʰɵy³hɪŋ³
退房	tʰɵy³fɔːŋ⁴
退換	tʰɵy³wuːn⁶
退敗	tʰɵy³paːi⁶
退敵	tʰɵy³tɪk⁹
退敵之計	tʰɵy³tɪk⁹tsiː¹kɐi³
退款	tʰɵy³fuːn²
退步	tʰɵy³pou⁶
退水	tʰɵy³sɵy²
退潮	tʰɵy³tsʰiːu⁴
退火	tʰɵy³fɔː²
退焮	tʰɵy³hɪŋ³
退熱	tʰɵy³jiːt⁹
退燒	tʰɵy³siːu¹
退燒藥	tʰɵy³siːu¹jœːk⁹
退票	tʰɵy³pʰiːu³
退租	tʰɵy³tsou¹
退稅	tʰɵy³sɵy³
退縮	tʰɵy³sʊk⁷
退而求其次	tʰɵy³jiː⁴kʰɐu⁴kʰei⁴tsʰiː³
退訂	tʰɵy³tɪŋ³
退讓	tʰɵy³jœːŋ⁶
退貨	tʰɵy³fɔː³
退路	tʰɵy³lou⁶
退選	tʰɵy³syːn²
退避	tʰɵy³pei⁶
退還	tʰɵy³wuːn⁶
退錢	tʰɵy³tsʰiːn⁴
退隱	tʰɵy³jɐn²
退離	tʰɵy³lei⁴
退黨	tʰɵy³tɔːŋ²
送	sʊŋ³
送人	sʊŋ³jɐn⁴
送信	sʊŋ³sɵn³
送信人	sʊŋ³sɵn³jɐn⁴
送俾	sʊŋ³pei²
送出	sʊŋ³tsʰɵt⁷
送別	sʊŋ³piːt⁹
送命	sʊŋ³mɪŋ⁶
送報	sʊŋ³pou³
送客	sʊŋ³haːk⁸
送客出門	sʊŋ³haːk⁸tsʰɵt⁷muːn⁴
送審	sʊŋ³sɐm²
送往	sʊŋ³wɔːŋ⁵
送機	sʊŋ³kei¹
送死	sʊŋ³sei²
送殯	sʊŋ³pɐn³
送氣	sʊŋ³hei³
送畀	sʊŋ³pei²
送禮	sʊŋ³lɐi⁵
送秋波	sʊŋ³tsʰɐu¹pɔː¹
送終	sʊŋ³tsʊŋ¹
送花	sʊŋ³faː¹
送葬	sʊŋ³tsɔːŋ³
送行	sʊŋ³hɐŋ⁴
送親	sʊŋ³tsʰɐn¹
送貨	sʊŋ³fɔː³
送貨上門	sʊŋ³fɔː³sœːŋ⁵muːn⁴
送貨員	sʊŋ³fɔː³jyːn⁴
送走	sʊŋ³tsɐu²
送達	sʊŋ³taːt⁹
送還	sʊŋ³waːn⁴
送醫	sʊŋ³jiː¹
送醫急救	sʊŋ³jiː¹kɐp⁷kɐu³
送錢	sʊŋ³tsʰiːn⁴
送院	sʊŋ³jyːn⁶
送院治理	sʊŋ³jyːn⁶tsiː⁶lei⁵
送風	sʊŋ³fʊŋ¹
送風機	sʊŋ³fʊŋ¹kei¹
逃	tʰou⁴
逃之夭夭	tʰou⁴tsiː¹jiːu¹jiːu¹
逃亡	tʰou⁴mɔːŋ⁴
逃債	tʰou⁴tsaːi³
逃兵	tʰou⁴pɪŋ¹
逃出	tʰou⁴tsʰɵt⁷
逃命	tʰou⁴mɪŋ⁶
逃奔	tʰou⁴pɐn¹
逃婚	tʰou⁴fɐn¹
逃學	tʰou⁴hɔːk⁹
逃家	tʰou⁴kaː¹
逃役	tʰou⁴jɪk⁹
逃慌	tʰou⁴fɔːŋ¹
逃犯	tʰou⁴faːn²
逃生	tʰou⁴sɐŋ¹
逃稅	tʰou⁴sɵy³
逃竄	tʰou⁴tsʰyːn³
逃罪	tʰou⁴tsɵy⁶
逃脫	tʰou⁴tʰyːt⁸
逃脱	tʰou⁴tʰyːt⁸
逃走	tʰou⁴tsɐu²
逃路	tʰou⁴lou⁶
逃逸	tʰou⁴jɐt⁹
逃遁	tʰou⁴tɵn⁶
逃避	tʰou⁴pei⁶
逃避現實	tʰou⁴pei⁶jiːn⁶sɐt⁹
逃離	tʰou⁴lei⁴
逃離現場	tʰou⁴lei⁴jiːn⁶tsʰœːŋ⁴
逃難	tʰou⁴laːn⁶
逃難	tʰou⁴naːn⁶
逃難所	tʰou⁴laːn⁶sɔː²
逃難所	tʰou⁴naːn⁶sɔː²
逄	pʰɔːŋ⁴
逅	hɐu⁶
逆	jɪk⁹
逆	ŋaːk⁹
逆來順受	aːk⁹lɔːi⁴sɵn⁶sɐu³
逆來順受	jɪk⁹lɔːi⁴sɵn⁶sɐu³
逆倫	aːk⁹lɵn⁴
逆倫	jɪk⁹lɵn⁴
逆光	aːk⁹kwɔːŋ¹
逆光	jɪk⁹kwɔːŋ¹
逆勢	aːk⁹sɐi³
逆勢	jɪk⁹sɐi³
逆反應	aːk⁹faːn²jɪŋ³
逆反應	jɪk⁹faːn²jɪŋ³
逆向	aːk⁹hœːŋ³
逆向	jɪk⁹hœːŋ³
逆向行駛	aːk⁹hœːŋ³hɐŋ³sɐi²
逆向行駛	jɪk⁹hœːŋ³hɐŋ⁴sɐi²
逆命	aːk⁹mɪŋ⁶
逆命	jɪk⁹mɪŋ⁶
逆境	aːk⁹kɪŋ²
逆境	jɪk⁹kɪŋ²
逆壓	aːk⁹aːt⁸
逆壓	aːk⁹ŋaːt⁸
逆壓	jɪk⁹aːt⁸
逆壓	jɪk⁹ŋaːt⁸
逆壓	ŋaːk⁹ŋaːt⁸
逆天則亡	aːk⁹tʰiːn¹tsɐk⁷mɔːŋ⁴
逆天則亡	jɪk⁹tʰiːn¹tsɐk⁷mɔːŋ⁴
逆子	aːk⁹tsiː²
逆子	jɪk⁹tsiː²
逆定理	aːk⁹tɪŋ⁶lei⁵
逆定理	jɪk⁹tɪŋ⁶lei⁵
逆我者亡	aːk⁹ɔː⁵tsɛː²mɔː⁴
逆我者亡	jɪk⁹ŋɔː⁵tsɛː²mɔːŋ⁴
逆數	aːk⁹sou³
逆數	jɪk⁹sou³
逆料	aːk⁹liːu⁶
逆料	jɪk⁹liːu⁶
逆施	aːk⁹siː¹
逆施	jɪk⁹siː¹
逆水行舟	aːk⁹sɵy²hɐŋ⁴tsɐu¹
逆水行舟	jɪk⁹sɵy²hɐŋ⁴tsɐu¹
逆流	aːk⁹lɐu⁴
逆流	jɪk⁹lɐu⁴
逆流而上	aːk⁹lɐu⁴jiː⁴sœːŋ⁵
逆流而上	jɪk⁹lɐu⁴jiː⁴sœːŋ⁵
逆流而行	aːk⁹lɐu⁴jiː⁴hɐŋ⁴
逆流而行	jɪk⁹lɐu⁴jiː⁴hɐŋ⁴
逆溫	aːk⁹wɐn¹
逆溫	jɪk⁹wɐn¹
逆溯	aːk⁹sou³
逆溯	jɪk⁹sou³
逆耳	aːk⁹jiː⁵
逆耳	jɪk⁹jiː⁵
逆臣	aːk⁹sɐn⁴
逆臣	jɪk⁹sɐn⁴
逆行	aːk⁹hɐŋ⁴
逆行	jɪk⁹hɐŋ⁴
逆賊	aːk⁹tsʰaːk⁹
逆賊	jɪk⁹tsʰaːk⁹
逆轉	aːk⁹tsyːn²
逆轉	jɪk⁹tsyːn²
逆運算	aːk⁹wɐn⁶syːn³
逆運算	jɪk⁹wɐn⁶syːn³
逆風	aːk⁹fʊŋ¹
逆風	jɪk⁹fʊŋ¹
逆風而行	aːk⁹fuː¹jiː⁴hɐŋ⁴
逆風而行	jɪk⁹fʊŋ¹jiː⁴hɐŋ⁴
逆黨	aːk⁹tɔːŋ²
逆黨	jɪk⁹tɔːŋ²
逋	pou¹
逌	jɐu⁴
逍	siːu¹
逍遙	siːu¹jiːu⁴
逍遙法外	siːu¹jiːu⁴faːt⁸ŋɔːi⁶
逍遙法外	siːu¹jiːu⁴faːt⁸ɔːi⁶
逍遙自在	siːu¹jiːu⁴tsiː⁶tsɔːi⁶
透	tʰɐu³
透光	tʰɐu³kwɔːŋ¹
透出	tʰɐu³tsʰɵt⁷
透唔到氣	tʰɐu²m̩⁴tou²hei³
透啖氣	tʰɐu²taːm⁶hei³
透大氣	tʰɐu²taːi⁶hei³
透射	tʰɐu³sɛː⁶
透心	tʰɐu³sɐm¹
透心涼	tʰɐu³sɐm¹lœːŋ⁴
透明	tʰɐu³mɪŋ⁴
透明度	tʰɐu³mɪŋ⁴tou⁶
透明漆	tʰɐu³mɪŋ⁴tsʰɐt⁷
透明體	tʰɐu³mɪŋ⁴tʰɐi²
透析	tʰɐu³sɪk⁷
透析法	tʰɐu³sɪk⁷faːt⁸
透氣	tʰɐu²hei³
透氣	tʰɐu³hei³
透氣性	tʰɐu³hei³sɪŋ³
透水	tʰɐu³sɵy²
透水性	tʰɐu³sɵy²sɪŋ³
透汗	tʰɐu³hɔːn⁶
透漏	tʰɐu³lɐu⁶
透火	tʰɐu³fɔː²
透熱	tʰɐu³jiːt⁹
透熱性	tʰɐu³jiːt⁹sɪŋ³
透爐	tʰɐu³lou⁴
透視	tʰɐu³siː⁶
透視力	tʰɐu³siː⁶lɪk⁹
透視圖	tʰɐu³siː⁶tʰou⁴
透視度	tʰɐu³siː⁶tou⁶
透視鏡	tʰɐu³siː⁶kɛːŋ³
透過	tʰɐu³kwɔː³
透露	tʰɐu³lou⁶
透頂	tʰɐu³tɪŋ²
透風	tʰɐu³fʊŋ¹
透骨	tʰɐu³kwɐt⁷
逐	tsʊk⁹
逐一	tsʊk⁹jɐt⁷
逐個	tsʊk⁹kɔː³
逐出	tsʊk⁹tsʰɵt⁷
逐句	tsʊk⁹kɵy³
逐字	tsʊk⁹tsiː⁶
逐字逐句	tsʊk⁹tsiː⁶tsʊk⁹kɵy³
逐客	tsʊk⁹haːk⁸
逐客令	tsʊk⁹haːk⁸lɪŋ⁶
逐年	tsʊk⁹liːn⁴
逐年	tsʊk⁹niːn⁴
逐日	tsʊk⁹jɐt⁹
逐月	tsʊk⁹jyːt⁹
逐條	tsʊk⁹tʰiːu⁴
逐次	tsʊk⁹tsʰiː³
逐漸	tsʊk⁹tsiːm⁶
逐項	tsʊk⁹hɔːŋ⁶
逑	kʰɐu⁴
途	tʰou⁴
途上	tʰou⁴sœːŋ⁶
途中	tʰou⁴tsʊŋ¹
途徑	tʰou⁴kɪŋ³
途程	tʰou⁴tsʰɪŋ⁴
途經	tʰou⁴kɪŋ¹
途遇	tʰou⁴jyː⁶
逕	kaːŋ³
逕	kɪŋ³
逖	tʰɪk⁷
逗	tɐu⁶
逗弄	tɐu⁶lʊŋ⁶
逗樂	tɐu⁶lɔːk⁹
逗留	tɐu⁶lɐu⁴
逗笑	tɐu⁶siːu³
逗趣	tɐu⁶tsʰɵy³
這	tsɛː²
這	tsɛː³
這	tsɛː⁵
這個	tsɛː⁵kɔː³
這廝	tsɛː⁵siː¹
這樣	tsɛː⁵jœːŋ⁶
這般	tsɛː⁵puːn¹
這裏	tsɛː⁵lɵy⁵
這裡	tsɛː⁵lɵy⁵
這麼	tsɛː⁵mɔː¹
通	tʰʊŋ¹
通𠶧	tʰʊŋ¹tiːm⁶
通亮	tʰʊŋ¹lœːŋ⁶
通例	tʰʊŋ¹lɐi⁶
通便	tʰʊŋ¹piːn⁶
通便劑	tʰʊŋ¹piːn⁶tsɐi¹
通便藥	tʰʊŋ¹piːn⁶jœːk⁹
通俗	tʰʊŋ¹tsʊk⁹
通俗化	tʰʊŋ¹tsʊk⁹faː³
通俗小說	tʰʊŋ¹tsʊk⁹siːu²syːt⁸
通俗性	tʰʊŋ¹tsʊk⁹sɪŋ³
通俗文學	tʰʊŋ¹tsʊk⁹mɐn⁴hɔːk⁹
通俗讀物	tʰʊŋ¹tsʊk⁹tʊk⁹mɐt⁹
通信	tʰʊŋ¹sɵn³
通信兵	tʰʊŋ¹sɵn³pɪŋ¹
通信員	tʰʊŋ¹sɵn³jyːn⁴
通信綫路	tʰʊŋ¹sɵn³siːn³lou⁶
通信網	tʰʊŋ¹sɵn³mɔːŋ⁵
通信線路	tʰʊŋ¹sɵn³siːn³lou⁶
通信處	tʰʊŋ¹sɵn³tsʰyː³
通信衛星	tʰʊŋ¹sɵn³wɐi⁶sɪŋ¹
通信衞星	tʰʊŋ¹sɵn³wɐi⁶sɪŋ¹
通信鴿	tʰʊŋ¹sɵn³kɐp⁸
通儒	tʰʊŋ¹jyː⁴
通共	tʰʊŋ¹kʊŋ⁶
通勝	tʰʊŋ¹sɪŋ³
通勤	tʰʊŋ¹kʰɐn⁴
通史	tʰʊŋ¹siː²
通名	tʰʊŋ¹mɪŋ⁴
通向	tʰʊŋ¹hœːŋ³
通告	tʰʊŋ¹kou³
通商	tʰʊŋ¹sœːŋ¹
通商口岸	tʰʊŋ¹sœːŋ¹hɐu²ŋɔːn⁶
通商口岸	tʰʊŋ¹sœːŋ¹hɐu²ɔːn⁶
通商條約	tʰʊŋ¹sœːŋ¹tʰiːu⁴jœːk⁸
通坑渠	tʰʊŋ¹haːŋ¹kʰɵy⁴
通報	tʰʊŋ¹pou³
通夜	tʰʊŋ¹jɛː⁶
通天	tʰʊŋ¹tʰiːn¹
通天本領	tʰʊŋ¹tʰiːn¹puːn²lɪŋ⁵
通姦	tʰʊŋ¹kaːn¹
通姦罪	tʰʊŋ¹kaːn¹tsɵy⁶
通婚	tʰʊŋ¹fɐn¹
通宵	tʰʊŋ¹siːu¹
通宵達旦	tʰʊŋ¹siːu¹taːt⁹taːn³
通寶	tʰʊŋ¹pou²
通常	tʰʊŋ¹sœːŋ⁴
通往	tʰʊŋ¹wɔːŋ⁵
通心	tʰʊŋ¹sɐm¹
通心粉	tʰʊŋ¹sɐm¹fɐn²
通心菜	tʰʊŋ¹sɐm¹tsʰɔːi³
通情達理	tʰʊŋ¹tsʰɪŋ⁴taːt⁹lei⁵
通才	tʰʊŋ¹tsʰɔːi⁴
通拉	tʰʊŋ¹laːi¹
通指	tʰʊŋ¹tsiː²
通掂	tʰʊŋ¹tiːm⁶
通敵	tʰʊŋ¹tɪk⁹
通明	tʰʊŋ¹mɪŋ⁴
通晒天	tʰʊŋ¹saːi³tʰiːn¹
通暢	tʰʊŋ¹tsʰœːŋ³
通殺	tʰʊŋ¹saːt⁸
通氣	tʰʊŋ¹hei³
通氣口	tʰʊŋ¹hei³hɐu²
通氣孔	tʰʊŋ¹hei³hʊŋ²
通水	tʰʊŋ¹sɵy²
通渠	tʰʊŋ¹kʰɵy⁴
通渠佬	tʰʊŋ¹kʰɵy⁴lou²
通渠師傅	tʰʊŋ¹kʰɵy⁴siː¹fuː²
通用	tʰʊŋ¹jʊŋ⁶
通知	tʰʊŋ¹tsiː¹
通知唔切	tʰʊŋ¹tsiː¹m̩⁴tsʰiːt⁸
通知單	tʰʊŋ¹tsiː¹taːn¹
通知書	tʰʊŋ¹tsiː¹syː¹
通稱	tʰʊŋ¹tsʰɪŋ¹
通窿	tʰʊŋ¹lʊŋ¹
通竅	tʰʊŋ¹hiːu³
通篇	tʰʊŋ¹pʰiːn¹
通紅	tʰʊŋ¹hʊŋ⁴
通緝	tʰʊŋ¹tsʰɐp⁷
通緝令	tʰʊŋ¹tsʰɐp⁷lɪŋ⁶
通緝犯	tʰʊŋ¹tsʰɐp⁷faːn²
通航	tʰʊŋ¹hɔːŋ⁴
通菜	tʰʊŋ¹tsʰɔːi³
通處	tʰʊŋ¹syː³
通融	tʰʊŋ¹jʊŋ⁴
通行	tʰʊŋ¹hɐŋ⁴
通行本	tʰʊŋ¹hɐŋ⁴puːn²
通行無阻	tʰʊŋ¹hɐŋ⁴mou⁴tsɔː²
通行證	tʰʊŋ¹hɐŋ⁴tsɪŋ³
通街	tʰʊŋ¹kaːi¹
通訊	tʰʊŋ¹sɵn³
通訊員	tʰʊŋ¹sɵn³jyːn⁴
通訊社	tʰʊŋ¹sɵn³sɛː⁵
通訊稿	tʰʊŋ¹sɵn³kou²
通訊網	tʰʊŋ¹sɵn³mɔːŋ⁵
通訊處	tʰʊŋ¹sɵn³tsʰyː³
通訊衛星	tʰʊŋ¹sɵn³wɐi⁶sɪŋ¹
通訊衞星	tʰʊŋ¹sɵn³wɐi⁶sɪŋ¹
通訊設備	tʰʊŋ¹sɵn³tsʰiːt⁸pei⁶
通訊錄	tʰʊŋ¹sɵn³lʊk⁹
通論	tʰʊŋ¹lɵn⁶
通識	tʰʊŋ¹sɪk⁷
通譯	tʰʊŋ¹jɪk⁹
通譯者	tʰʊŋ¹jɪk⁹tsɛː²
通讀	tʰʊŋ¹tʊk⁹
通貨	tʰʊŋ¹fɔː³
通貨膨脹	tʰʊŋ¹fɔː³pʰaːŋ⁴tsœːŋ³
通路	tʰʊŋ¹lou⁶
通車	tʰʊŋ¹tsʰɛː¹
通透	tʰʊŋ¹tʰɐu³
通通	tʰʊŋ¹tʰʊŋ¹
通過	tʰʊŋ¹kwɔː³
通道	tʰʊŋ¹tou⁶
通達	tʰʊŋ¹taːt⁹
通郵	tʰʊŋ¹jɐu⁴
通關	tʰʊŋ¹kwaːn¹
通電	tʰʊŋ¹tiːn⁶
通霄	tʰʊŋ¹siːu¹
通靈	tʰʊŋ¹lɪŋ⁴
通頂	tʰʊŋ¹tɛːŋ²
通順	tʰʊŋ¹sɵn⁶
通風	tʰʊŋ¹fʊŋ¹
通風口	tʰʊŋ¹fʊŋ¹hɐu²
通風報信	tʰʊŋ¹fʊŋ¹pou³sɵn³
逛	kʰwaːŋ³
逛	kwaːŋ⁶
逛街	kʰwaːŋ³kaːi¹
逝	sɐi⁶
逝世	sɐi⁶sɐi³
逝去	sɐi⁶hɵy³
逞	tsʰɪŋ²
逞一時之快	tsʰɪŋ²jɐt⁷siː⁴tsiː¹faːi³
逞兇	tsʰɪŋ²hʊŋ¹
逞勇	tsʰɪŋ²jʊŋ⁵
逞匹夫之勇	tsʰɪŋ²pʰɐt⁷fuː¹tsiː¹jʊŋ⁵
逞威	tsʰɪŋ²wɐi¹
逞強	tsʰɪŋ²kʰœːŋ⁴
逞能	tsʰɪŋ²lɐŋ⁴
逞能	tsʰɪŋ²nɐŋ⁴
速	tsʰʊk⁷
速來速往	tsʰʊk⁷lɔːi⁴tsʰʊk⁷wɔːŋ⁵
速寫	tsʰʊk⁷sɛː²
速寫員	tsʰʊk⁷sɛː²jyːn⁴
速寫法	tsʰʊk⁷sɛː²faːt⁸
速度	tsʰʊk⁷tou⁶
速成	tsʰʊk⁷sɪŋ⁴
速成班	tsʰʊk⁷sɪŋ⁴paːn¹
速戰	tsʰʊk⁷tsiːn³
速戰速決	tsʰʊk⁷tsiːn³tsʰʊk⁷kʰyːt⁸
速率	tsʰʊk⁷lɵt⁹
速記	tsʰʊk⁷kei³
速讀	tsʰʊk⁷tʊk⁹
速讀法	tsʰʊk⁷tʊk⁹faːt⁸
速遞	tsʰʊk⁷tɐi⁶
速遞員	tsʰʊk⁷tɐi⁶jyːn⁴
速遞車	tsʰʊk⁷tɐi⁶tsʰɛː¹
速食	tsʰʊk⁷sɪk⁹
速食店	tsʰʊk⁷sɪk⁹tiːm³
速食麪	tsʰʊk⁷sɪk⁹miːn⁶
速食麵	tsʰʊk⁷sɪk⁹miːn⁶
造	tsʰou³
造	tsʰou⁵
造	tsou⁶
造作	tsou⁶tsɔːk⁸
造假	tsou⁶kaː²
造價	tsou⁶kaː³
造出	tsou⁶tsʰɵt⁷
造勢	tsou⁶sɐi³
造化	tsou⁶faː³
造化小兒	tsou⁶faː³siːu²jiː⁴
造反	tsou⁶faːn²
造句	tsou⁶kɵy³
造句法	tsou⁶kɵy³faːt⁸
造型	tsou⁶jɪŋ⁴
造孽	tsou⁶jiːt⁹
造就	tsʰou³tsɐu⁶
造就人才	tsʰou³tsɐu⁶jɐn⁴tsʰɔːi⁴
造幣	tsou⁶pɐi⁶
造幣廠	tsou⁶pɐi⁶tsʰɔːŋ²
造愛	tsou⁶ŋɔːi³
造愛	tsou⁶ɔːi³
造成	tsou⁶sɪŋ⁴
造林	tsou⁶lɐm⁴
造橋	tsou⁶kʰiːu⁴
造橋工程	tsou⁶kʰiːu⁴kʊŋ¹tsʰɪŋ⁴
造次	tsʰou³tsʰiː³
造次之間	tsʰou³tsʰiː³tsiː¹kaːn¹
造法	tsou⁶faːt⁸
造然變色	tsʰou³jiːn⁴piːn³sɪk⁷
造物	tsou⁶mɐt⁹
造物主	tsou⁶mɐt⁹tsyː²
造田	tsou⁶tʰiːn⁴
造福	tsou⁶fʊk⁷
造福人類	tsou⁶fʊk⁷jɐn⁴lɵy⁶
造紙	tsou⁶tsiː²
造紙工業	tsou⁶tsiː²kʊŋ¹jiːp⁹
造紙廠	tsou⁶tsiː²tsʰɔːŋ²
造紙業	tsou⁶tsiː²jiːp⁹
造紙術	tsou⁶tsiː²sɵt⁹
造船	tsou⁶syːn⁴
造船工業	tsou⁶syːn⁴kʊŋ¹jiːp⁹
造船廠	tsou⁶syːn⁴tsʰɔːŋ²
造船業	tsou⁶syːn⁴jiːp⁹
造訪	tsʰou³fɔːŋ²
造詞	tsou⁶tsʰiː⁴
造詞法	tsou⁶tsʰiː⁴faːt⁸
造詣	tsʰou³ɐi⁶
造詣	tsʰou³ŋɐi⁶
造謠	tsou⁶jiːu⁴
造謠中傷	tsou⁶jiːu⁴tsʊŋ³sœːŋ¹
造謠惑眾	tsou⁶jiːu⁴waːk⁹tsʊŋ³
造謠惑衆	tsou⁶jiːu⁴waːk⁹tsʊŋ³
造謠生事	tsou⁶jiːu⁴sɐŋ¹siː⁶
造謠言	tsou⁶jiːu⁴jiːn⁴
造預算	tsou⁶jyː⁶syːn³
逡	sɵn¹
逢	fʊŋ⁴
逢低買進	fʊŋ⁴tɐi¹maːi⁵tsɵn³
逢凶化吉	fʊŋ⁴hʊŋ¹faː³kɐt⁷
逢場作戲	fʊŋ⁴tsʰœːŋ⁴tsɔːk⁸hei³
逢山開路	fʊŋ⁴saːn¹hɔːi¹lou⁶
逢年過節	fʊŋ⁴niːn⁴kwɔː³tsiːt⁸
逢迎	fʊŋ⁴jɪŋ⁴
逢高賣出	fʊŋ⁴kou¹maːi⁶tsʰɵt⁷
連	liːn⁴
連串	liːn⁴tsʰyːn³
連任	liːn⁴jɐm⁶
連同	liːn⁴tʰʊŋ⁴
連名帶姓	liːn⁴mɪŋ⁴taːi³sɪŋ³
連城	liːn⁴sɪŋ⁴
連夜	liːn⁴jɛː⁶
連年	liːn⁴liːn⁴
連年	liːn⁴niːn⁴
連年豐收	liːn⁴liːn⁴fʊŋ¹sɐu¹
連年豐收	liːn⁴niːn⁴fʊŋ¹sɐu¹
連忙	liːn⁴mɔːŋ⁴
連接	liːn⁴tsiːp⁸
連敗	liːn⁴paːi⁶
連本帶利	liːn⁴puːn²taːi³lei⁶
連珠	liːn⁴tsyː¹
連珠炮	liːn⁴tsyː¹pʰaːu³
連珠砲	liːn⁴tsyː¹pʰaːu³
連環	liːn⁴waːn⁴
連累	liːn⁴lɵy⁵
連結	liːn⁴kiːt⁸
連綫	liːn⁴siːn³
連綿	liːn⁴miːn⁴
連綿不絕	liːn⁴miːn⁴pɐt⁷tsyːt⁹
連線	liːn⁴siːn³
連續	liːn⁴tsʊk⁹
連續劇	liːn⁴tsʊk⁹kʰɛːk⁹
連詞	liːn⁴tsʰiː⁴
連貫	liːn⁴kuːn³
連載	liːn⁴tsɔːi³
連載小說	liːn⁴tsɔːi³siːu²syːt⁸
連鎖	liːn⁴sɔː²
連鎖反應	liːn⁴sɔː²faːn²jɪŋ³
連鎖店	liːn⁴sɔː²tiːm³
連長	liːn⁴tsœːŋ²
連隊	liːn⁴tɵy⁶
連隨	liːn⁴tsʰɵy⁴
逤	sɔː³
逭	wuːn⁶
逮	tɐi⁶
逮	tɔːi⁶
逮住	tɐi⁶tsyː⁶
逮捕	tɐi⁶pou⁶
逮獲	tɐi⁶wɔːk⁹
逯	lʊk⁹
週	tsɐu¹
週一	tsɐu¹jɐt⁷
週三	tsɐu¹saːm¹
週二	tsɐu¹jiː⁶
週五	tsɐu¹ŋ⁵
週休	tsɐu¹jɐu¹
週六	tsɐu¹lʊk⁹
週刊	tsɐu¹hɔːn²
週到	tsɐu¹tou³
週四	tsɐu¹sei³
週圍	tsɐu¹wɐi⁴
週報	tsɐu¹pou³
週年	tsɐu¹liːn⁴
週年	tsɐu¹niːn⁴
週年紀念	tsɐu¹niːn⁴kei²liːm⁶
週年紀念	tsɐu¹niːn⁴kei²niːm⁶
週年紀念	tsɐu¹niːn⁴kei³liːm⁶
週日	tsɐu¹jɐt⁹
週期	tsɐu¹kʰei⁴
週期律	tsɐu¹kʰei⁴lɵt⁹
週期性	tsɐu¹kʰei⁴sɪŋ³
週期表	tsɐu¹kʰei⁴piːu²
週末	tsɐu¹muːt⁹
週歲	tsɐu¹sɵy³
週率	tsɐu¹lɵt⁹
週而復始	tsɐu¹jiː⁴fʊk⁹tsʰiː⁵
週薪	tsɐu¹sɐn¹
週詳	tsɐu¹tsʰœːŋ⁴
週身	tsɐu¹sɐn¹
週身冇力	tsɐu¹sɐn¹mou⁵lɪk⁹
週身冇文	tsɐu¹sɐn¹mou⁵mɐn¹
週身冇蚊	tsɐu¹sɐn¹mou⁵mɐn¹
週身酸痛	tsɐu¹sɐn¹syːn¹tʰʊŋ³
週轉	tsɐu¹tsyːn²
週遊	tsɐu¹jɐu⁴
週遊世界	tsɐu¹jɐu⁴sɐi³kaːi³
週遭	tsɐu¹tsou¹
週邊	tsɐu¹piːn¹
週邊設備	tsɐu¹piːn¹tsʰiːt⁸pei⁶
週長	tsɐu¹tsʰœːŋ⁴
進	tsɵn³
進一步	tsɵn³jɐt⁷pou⁶
進京	tsɵn³kɪŋ¹
進京赴考	tsɵn³kɪŋ¹fuː⁶haːu²
進位	tsɵn³wɐi⁶
進佔	tsɵn³tsiːm³
進來	tsɵn³lɔːi⁴
進修	tsɵn³sɐu¹
進修班	tsɵn³sɐu¹paːn¹
進價	tsɵn³kaː³
進入	tsɵn³jɐp⁹
進兵	tsɵn³pɪŋ¹
進出口	tsɵn³tsʰɵt⁷hɐu²
進出口商	tsɵn³tsʰɵt⁷hɐu²sœːŋ¹
進出口貿易	tsɵn³tsʰɵt⁷hɐu²mɐu⁶jɪk⁹
進化	tsɵn³faː³
進化史	tsɵn³faː³siː²
進化論	tsɵn³faː³lɵn⁶
進取	tsɵn³tsʰɵy²
進口	tsɵn³hɐu²
進口商	tsɵn³hɐu²sœːŋ¹
