#name Islandic
#lang lsl
abbadísin	apatiːsɪn
samkomulagsins	samkɔmʏlaxsɪns
samkomum	samkɔmʏm
samkomuna	samkɔmʏna
samkomunni	samkɔmʏnɪ
samkomur	samkɔmʏr
samkomusal	samkɔmʏsaːl
samkór	samkour
samkvæm	samkvaim
samkvæmi	samkvaimɪ
samkvæminu	samkvaimɪnʏ
samkvæmisdönsum	samkvaimɪstœnsʏm
samkvæmislífinu	samkvaimɪstliːvɪnʏ
samkvæmt	samkvaim̥t
samkvæmt	samkvaimt
samkvæmum	samkvaimʏm
samkvæmur	samkvaimʏr
samkynhneigð	samcɪn̥eiɣð
samkynhneigða	samcɪn̥eiɣða
samkynhneigðir	samcɪn̥eiɣðɪr
samkynhneigðra	samcɪn̥eiɣðra
samkynhneigðum	samcɪn̥eiɣðʏm
samkynhneigður	samcɪn̥eiɣðʏr
samlagast	samlaɣast
samlanda	samlanta
samlegðaráhrif	samlɛɣðarauːr̥ɪv
samleið	samleið
samleik	samleik
samleikur	samleikʏr
samliggjandi	samlɪcantɪ
samlíf	samliv
samlífi	samlivɪ
samlífsauglýsingar	samlifsœyɣlisiŋkar
samloku	samlɔkʏ
samlokuna	samlɔkʏna
samlokur	samlɔkʏr
samlyndi	samlɪntɪ
sammála	samaula
sammerkt	samɛr̥t
samnefnari	samnɛpnarɪ
samnefnda	samnɛmta
samnefndri	samnɛmtrɪ
samnefndu	samnɛmtʏ
samnefndum	samnɛmtʏm
samnefnt	samnɛmt
samneyti	samneitɪ
samning	samniŋk
samninga	samniŋka
samningaborðinu	samniŋkapɔrðɪnʏ
samningagerð	samniŋkacɛrð
samningana	samniŋkana
samninganefnd	samniŋkanɛmt
samninganefndar	samniŋkanɛmtar
samninganna	samniŋkana
samningar	samniŋkar
samningarnir	samniŋkatnɪr
samningaviðræðna	samniŋkavɪðraiðna
samningaviðræðum	samniŋkavɪðraiðʏm
samningaviðræður	samniŋkavɪðraiðʏr
samningi	samniɲcɪ
samninginn	samniɲcɪn
samningnum	samniŋnʏm
samnings	samniŋs
samningsaðila	samniŋsaːðɪla
samningsaðilar	samniŋsaːðɪlar
samningsbundinn	samniŋspʏntɪn
samningsgerð	samniŋscɛrð
samningsins	samniŋsɪns
samningsmarkmið	samniŋsmar̥kmɪð
samningstímanum	samniŋstiːmanʏm
samningu	samniŋkʏ
samningum	samniŋkʏm
samningunum	samniŋkɔnʏm
samningur	samniŋkʏr
samningurinn	samniŋkʏrɪn
samnýta	samnita
samofin	saːmɔvɪn
samráð	samrauð
samráði	samrauðɪ
samráðs	samrauðs
samráðsvettvangur	samrauðsvɛhtvauŋkʏr
samruna	samrʏna
samrunann	samrʏnan
samrunans	samrʏnans
samrunanum	samrʏnanʏm
samruni	samrʏnɪ
samruninn	samrʏnɪn
samrýmist	samrimɪst
samrýnd	samrint
samræði	samraiðɪ
samræðna	samraiðna
samræðu	samraiðʏ
samræðum	samraiðʏm
samræðunum	samraiðɔnʏm
samræður	samraiðʏr
samræðurnar	samraiðʏtnar
samræma	samraima
samræmd	samraimt
samræmda	samraimta
samræmdar	samraimtar
samræmdri	samraimtrɪ
samræmdu	samraimtʏ
samræmdum	samraimtʏm
samræmi	samraimɪ
samræmingu	samraimiŋkʏ
samræmis	samraimɪs
samræmist	samraimɪst
samræmt	samraim̥t
samræmt	samraimt
sams	sams
samsafn	samsapn̥
samsama	samsama
samsending	samsɛntiŋk
samsetning	samsɛhtniŋk
samsetningar	samsɛhtniŋkar
samsetningu	samsɛhtniŋkʏ
samsett	samsɛht
samsettur	samsɛhtʏr
samsinnti	samsɪn̥tɪ
samsinnti	samsɪntɪ
samsinntu	samsɪn̥tʏ
samsinntu	samsɪntʏ
samsíða	samsiða
Samskip	samscɪːp
Samskip	samscɪp
samskipa	samscɪpa
samskipta	samscɪfta
samskiptatækni	samscɪftataihknɪ
samskipti	samscɪftɪ
samskiptin	samscɪftɪn
samskiptum	samscɪftʏm
samskiptunum	samscɪftɔnʏm
Samskipum	samscɪpʏm
samskonar	samskɔnar
Samson	samsɔn
samspil	samspɪl
samspili	samspɪlɪ
samstaða	samstaða
samstarf	samstarv
samstarfi	samstarvɪ
samstarfið	samstarvɪð
samstarfinu	samstarvɪnʏ
samstarfs	samstarvs
samstarfsaðila	samstarvsaːðɪla
samstarfsaðilar	samstarvsaːðɪlar
samstarfsaðili	samstarvsaːðɪlɪ
samstarfsaðilum	samstarvsaːðɪlʏm
samstarfsfólk	samstarvsfoul̥k
samstarfsfólk	samstarvsfoulk
samstarfsfólki	samstarvsfoul̥cɪ
samstarfsfólki	samstarvsfoulcɪ
samstarfsfólks	samstarvsfoul̥ks
samstarfsfólks	samstarvsfoulks
samstarfshópur	samstarvshouːpʏr
samstarfsins	samstarvsɪns
samstarfskona	samstarvskɔːna
samstarfskonan	samstarvskɔːnan
samstarfsmaður	samstarvsmaːðʏr
samstarfsmann	samstarvsman
samstarfsmanna	samstarvsmana
samstarfsmanni	samstarvsmanɪ
samstarfsmenn	samstarvsmɛn
samstarfsmennirnir	samstarsmɛnɪtnɪr
samstarfsmennirnir	samstarvsmɛnɪtnɪr
samstarfsmönnum	samstarvsmœnʏm
samstarfsnefnd	samstarvstnɛmt
samstarfssamning	samstarvsamniŋk
samstarfssamningi	samstarvsamniɲcɪ
samstarfssamningur	samstarvsamniŋkʏr
samstarfsverkefni	samstarvsvɛr̥kɛpnɪ
samstarfsvettvangur	samstarvsvɛhtvauŋkʏr
samsteypunnar	samsteipʏnar
samsteypustjórn	samsteipʏstjourtn̥
samstiga	samstɪɣa
samstillt	samstɪl̥t
samstilltu	samstɪl̥tʏ
samstundis	samstʏntɪs
samstæðu	samstaiðʏ
samstæðunnar	samstaiðʏnar
samstöðu	samstœðʏ
samsuða	samsʏða
samsvara	samsvara
samsvaraði	samsvaraðɪ
samsvarandi	samsvarantɪ
samsvarar	samsvarar
samsvörun	samsvœrʏn
samsýning	samsiniŋk
samsýninga	samsiniŋka
samsýningu	samsiniŋkʏ
samsýningum	samsiniŋkʏm
samsæri	samsairɪ
samsöng	samsœyŋk
samt	sam̥t
samt	samt
samtaka	samtaka
samtakanna	samtakana
samtal	samtal
samtali	samtalɪ
samtalið	samtalɪð
samtalinu	samtalɪnʏ
samtals	samtals
samtalsins	samtalsɪns
samtengd	samteiŋt
samtengdar	samteiŋtar
samtengdum	samteiŋtʏm
samtengjast	samteiɲcast
samtíð	samtið
samtíða	samtiða
samtíðar	samtiðar
samtíma	samtima
samtímalist	samtimalɪst
samtímann	samtiman
samtímans	samtimans
samtímanum	samtimanʏm
samtímis	samtimɪs
samtök	samtœk
samtökin	samtœcɪn
samtökum	samtœkʏm
samtökunum	samtœkɔnʏm
samtöl	samtœl
samtölin	samtœlɪn
samtölum	samtœlʏm
samur	saːmʏr
samúð	saːmuð
samúðar	saːmuðar
samúðarkveðju	saːmuðarkvɛðjʏ
samúðarkveðjur	saːmuðarkvɛðjʏr
samúðarsvip	saːmuðarsvɪːp
samúðin	saːmuðɪn
Samúel	saːmuɛl
Samúelsdóttir	saːmuɛlstouhtɪr
Samúelsson	saːmuɛlsɔːn
Samúelssonar	saːmuɛlsɔːnar
samvera	samvɛra
samverkandi	samvɛr̥kantɪ
samveru	samvɛrʏ
samveruna	samvɛrʏna
samverustund	samvɛrʏstʏnt
samverustunda	samvɛrʏstʏnta
samverustundir	samvɛrʏstʏntɪr
samverustundirnar	samvɛrʏstʏntɪtnar
samverustundum	samvɛrʏstʏntʏm
samvinna	samvɪna
Samvinnan	samvɪnan
samvinnu	samvɪnʏ
Samvinnuferða	samvɪnʏfɛrða
Samvinnuferðir	samvɪnʏfɛrðɪr
Samvinnuferðum	samvɪnʏfɛrðʏm
samvinnufélaga	samvɪnʏfjɛːlaɣa
samvinnuna	samvɪnʏna
samvinnunni	samvɪnʏnɪ
samvinnuverkefni	samvɪnʏvɛr̥kɛpnɪ
samviska	samvɪska
samviskan	samvɪskan
samvisku	samvɪskʏ
samviskubit	samvɪskʏpɪːt
samviskubiti	samvɪskʏpɪːtɪ
samviskubitið	samvɪskʏpɪːtɪð
samviskubits	samvɪskʏpɪts
samviskuna	samvɪskʏna
samviskunni	samvɪskʏnɪ
samviskusamlega	samvɪskʏsamlɛɣa
samviskusamur	samvɪskʏsaːmʏr
samviskusemi	samvɪskʏsɛːmɪ
samviskusöm	samvɪskʏsœːm
samvist	samvɪst
samvista	samvɪsta
samvistir	samvɪstɪr
samvistum	samvɪstʏm
samyrkjubúum	saːmɪr̥cʏpuʏm
samþjöppun	samθjœhpʏn
samþykk	samθɪhk
samþykki	samθɪhcɪ
samþykkir	samθɪhcɪr
samþykkis	samθɪhcɪs
samþykkja	samθɪhca
samþykkjandi	samθɪhcantɪ
samþykkt	samθɪxt
samþykkta	samθɪxta
samþykktar	samθɪxtar
samþykkti	samθɪxtɪ
samþykktinni	samθɪxtɪnɪ
samþykktir	samθɪxtɪr
samþykktu	samθɪxtʏ
samþykktum	samθɪxtʏm
samþykktur	samθɪxtʏr
samþykkur	samθɪhkʏr
samþætta	samθaihta
samþættingu	samθaihtiŋkʏ
sand	sant
sanda	santa
sandala	santala
sandalana	santalana
sandbakkann	santpahkan
Sandgerði	santcɛrðɪ
Sandgerðis	santcɛrðɪs
Sandgerðisbæjar	santcɛrðɪspaiːjar
Sandgerðisbæjar	santcɛrðɪspaijar
Sandholt	santhɔl̥t
sandi	santɪ
sandinn	santɪn
sandinum	santɪnʏm
sandkorn	santkɔrtn̥
Sandnesi	santnɛsɪ
sandpappír	santpahpir
Sandra	santra
sandur	santʏr
sandurinn	santʏrɪn
Sandvík	santvik
sankti	sauŋtɪ
sanna	sana
sannað	sanað
sannaði	sanaðɪ
sannaðist	sanaðɪst
sannaðu	sanaðʏ
sannan	sanan
sannanir	sananɪr
sannanlega	sananlɛɣa
sannar	sanar
sannara	sanara
sannari	sanarɪ
sannarlega	sanarlɛka
sannast	sanast
sannfæra	sanfaira
sannfærandi	sanfairantɪ
sannfærast	sanfairast
sannfærð	sanfairð
sannfærðari	sanfairðarɪ
sannfærðir	sanfairðɪr
sannfærðist	sanfairðɪst
sannfærður	sanfairðʏr
sannfæring	sanfairiŋk
sannfæringar	sanfairiŋkar
sannfæringarkrafti	sanfairiŋkarkraftɪ
sannfæringu	sanfairiŋkʏ
sannfærist	sanfairɪst
sannfært	sanfair̥t
sanngirni	saɲcɪrtnɪ
sanngjarn	saɲcartn̥
sanngjarna	saɲcartna
sanngjarnan	saɲcartnan
sanngjarnt	saɲcarn̥t
sanngjörn	saɲcœrtn̥
sanni	sanɪ
sannið	sanɪð
sannindamerkis	sanɪntamɛr̥cɪs
sannindi	sanɪntɪ
sannir	sanɪr
sannkallað	saŋkatlað
sannkallaður	saŋkatlaðʏr
sannkölluð	saŋkœtlʏð
sannleik	sanleik
sannleika	sanleika
sannleikann	sanleikan
sannleikans	sanleikans
sannleikanum	sanleikanʏm
sannleiksgildi	sanleikscɪltɪ
sannleiksgildi	sanleixscɪltɪ
sannleikur	sanleikʏr
sannleikurinn	sanleikʏrɪn
sannmælis	sanmailɪs
sannrar	sanrar
sannreyna	sanreina
sannreynt	sanrein̥t
sannreynt	sanreint
sannri	sanrɪ
sanns	sans
sannur	sanʏr
Sara	saːra
sarga	sarka
SAS	saːs
sast	sast
sat	saːt
Satan	saːtan
satt	saht
satt	saht
satúrnusarhring	saːturnʏsar̥iŋk
satúrnusarhring	saːturnʏsar̥iŋk
sauð	sœyːð
sauðahjörð	sœyːðaçœrð
sauðahúsi	sœyːðahuːsɪ
Sauðárkrók	sœyːðaurkrouːk
Sauðárkróki	sœyːðaurkrouːcɪ
Sauðárkróks	sœyːðaurkrouːks
Sauðárkróks	sœyːðaurkrouːxs
Sauðárkróks	sœyːðaurkrouks
Sauðárkrókur	sœyːðaurkrouːkʏr
sauðfé	sœyðfjɛ
sauðfjár	sœyðfjaur
sauðfjárbúskap	sœyðfjaurpuːskap
sauðfjárbænda	sœyðfjaurpainta
sauðfjárbændur	sœyðfjaurpaintʏr
sauðfjárrækt	sœyðfjauraixt
sauðir	sœyːðɪr
sauðkindin	sœyðcɪntɪn
Sauðlauksdal	sœyðlœykstal
Sauðlauksdal	sœyðlœykstal
Sauðlauksdal	sœyðlœyxstal
sauður	sœyːðʏr
sauðurinn	sœyːðʏrɪn
saug	sœyːɣ
sauma	sœyːma
saumað	sœyːmað
saumaði	sœyːmaðɪ
saumaðir	sœyːmaðɪr
saumakona	sœyːmakɔːna
saumana	sœyːmana
saumar	sœyːmar
saumaskap	sœyːmaskaːp
saumastofu	sœyːmastɔːvʏ
saumavélina	sœyːmavjɛːlɪna
saumi	sœyːmɪ
saumnál	sœymnaul
saumuð	sœyːmʏð
saumuðu	sœyːmʏðʏ
saup	sœyːp
Saurbæ	sœyrpai
saurgað	sœyrkað
saurugar	sœyːrʏɣar
sautján	sœyːtjaun
sautjánda	sœyːtjaunta
sautjándi	sœyːtjauntɪ
sautjándu	sœyːtjauntʏ
saxa	saksa
saxa	saxsa
Saxlandi	sakslantɪ
Saxlandi	saxslantɪ
saxófón	saksɔfoun
saxófón	saxsɔfoun
saxófónleikari	saksɔfounleiːkarɪ
saxófónleikari	saxsɔfounleiːkarɪ
sá	sauː
SÁÁ	ɛs auː auː
sáð	sauːð
sáðmenn	sauðmɛn
sáir	sauːɪr
sál	sauːl
sálar	sauːlar
sálarástand	sauːlarauːstant
sálarfræði	sauːlarfraiːðɪ
sálarinnar	sauːlarɪnar
sálarkvöl	sauːlarkvœːl
sálarlíf	sauːlarliːv
sálarlífi	sauːlarliːvɪ
sálarró	sauːlarouː
sáldraði	saultraðɪ
sálfræði	saulfraiðɪ
sálfræðilega	saulfraiðɪlɛɣa
sálfræðinga	saulfraiðiŋka
sálfræðingar	saulfraiðiŋkar
sálfræðingi	saulfraiðiɲcɪ
sálfræðings	saulfraiðiŋks
sálfræðings	saulfraiðiŋs
sálfræðingur	saulfraiðiŋkʏr
sálfræðingurinn	saulfraiðiŋkʏrɪn
sálin	sauːlɪn
sálina	sauːlɪna
sálinni	sauːlɪnɪ
sálir	sauːlɪr
sálm	saulm
sálma	saulma
sálmar	saulmar
sálmi	saulmɪ
sálmum	saulmʏm
sálmur	saulmʏr
sálna	saulna
sálu	sauːlʏ
sáluga	sauːlʏɣa
sálugi	sauːlʏijɪ
sálugu	sauːlʏɣʏ
sáluhjálp	sauːlʏçaul̥p
sáluhjálp	sauːlʏçaulp
sálum	sauːlʏm
sápa	sauːpa
sápu	sauːpʏ
sápuna	sauːpʏna
sápunni	sauːpʏnɪ
sár	sauːr
sára	sauːra
sárabindi	sauːrapɪntɪ
sárabætur	sauːrapaiːtʏr
sárafáir	sauːrafauːɪr
sárafáir	sauːrafauɪr
sáralítið	sauːraliːtɪð
sáran	sauːran
sárari	sauːrarɪ
sáraristilbólgu	sauːrarɪstɪlpoulkʏ
sárasjaldan	sauːrasjaltan
sárast	sauːrast
sárasta	sauːrasta
sárbændi	sauːrpaintɪ
sárbænir	sauːrpainɪr
sárbænir	saurpainɪr
sári	sauːrɪ
sárið	sauːrɪð
sárin	sauːrɪn
sárindum	sauːrɪntʏm
sárinu	sauːrɪnʏ
sárir	sauːrɪr
sárlega	saurlɛɣa
sárnað	saurtnað
sárnaði	saurtnaðɪ
sárrar	saurar
sárri	saurɪ
sársauka	saur̥sœyːka
sársaukafull	saur̥sœykafʏtl̥
sársaukafullt	saur̥sœykafʏl̥t
sársaukalaust	saur̥sœykalœyst
sársaukann	saur̥sœykan
sársaukans	saur̥sœykans
sársaukanum	saur̥sœykanʏm
sársauki	saur̥sœycɪ
sársaukinn	saur̥sœycɪn
sárt	saur̥t
sárum	sauːrʏm
sárustu	sauːrʏstʏ
sárþjáður	saur̥θjauðʏr
sást	saust
sástu	saustʏ
sátt	sauht
sátta	sauhta
sáttasemjara	sauhtasɛmjarɪ
sáttfús	sauhtfus
sáttir	sauhtɪr
sáttmála	sauhtmaula
sáttmálann	sauhtmaulan
sáttmálans	sauhtmaulans
sáttmálanum	sauhtmaulanʏm
sáttmálinn	sauhtmaulɪn
sáttum	sauhtʏm
sáttur	sauhtʏr
sátu	sauːtʏ
sátum	sauːtʏm
sáu	sauːʏ
sáuð	sauːʏð
sáum	sauːʏm
sáumst	sauːʏmst
sáust	sauːʏst
Schram	skraːm
Sebastían	sɛpastijan
Securitas	sɛcuːritas
Securitas	sɛkjuːritas
Securitas	sɛkuːritas
seðil	sɛːðɪl
seðilinn	sɛːðɪlɪn
seðja	sɛðja
seðla	sɛðla
seðlabanka	sɛðlapaŋ̊ka
seðlabanka	sɛðlapauŋ̊ka
seðlabanka	sɛðlapauŋka
seðlabankann	sɛðlapaŋ̊kan
seðlabankann	sɛðlapauŋ̊kan
seðlabankann	sɛðlapauŋkan
seðlabankans	sɛðlapaŋ̊kans
seðlabankans	sɛðlapauŋ̊kans
seðlabankans	sɛðlapauŋkans
seðlabankanum	sɛðlapaŋ̊kanʏm
seðlabankanum	sɛðlapauŋ̊kanʏm
seðlabankanum	sɛðlapauŋkanʏm
seðlabankastjóra	sɛðlapaŋ̊kastjouːra
seðlabankastjóra	sɛðlapauŋ̊kastjouːra
seðlabankastjóra	sɛðlapauŋkastjouːra
seðlabankastjóri	sɛðlapaŋ̊kastjouːrɪ
seðlabankastjóri	sɛðlapauŋ̊kastjouːrɪ
seðlabankastjóri	sɛðlapauŋkastjouːrɪ
seðlabanki	sɛðlapaɲ̊ccɪ
seðlabanki	sɛðlapauɲ̊cɪɪ
seðlabanki	sɛðlapauɲcɪ
seðlabankinn	sɛðlapaɲ̊cɪn
seðlabankinn	sɛðlapauɲ̊cɪn
seðlabankinn	sɛðlapauɲcɪn
seðlana	sɛðlana
seðlar	sɛðlar
seðlaveski	sɛðlavɛscɪ
seðlinum	sɛðlɪnʏm
seðlum	sɛðlʏm
seðlunum	sɛðlɔnʏm
sef	sɛːv
sefa	sɛːva
sefaði	sɛːvaðɪ
sefaðist	sɛːvaðɪst
sefast	sɛːvast
sefi	sɛːvɪ
sefið	sɛːvɪð
sefinu	sɛːvɪnʏ
sefjandi	sɛvjantɪ
sefur	sɛːvʏr
sefurðu	sɛːvʏrʏ
segði	sɛɣðɪ
segðir	sɛɣðɪr
segðist	sɛɣðɪst
segðu	sɛɣðʏ
segðu	seiɣðʏ
segðum	sɛɣðʏm
segi	seiːjɪ
segi	seijɪ
segið	seijɪð
segir	seiːjɪr
segir	seijɪr
segirðu	seijɪrʏ
segist	seijɪst
segja	seiːja
segja	seija
segjandi	seijantɪ
segjast	seijast
segjum	seijʏm
segl	sɛkl̥
segldúk	sɛkl̥tuːk
segli	sɛklɪ
seglið	sɛklɪð
seglin	sɛklɪn
seglskip	sɛkl̥scɪp
seglskipi	sɛkl̥scɪpɪ
seglskipi	sɛklskɪpɪ
seglum	sɛklʏm
segulband	sɛːɣʏlpant
segulbandi	sɛːɣʏlpantɪ
segulbandið	sɛːɣʏlpantɪð
segulbandinu	sɛːɣʏlpantɪnʏ
segulbandstæki	sɛːɣʏlpantstaiːcɪ
segulbandstækið	sɛːɣʏlpantstaiːcɪð
segulbandstækinu	sɛːɣʏlpantstaiːcɪnʏ
segull	sɛːɣʏtl̥
seiða	seiːða
seiðandi	seiːðantɪ
seiði	seiːðɪ
seiðum	seiːðʏm
Seifs	seifs
Seifur	seiːvʏr
seig	seiːɣ
seigfljótandi	seixfljoutantɪ
seiglu	seiklʏ
seigt	seixt
seigur	seiːɣʏr
seilast	seiːlast
seildist	seiltɪst
seilingar	seiːliŋkar
seilist	seiːlɪst
seiminn	seiːmɪn
sein	seiːn
seinan	seiːnan
seinast	seiːnast
seinasta	seiːnasta
seinasti	seiːnastɪ
seinir	seiːnɪr
seinka	seiŋ̊ka
seinka	seiŋka
seinkað	seiŋ̊kað
seinkað	seiŋkað
seinkaði	seiŋ̊kaðɪ
seinkaði	seiŋkaðɪ
seinkun	seiŋ̊kʏn
seinkun	seiŋkʏn
seinn	seitn̥
seinna	seitna
seinnameir	seitnameiːr
seinni	seitnɪ
seinnipart	seitnɪpar̥t
seinnipartinn	seitnɪpar̥tɪn
seint	sein̥t
seint	seint
seinustu	seiːnʏstʏ
seiva	seiːva
sek	sɛːk
seka	sɛːka
sekan	sɛːkan
seki	sɛːcɪ
sekir	sɛːcɪr
sekk	sɛhk
sekki	sɛhcɪ
sekkina	sɛhcɪna
sekkinn	sɛhcɪn
sekkjum	sɛhcʏm
sekkur	sɛhkʏr
sekt	sɛxt
sekta	sɛxta
sektar	sɛxtar
sektarkennd	sɛxtarcɛnt
sektarkenndar	sɛxtarcɛntar
sektarkenndin	sɛxtarcɛntɪn
sektina	sɛxtɪna
sektir	sɛxtɪr
sektum	sɛxtʏm
seku	sɛːkʏ
sekur	sɛːkʏr
sekúnda	sɛːkunta
sekúndna	sɛːkuntna
sekúndu	sɛːkuntʏ
sekúndubrot	sɛːkuntʏprɔːt
sekúndubroti	sɛːkuntʏprɔːtɪ
sekúndum	sɛːkuntʏm
sekúndur	sɛːkuntʏr
sel	sɛːl
Selárdal	sɛːlaurtal
seld	sɛlt
seldar	sɛltar
seldi	sɛltɪ
seldir	sɛltɪr
seldist	sɛltɪst
seldu	sɛltʏ
seldum	sɛltʏm
seldur	sɛltʏr
seldust	sɛltʏst
Select	sɛːlɛxt
Selfoss	sɛlfɔs
Selfossi	sɛlfɔsɪ
Selfosskirkja	sɛlfɔscɪr̥ca
Selfosskirkju	sɛlfɔscɪr̥cʏ
Selfyssinga	sɛlfɪsiŋka
seli	sɛːlɪ
selið	sɛːlɪð
selinu	sɛːlɪnʏ
selir	sɛːlɪr
selja	sɛlja
Seljahlíð	sɛljal̥iːð
Seljakirkja	sɛljacɪr̥ca
Seljakirkju	sɛljacɪr̥cʏ
Seljalandi	sɛljalantɪ
Seljan	sɛljan
seljanda	sɛljanta
seljandi	sɛljantɪ
Seljasafn	sɛljasapn̥
Seljaskóla	sɛljaskouːla
seljast	sɛljast
seljenda	sɛljɛnta
seljendur	sɛljɛntʏr
selji	sɛljɪ
seljist	sɛljɪst
seljum	sɛljʏm
selló	sɛlou
sellóleikara	sɛlouleiːkara
sellóleikari	sɛlouleiːkarɪ
sellur	sɛlʏr
Selma	sɛlma
Selmu	sɛlmʏ
Selmúlamegin	sɛlmulameijɪn
selslifur	sɛlslɪːvʏr
selst	sɛlst
selt	sɛl̥t
Seltjarnarnes	sɛltjatnanɛːs
Seltjarnarnes	sɛltjartnarnɛːs
Seltjarnarnesbæjar	sɛltjatnanɛspaiːjar
Seltjarnarnesi	sɛltjatnanɛːsɪ
Seltjarnarnesi	sɛltjartnarnɛːsɪ
Seltjarnarneskirkja	sɛltjartnarnɛscɪr̥ca
Seltjarnarneskirkju	sɛltjartnarnɛscɪr̥cʏ
Seltjarnarness	sɛltjatnanɛs
Seltjarnarness	sɛltjartnarnɛs
seltu	sɛl̥tʏ
selur	sɛːlʏr
selurinn	sɛːlʏrɪn
Selvogi	sɛlvɔːjɪ
Selvogi	sɛlvoijɪ
Selvogi	sɛlvɔjɪ
sem	sɛːm
sembal	sɛmpal
semdi	sɛmtɪ
sementi	sɛːmɛn̥tɪ
sementi	sɛːmɛntɪ
semingi	sɛːmiɲcɪ
semja	sɛmja
semji	sɛmjɪ
semsagt	sɛmsaxt
semsé	sɛmsjɛ
semur	sɛːmʏr
Sen	sɛːn
sena	sɛːna
senan	sɛːnan
send	sɛnt
senda	sɛnta
sendan	sɛntan
sendanda	sɛntanta
sendar	sɛntar
sendast	sɛntast
sendi	sɛntɪ
sendibíl	sɛntɪpiːl
sendibílnum	sɛntɪpilnʏm
sendiboða	sɛntɪpɔːða
sendiboðar	sɛntɪpɔːðar
sendiboði	sɛntɪpɔːðɪ
sendibréf	sɛntɪprjɛːv
sendið	sɛntɪð
sendiferðir	sɛntɪfɛrðɪr
sendiför	sɛntɪfœːr
sendiherra	sɛntɪhɛra
sendiherrann	sɛntɪhɛran
sendiherranum	sɛntɪhɛranʏm
sendill	sɛntɪtl̥
sendillinn	sɛntɪtlɪn
sendimenn	sɛntɪmɛn
sendinefnd	sɛntɪnɛmt
sendinefndin	sɛntɪnɛmtɪn
sending	sɛntiŋk
sendingar	sɛntiŋkar
sendingin	sɛntiɲcɪn
sendingu	sɛntiŋkʏ
sendingum	sɛntiŋkʏm
sendinguna	sɛntiŋkʏna
sendinn	sɛntɪn
sendir	sɛntɪr
sendiráð	sɛntɪrauːð
sendiráða	sɛntɪrauːða
sendiráði	sɛntɪrauːðɪ
sendiráðið	sɛntɪrauːðɪð
sendiráðinu	sɛntɪrauːðɪnʏ
sendiráðs	sɛntɪrauðs
sendiráðsins	sɛntɪrauðsɪns
sendiráðum	sɛntɪrauːðʏm
sendirðu	sɛntɪrʏ
sendu	sɛntʏ
sendum	sɛntʏm
sendur	sɛntʏr
Senegal	sɛːnɛkal
senn	sɛn
sennilega	sɛnɪlɛɣa
sennilegt	sɛnɪlɛxt
sent	sɛn̥t
sent	sɛnt
sentimetra	sɛn̥tɪmɛːtra
sentimetra	sɛntɪmɛːtra
sentimetrar	sɛn̥tɪmɛːtrar
sentimetrar	sɛntɪmɛːtrar
sentist	sɛn̥tɪst
sentist	sɛntɪst
sentímetrum	sɛn̥tɪmɛːtrʏm
sentímetrum	sɛntɪmɛːtrʏm
senunni	sɛːnʏnɪ
senur	sɛːnʏr
Seoul	sɛːul
Seoul	souːl
september	sɛftɛmpɛr
september	sɛftɛmpɛr
Serba	sɛrpa
Serbar	sɛrpar
Serbíu	sɛrpijʏ
serbneska	sɛrpnɛska
serbnesku	sɛrpnɛskʏ
Serbum	sɛrpʏm
sería	sɛːrija
seríu	sɛːrijʏ
serknum	sɛr̥knʏm
servíettu	sɛrvijɛhtʏ
Sesar	sɛːsar
sess	sɛs
Sesselja	sɛsɛlja
Sesselju	sɛsɛljʏ
sessi	sɛsɪ
sessum	sɛsʏm
sessunaut	sɛsʏnœyːt
sessunauta	sɛsʏnœyːta
sessunautur	sɛsʏnœyːtʏr
sest	sɛst
sestar	sɛstar
sestu	sɛstʏ
sestur	sɛstʏr
set	sɛːt
Setbergi	sɛːtpɛrcɪ
seti	sɛːtɪ
setið	sɛːtɪð
setja	sɛːtja
setjast	sɛːtjast
setji	sɛːtjɪ
setjið	sɛːtjɪð
setjist	sɛːtjɪst
setjum	sɛːtjʏm
setjumst	sɛːtjʏmst
setning	sɛhtniŋk
setningar	sɛhtniŋkar
setningarnar	sɛhtniŋkatnar
setningarræðu	sɛhtniŋkaraiːðʏ
setningin	sɛhtniɲcɪn
setningu	sɛhtniŋkʏ
setningum	sɛhtniŋkʏm
setninguna	sɛhtniŋkʏna
setningunni	sɛhtniŋkʏnɪ
setri	sɛːtrɪ
setrið	sɛːtrɪð
setrinu	sɛːtrɪnʏ
sett	sɛht
Setta	sɛhta
settar	sɛhtar
setti	sɛhtɪ
settir	sɛhtɪr
settirðu	sɛhtɪrʏ
settist	sɛhtɪst
settu	sɛhtʏ
settum	sɛhtʏm
settumst	sɛhtʏmst
settur	sɛhtʏr
settust	sɛhtʏst
setu	sɛːtʏ
setuna	sɛːtʏna
setunnar	sɛːtʏnar
setunni	sɛːtʏnɪ
setur	sɛːtʏr
seturðu	sɛːtʏrʏ
setustofu	sɛːtʏstɔːvʏ
setustofuna	sɛːtʏstɔːvʏna
setustofunni	sɛːtʏstɔːvʏnɪ
sex	seks
sex	sexs
sexhundruð	sɛkshʏntrʏð
sexhundruð<sExshYndrYD	sɛxshʏntrʏð
sexí	sɛksi
sexí	sɛxsi
sexleytið	sɛkstleitɪð
sexleytið	sɛxstleitɪð
sextán	sɛkstaun
sextán	sɛxstaun
sextánda	sɛkstaunta
sextánda	sɛxstaunta
sextándi	sɛkstauntɪ
