abá	aˈba
proscribás	pɾoskɾiˈbas
proscribí	pɾoskɾiˈbi
proscribís	pɾoskɾiˈbis
proseguí	pɾoseˈgi
proseguís	pɾoseˈgis
prosificá	pɾosifiˈka
prosificás	pɾosifiˈkas
prosifiqués	pɾosifiˈkes
prosigás	pɾosiˈgas
prospectá	pɾospekˈt̪a
prospectás	pɾospekˈt̪as
prospectés	pɾospekˈt̪es
prosperá	pɾospeˈɾa
prosperás	pɾospeˈɾas
prosperés	pɾospeˈɾes
prosterná	pɾost̪eɾˈna
prosternás	pɾost̪eɾˈnas
prosternés	pɾost̪eɾˈnes
prostituí	pɾost̪iˈt̪wi
prostituís	pɾost̪iˈt̪wis
prostituyás	pɾost̪it̪uˈʝas
protagonicés	pɾot̪agoniˈses
protagonizá	pɾot̪agoniˈsa
protagonizás	pɾot̪agoniˈsas
protegé	pɾot̪eˈxe
protegés	pɾot̪eˈxes
protejás	pɾot̪eˈxas
protestá	pɾot̪esˈt̪a
protestás	pɾot̪esˈt̪as
protestés	pɾot̪esˈt̪es
protocolá	pɾot̪okoˈla
protocolás	pɾot̪okoˈlas
protocolés	pɾot̪okoˈles
protocolicés	pɾot̪okoliˈses
protocolizá	pɾot̪okoliˈsa
protocolizás	pɾot̪okoliˈsas
prototipá	pɾot̪ot̪iˈpa
prototipás	pɾot̪ot̪iˈpas
prototipés	pɾot̪ot̪iˈpes
proveás	pɾobeˈas
proveé	pɾobeˈe
proveés	pɾobeˈes
provengás	pɾobenˈgas
provení	pɾobeˈni
provenís	pɾobeˈnis
providenciá	pɾobid̪ensiˈa
providenciás	pɾobid̪ensiˈas
providenciés	pɾobid̪enˈsjes
provocá	pɾoboˈka
provocás	pɾoboˈkas
provoqués	pɾoboˈkes
proyectá	pɾoʝekˈt̪a
proyectás	pɾoʝekˈt̪as
proyectés	pɾoʝekˈt̪es
publicá	publiˈka
publicás	publiˈkas
publicitá	publisiˈt̪a
publicitás	publisiˈt̪as
publicités	publisiˈt̪es
publiqués	publiˈkes
pudelá	pud̪eˈla
pudelás	pud̪eˈlas
pudelés	pud̪eˈles
pudrás	puˈd̪ɾas
pudrí	puˈd̪ɾi
pudrís	puˈd̪ɾis
pugná	pugˈna
pugnás	pugˈnas
pugnés	pugˈnes
pujá	puˈxa
pujás	puˈxas
pujés	puˈxes
pulás	puˈlas
pulimentá	pulimenˈt̪a
pulimentás	pulimenˈt̪as
pulimentés	pulimenˈt̪es
pulí	puˈli
pulís	puˈlis
pulsá	pulˈsa
pulsás	pulˈsas
pulseá	pulseˈa
pulseás	pulseˈas
pulseés	pulseˈes
pulsés	pulˈses
pululá	puluˈla
pululás	puluˈlas
pululés	puluˈles
pulvericés	pulbeɾiˈses
pulverizá	pulbeɾiˈsa
pulverizás	pulbeɾiˈsas
punás	puˈnas
puncés	punˈses
puncioná	punsjoˈna
puncionás	punsjoˈnas
puncionés	punsjoˈnes
pungí	punˈxi
pungís	punˈxis
puní	puˈni
punís	puˈnis
punjás	punˈxas
punteá	punt̪eˈa
punteás	punt̪eˈas
punteés	punt̪eˈes
puntualicés	punt̪waliˈses
puntualiz??	punt̪waˈlis
puntualizás	punt̪waliˈsas
puntuá	punˈt̪wa
puntuás	punˈt̪was
puntués	punˈt̪wes
punzá	punˈsa
punzás	punˈsas
punzoná	punsoˈna
punzonás	punsoˈnas
punzonés	punsoˈnes
purgá	puɾˈga
purgás	puɾˈgas
purgués	puɾˈges
purificá	puɾifiˈka
purificás	puɾifiˈkas
purifiqués	puɾifiˈkes
purpurá	puɾpuˈɾa
purpurás	puɾpuˈɾas
purpureá	puɾpuɾeˈa
purpureás	puɾpuɾeˈas
purpureés	puɾpuɾeˈes
purpurés	puɾpuˈɾes
putañeá	put̪aɲeˈa
putañeás	put̪aɲeˈas
putañeés	put̪aɲeˈes
puteá	put̪eˈa
puteás	put̪eˈas
puteés	put̪eˈes
quebrajá	kebɾaˈxa
quebrajás	kebɾaˈxas
quebrajés	kebɾaˈxes
quebrantá	kebɾanˈt̪a
quebrantás	kebɾanˈt̪as
quebrantés	kebɾanˈt̪es
quebrá	keˈbɾa
quebrás	keˈbɾas
quebrés	keˈbɾes
quedá	keˈd̪a
quedás	keˈd̪as
quedés	keˈd̪es
quejá	keˈxa
quejás	keˈxas
quejés	keˈxes
quemá	keˈma
quemás	keˈmas
quemés	keˈmes
quepás	keˈpas
querás	keˈɾas
querellá	keɾeˈʝa
querellás	keɾeˈʝas
querellés	keɾeˈʝes
queré	keˈɾe
querés	keˈɾes
querochá	keɾoˈʧa
querochás	keɾoˈʧas
querochés	keɾoˈʧes
quilatá	kilaˈt̪a
quilatás	kilaˈt̪as
quilatés	kilaˈt̪es
quilificá	kilifiˈka
quilificás	kilifiˈkas
quilifiqués	kilifiˈkes
quimericés	kimeɾiˈses
quimerizá	kimeɾiˈsa
quimerizás	kimeɾiˈsas
quimificá	kimifiˈka
quimificás	kimifiˈkas
quimifiqués	kimifiˈkes
quintaesenciá	kint̪aesensiˈa
quintaesenciás	kint̪aesensiˈas
quintaesenciés	kint̪aesenˈsjes
quintá	kinˈt̪a
quintás	kinˈt̪as
quintés	kinˈt̪es
quintuplicá	kint̪upliˈka
quintuplicás	kint̪upliˈkas
quintupliqués	kint̪upliˈkes
quitá	kiˈt̪a
quitás	kiˈt̪as
quités	kiˈt̪es
rabeá	rabeˈa
rabeás	rabeˈas
rabeés	rabeˈes
rabiá	rabiˈa
rabiás	rabiˈas
rabiatá	rabjaˈt̪a
rabiatás	rabjaˈt̪as
rabiatés	rabjaˈt̪es
rabiés	raˈbjes
raboseá	raboseˈa
raboseás	raboseˈas
raboseés	raboseˈes
raboteá	rabot̪eˈa
raboteás	rabot̪eˈas
raboteés	rabot̪eˈes
racimá	rasiˈma
racimás	rasiˈmas
racimés	rasiˈmes
raciociná	rasjosiˈna
raciocinás	rasjosiˈnas
raciocinés	rasjosiˈnes
racionalicés	rasjonaliˈses
racionalizá	rasjonaliˈsa
racionalizás	rasjonaliˈsas
racioná	rasjoˈna
racionás	rasjoˈnas
racionés	rasjoˈnes
radiá	rad̪iˈa
radiás	rad̪iˈas
radicalicés	rad̪ikaliˈses
radicalizá	rad̪ikaliˈsa
radicalizás	rad̪ikaliˈsas
radicá	rad̪iˈka
radicás	rad̪iˈkas
radiés	raˈd̪jes
radiografiá	rad̪jogɾafiˈa
radiografiás	rad̪jogɾafiˈas
radiografiés	rad̪jogɾaˈfjes
radiotelegrafiá	rad̪jot̪elegɾafiˈa
radiotelegrafiás	rad̪jot̪elegɾafiˈas
radiotelegrafiés	rad̪jot̪elegɾaˈfjes
radiqués	rad̪iˈkes
raé	raˈe
raés	raˈes
raigás	rajˈgas
rajá	raˈxa
rajás	raˈxas
rajés	raˈxes
raleá	raleˈa
raleás	raleˈas
raleés	raleˈes
ralenticés	ralent̪iˈses
ralentizá	ralent̪iˈsa
ralentizás	ralent̪iˈsas
rallá	raˈʝa
rallás	raˈʝas
rallés	raˈʝes
ramificá	ramifiˈka
ramificás	ramifiˈkas
ramifiqués	ramifiˈkes
ramoneá	ramoneˈa
ramoneás	ramoneˈas
ramoneés	ramoneˈes
rancheá	ranʧeˈa
rancheás	ranʧeˈas
rancheés	ranʧeˈes
ranciá	ransiˈa
ranciás	ransiˈas
ranciés	ranˈsjes
ranurá	ranuˈɾa
ranurás	ranuˈɾas
ranurés	ranuˈɾes
rapá	raˈpa
rapás	raˈpas
rapés	raˈpes
rapiñá	rapiˈɲa
rapiñás	rapiˈɲas
rapiñés	rapiˈɲes
raposeá	raposeˈa
raposeás	raposeˈas
raposeés	raposeˈes
raptá	rapˈt̪a
raptás	rapˈt̪as
raptés	rapˈt̪es
raqueá	rakeˈa
raqueás	rakeˈas
raqueés	rakeˈes
rarefacé	raɾefaˈse
rarefacés	raɾefaˈses
rarefagás	raɾefaˈgas
rarificá	raɾifiˈka
rarificás	raɾifiˈkas
rarifiqués	raɾifiˈkes
rasá	raˈsa
rasás	raˈsas
rascá	rasˈka
rascás	rasˈkas
raseá	raseˈa
raseás	raseˈas
raseés	raseˈes
rasés	raˈses
rasgá	rasˈga
rasgás	rasˈgas
rasgueá	rasgeˈa
rasgueás	rasgeˈas
rasgueés	rasgeˈes
rasgués	rasˈges
rasguñá	rasguˈɲa
rasguñás	rasguˈɲas
rasguñés	rasguˈɲes
raspá	rasˈpa
raspás	rasˈpas
raspeá	raspeˈa
raspeás	raspeˈas
raspeés	raspeˈes
raspés	rasˈpes
rasqués	rasˈkes
rasqueteá	rasket̪eˈa
rasqueteás	rasket̪eˈas
rasqueteés	rasket̪eˈes
rastrallá	rast̪ɾaˈʝa
rastrallás	rast̪ɾaˈʝas
rastrallés	rast̪ɾaˈʝes
rastreá	rast̪ɾeˈa
rastreás	rast̪ɾeˈas
rastreés	rast̪ɾeˈes
rastrillá	rast̪ɾiˈʝa
rastrillás	rast̪ɾiˈʝas
rastrillés	rast̪ɾiˈʝes
rastrojá	rast̪ɾoˈxa
rastrojás	rast̪ɾoˈxas
rastrojés	rast̪ɾoˈxes
rasurá	rasuˈɾa
rasurás	rasuˈɾas
rasurés	rasuˈɾes
rateá	rat̪eˈa
rateás	rat̪eˈas
rateés	rat̪eˈes
ratificá	rat̪ifiˈka
ratificás	rat̪ifiˈkas
ratifiqués	rat̪ifiˈkes
rayá	raˈʝa
rayás	raˈʝas
rayás	raˈʝas
rayés	raˈʝes
razoná	rasoˈna
razonás	rasoˈnas
razonés	rasoˈnes
reabrás	reaˈbɾas
reabrí	reaˈbɾi
reabrís	reaˈbɾis
reabsorbás	reabsoɾˈbas
reabsorbé	reabsoɾˈbe
reabsorbés	reabsoɾˈbes
reaccioná	reaksjoˈna
reaccionás	reaksjoˈnas
reaccionés	reaksjoˈnes
reactivá	reakt̪iˈba
reactivás	reakt̪iˈbas
reactivés	reakt̪iˈbes
reacuñá	reakuˈɲa
reacuñás	reakuˈɲas
reacuñés	reakuˈɲes
readaptá	read̪apˈt̪a
readaptás	read̪apˈt̪as
readaptés	read̪apˈt̪es
readmitás	read̪miˈt̪as
readmití	read̪miˈt̪i
readmitís	read̪miˈt̪is
readoptá	read̪opˈt̪a
readoptás	read̪opˈt̪as
readoptés	read̪opˈt̪es
readquirás	read̪kiˈɾas
readquirí	read̪kiˈɾi
readquirís	read̪kiˈɾis
reafirmá	reafiɾˈma
reafirmás	reafiɾˈmas
reafirmés	reafiɾˈmes
reagrupá	reagɾuˈpa
reagrupás	reagɾuˈpas
reagrupés	reagɾuˈpes
reajustá	reaxusˈt̪a
reajustás	reaxusˈt̪as
reajustés	reaxusˈt̪es
realcés	realˈses
realicés	realiˈses
realizá	realiˈsa
realizás	realiˈsas
realojá	realoˈxa
realojás	realoˈxas
realojés	realoˈxes
realquilá	realkiˈla
realquilás	realkiˈlas
realquilés	realkiˈles
realzá	realˈsa
realzás	realˈsas
reanimá	reaniˈma
reanimás	reaniˈmas
reanimés	reaniˈmes
reanudá	reanuˈd̪a
reanudás	reanuˈd̪as
reanudés	reanuˈd̪es
reaparecé	reapaɾeˈse
reaparecés	reapaɾeˈses
reaparezcás	reapaɾesˈkas
reargüí	reaɾˈgwi
reargüís	reaɾˈgwis
rearguyás	reaɾguˈʝas
rearmá	reaɾˈma
rearmás	reaɾˈmas
rearmés	reaɾˈmes
reasegurá	reaseguˈɾa
reasegurás	reaseguˈɾas
reasegurés	reaseguˈɾes
reasentá	reasenˈt̪a
reasentás	reasenˈt̪as
reasentés	reasenˈt̪es
reasigná	reasigˈna
reasignás	reasigˈnas
reasignés	reasigˈnes
reasumás	reasuˈmas
reasumí	reasuˈmi
reasumís	reasuˈmis
reatá	reaˈt̪a
reatás	reaˈt̪as
reatés	reaˈt̪es
reavivá	reabiˈba
reavivás	reabiˈbas
reavivés	reabiˈbes
rebajá	rebaˈxa
rebajás	rebaˈxas
rebajés	rebaˈxes
rebalsá	rebalˈsa
rebalsás	rebalˈsas
rebalsés	rebalˈses
rebaná	rebaˈna
rebañá	rebaˈɲa
rebanás	rebaˈnas
rebañás	rebaˈɲas
rebanés	rebaˈnes
rebañés	rebaˈɲes
rebasá	rebaˈsa
rebasás	rebaˈsas
rebasés	rebaˈses
rebatás	rebaˈt̪as
rebatí	rebaˈt̪i
rebatís	rebaˈt̪is
rebauticés	rebawt̪iˈses
rebautizá	rebawt̪iˈsa
rebautizás	rebawt̪iˈsas
rebelá	rebeˈla
rebelás	rebeˈlas
rebelés	rebeˈles
rebiná	rebiˈna
rebinás	rebiˈnas
rebinés	rebiˈnes
reblandecé	rebland̪eˈse
reblandecés	rebland̪eˈses
reblandezcás	rebland̪esˈkas
rebobiná	rebobiˈna
rebobinás	rebobiˈnas
rebobinés	rebobiˈnes
rebocés	reboˈses
rebordeá	reboɾd̪eˈa
rebordeás	reboɾd̪eˈas
rebordeés	reboɾd̪eˈes
rebosá	reboˈsa
rebosás	reboˈsas
rebosés	reboˈses
rebotá	reboˈt̪a
rebotás	reboˈt̪as
reboteá	rebot̪eˈa
reboteás	rebot̪eˈas
reboteés	rebot̪eˈes
rebotés	reboˈt̪es
rebozá	reboˈsa
rebozás	reboˈsas
rebramá	rebɾaˈma
rebramás	rebɾaˈmas
rebramés	rebɾaˈmes
rebrincá	rebɾinˈka
rebrincás	rebɾinˈkas
rebrinqués	rebɾinˈkes
rebrotá	rebɾoˈt̪a
rebrotás	rebɾoˈt̪as
rebrotés	rebɾoˈt̪es
rebudiá	rebud̪iˈa
rebudiás	rebud̪iˈas
rebudiés	rebuˈd̪jes
rebufá	rebuˈfa
rebufás	rebuˈfas
rebufés	rebuˈfes
rebujá	rebuˈxa
rebujás	rebuˈxas
rebujés	rebuˈxes
rebullás	rebuˈʝas
rebullí	rebuˈʝi
rebullís	rebuˈʝis
reburujá	rebuɾuˈxa
reburujás	rebuɾuˈxas
reburujés	rebuɾuˈxes
rebuscá	rebusˈka
rebuscás	rebusˈkas
rebusqués	rebusˈkes
rebuzná	rebusˈna
rebuznás	rebusˈnas
rebuznés	rebusˈnes
recabá	rekaˈba
recabás	rekaˈbas
recabés	rekaˈbes
recaé	rekaˈe
recaés	rekaˈes
recaigás	rekajˈgas
recalá	rekaˈla
recalás	rekaˈlas
recalcá	rekalˈka
recalcás	rekalˈkas
recalcés	rekalˈses
recalcitrá	rekalsiˈt̪ɾa
recalcitrás	rekalsiˈt̪ɾas
recalcitrés	rekalsiˈt̪ɾes
recalentá	rekalenˈt̪a
recalentás	rekalenˈt̪as
recalentés	rekalenˈt̪es
recalés	rekaˈles
recalqués	rekalˈkes
recalzá	rekalˈsa
recalzás	rekalˈsas
recamá	rekaˈma
recamás	rekaˈmas
recambiá	rekambiˈa
recambiás	rekambiˈas
recambiés	rekamˈbjes
recamés	rekaˈmes
recapacitá	rekapasiˈt̪a
recapacitás	rekapasiˈt̪as
recapacités	rekapasiˈt̪es
recapitulá	rekapit̪uˈla
recapitulás	rekapit̪uˈlas
recapitulés	rekapit̪uˈles
recargá	rekaɾˈga
recargás	rekaɾˈgas
recargués	rekaɾˈges
recatá	rekaˈt̪a
recatás	rekaˈt̪as
recatés	rekaˈt̪es
recauchutá	rekawʧuˈt̪a
recauchutás	rekawʧuˈt̪as
recauchutés	rekawʧuˈt̪es
recaudá	rekawˈd̪a
recaudás	rekawˈd̪as
recaudés	rekawˈd̪es
recavá	rekaˈba
recavás	rekaˈbas
recavés	rekaˈbes
recebá	reseˈba
recebás	reseˈbas
recebés	reseˈbes
recelá	reseˈla
recelás	reseˈlas
recelés	reseˈles
recentá	resenˈt̪a
recentás	resenˈt̪as
recentés	resenˈt̪es
recepcioná	resepsjoˈna
recepcionás	resepsjoˈnas
recepcionés	resepsjoˈnes
receptá	resepˈt̪a
receptás	resepˈt̪as
receptés	resepˈt̪es
recés	reˈses
recetá	reseˈt̪a
recetás	reseˈt̪as
recetés	reseˈt̪es
rechacés	reʧaˈses
rechazá	reʧaˈsa
rechazás	reʧaˈsas
rechiflá	reʧiˈfla
rechiflás	reʧiˈflas
rechiflés	reʧiˈfles
rechiná	reʧiˈna
rechinás	reʧiˈnas
rechinés	reʧiˈnes
rechistá	reʧisˈt̪a
rechistás	reʧisˈt̪as
rechistés	reʧisˈt̪es
recibás	resiˈbas
recibí	resiˈbi
recibís	resiˈbis
reciclá	resiˈkla
reciclás	resiˈklas
reciclés	resiˈkles
recidivá	resid̪iˈba
recidivás	resid̪iˈbas
recidivés	resid̪iˈbes
reciprocá	resipɾoˈka
reciprocás	resipɾoˈkas
reciproqués	resipɾoˈkes
recitá	resiˈt̪a
recitás	resiˈt̪as
recités	resiˈt̪es
reclamá	reklaˈma
reclamás	reklaˈmas
reclamés	reklaˈmes
recliná	rekliˈna
reclinás	rekliˈnas
reclinés	rekliˈnes
recluí	reˈklwi
recluís	reˈklwis
reclutá	rekluˈt̪a
reclutás	rekluˈt̪as
reclutés	rekluˈt̪es
recluyás	rekluˈʝas
recobrá	rekoˈbɾa
recobrás	rekoˈbɾas
recobrés	rekoˈbɾes
recocé	rekoˈse
recocés	rekoˈses
recochineá	rekoʧineˈa
recochineás	rekoʧineˈas
recochineés	rekoʧineˈes
recodá	rekoˈd̪a
recodás	rekoˈd̪as
recodés	rekoˈd̪es
recogé	rekoˈxe
recogés	rekoˈxes
recojás	rekoˈxas
recolá	rekoˈla
recolás	rekoˈlas
recolectá	rekolekˈt̪a
recolectás	rekolekˈt̪as
recolectés	rekolekˈt̪es
recolés	rekoˈles
recomás	rekoˈmas
recomencés	rekomenˈses
recomendá	rekomenˈd̪a
recomendás	rekomenˈd̪as
recomendés	rekomenˈd̪es
recomenzá	rekomenˈsa
recomenzás	rekomenˈsas
recomé	rekoˈme
recomés	rekoˈmes
recompensá	rekompenˈsa
recompensás	rekompenˈsas
recompensés	rekompenˈses
recompilá	rekompiˈla
recompilás	rekompiˈlas
recompilés	rekompiˈles
recomponé	rekompoˈne
recomponés	rekompoˈnes
recompongás	rekomponˈgas
reconcentrá	rekonsenˈt̪ɾa
reconcentrás	rekonsenˈt̪ɾas
reconcentrés	rekonsenˈt̪ɾes
reconciliá	rekonsiliˈa
reconciliás	rekonsiliˈas
reconciliés	rekonsiˈljes
reconcomás	rekonkoˈmas
reconcomé	rekonkoˈme
reconcomés	rekonkoˈmes
recondená	rekond̪eˈna
recondenás	rekond̪eˈnas
recondenés	rekond̪eˈnes
reconducí	rekond̪uˈsi
reconducís	rekond̪uˈsis
reconduzcás	rekond̪usˈkas
reconfortá	rekonfoɾˈt̪a
reconfortás	rekonfoɾˈt̪as
reconfortés	rekonfoɾˈt̪es
reconocé	rekonoˈse
reconocés	rekonoˈses
reconozcás	rekonosˈkas
reconquistá	rekonkisˈt̪a
reconquistás	rekonkisˈt̪as
reconquistés	rekonkisˈt̪es
reconsiderá	rekonsid̪eˈɾa
reconsiderás	rekonsid̪eˈɾas
reconsiderés	rekonsid̪eˈɾes
reconstituí	rekonst̪iˈt̪wi
reconstituís	rekonst̪iˈt̪wis
reconstituyás	rekonst̪it̪uˈʝas
reconstruí	rekonsˈt̪ɾwi
reconstruís	rekonsˈt̪ɾwis
reconstruyás	rekonst̪ɾuˈʝas
recontá	rekonˈt̪a
recontás	rekonˈt̪as
recontés	rekonˈt̪es
reconvalecé	rekonbaleˈse
reconvalecés	rekonbaleˈses
reconvalezcás	rekonbalesˈkas
reconvengás	rekonbenˈgas
reconvení	rekonbeˈni
reconvenís	rekonbeˈnis
reconvertí	rekonbeɾˈt̪i
reconvertís	rekonbeɾˈt̪is
reconvirtás	rekonbiɾˈt̪as
recopilá	rekopiˈla
recopilás	rekopiˈlas
recopilés	rekopiˈles
recordá	rekoɾˈd̪a
recordás	rekoɾˈd̪as
recordés	rekoɾˈd̪es
recorrás	rekoˈras
recorré	rekoˈre
recorrés	rekoˈres
recortá	rekoɾˈt̪a
recortás	rekoɾˈt̪as
recortés	rekoɾˈt̪es
recorvá	rekoɾˈba
recorvás	rekoɾˈbas
recorvés	rekoɾˈbes
recosás	rekoˈsas
recosé	rekoˈse
recosés	rekoˈses
recostá	rekosˈt̪a
recostás	rekosˈt̪as
recostés	rekosˈt̪es
recová	rekoˈba
recovás	rekoˈbas
recovés	rekoˈbes
recozás	rekoˈsas
recreá	rekɾeˈa
recreás	rekɾeˈas
recrecé	rekɾeˈse
recrecés	rekɾeˈses
recreés	rekɾeˈes
recrezcás	rekɾesˈkas
recriá	rekɾiˈa
recriás	rekɾiˈas
recriés	reˈkɾjes
recriminá	rekɾimiˈna
recriminás	rekɾimiˈnas
recriminés	rekɾimiˈnes
recristalicés	rekɾist̪aliˈses
recristalizá	rekɾist̪aliˈsa
recristalizás	rekɾist̪aliˈsas
recrudecé	rekɾud̪eˈse
recrudecés	rekɾud̪eˈses
recrudezcás	rekɾud̪esˈkas
rectificá	rekt̪ifiˈka
rectificás	rekt̪ifiˈkas
rectifiqués	rekt̪ifiˈkes
recuadrá	rekwaˈd̪ɾa
recuadrás	rekwaˈd̪ɾas
recuadrés	rekwaˈd̪ɾes
recubrás	rekuˈbɾas
recubrí	rekuˈbɾi
recubrís	rekuˈbɾis
recuestá	rekwesˈt̪a
recuestás	rekwesˈt̪as
recuestés	rekwesˈt̪es
reculá	rekuˈla
reculás	rekuˈlas
reculés	rekuˈles
recuñá	rekuˈɲa
recuñás	rekuˈɲas
recuñés	rekuˈɲes
recuperá	rekupeˈɾa
recuperás	rekupeˈɾas
recuperés	rekupeˈɾes
recurrás	rekuˈras
recurrí	rekuˈri
recurrís	rekuˈris
recusá	rekuˈsa
recusás	rekuˈsas
recusés	rekuˈses
redactá	red̪akˈt̪a
redactás	red̪akˈt̪as
redactés	red̪akˈt̪es
redá	reˈd̪a
redargüí	red̪aɾˈgwi
redargüís	red̪aɾˈgwis
redarguyás	red̪aɾguˈʝas
redás	reˈd̪as
redecí	red̪eˈsi
redecís	red̪eˈsis
redefinás	red̪efiˈnas
redefiní	red̪efiˈni
redefinís	red̪efiˈnis
redescubrás	red̪eskuˈbɾas
redescubrí	red̪eskuˈbɾi
redescubrís	red̪eskuˈbɾis
redés	reˈd̪es
redhibás	red̪iˈbas
redhibí	red̪iˈbi
redhibís	red̪iˈbis
rediezmá	red̪jesˈma
rediezmás	red̪jesˈmas
rediezmés	red̪jesˈmes
redigás	red̪iˈgas
redilá	red̪iˈla
redilás	red̪iˈlas
redileá	red̪ileˈa
redileás	red̪ileˈas
redileés	red̪ileˈes
redilés	red̪iˈles
redimás	red̪iˈmas
redimí	red̪iˈmi
redimís	red̪iˈmis
rediseñá	red̪iseˈɲa
rediseñás	red̪iseˈɲas
rediseñés	red̪iseˈɲes
redistribuí	red̪ist̪ɾiˈbwi
redistribuís	red̪ist̪ɾiˈbwis
redistribuyás	red̪ist̪ɾibuˈʝas
redituá	red̪iˈt̪wa
redituás	red̪iˈt̪was
reditués	red̪iˈt̪wes
redoblá	red̪oˈbla
redoblás	red̪oˈblas
redoblés	red̪oˈbles
redondeá	red̪ond̪eˈa
redondeás	red̪ond̪eˈas
redondeés	red̪ond̪eˈes
redorá	red̪oˈɾa
redorás	red̪oˈɾas
redorés	red̪oˈɾes
redrá	reˈd̪ɾa
redrás	reˈd̪ɾas
redrés	reˈd̪ɾes
reducí	red̪uˈsi
reducís	red̪uˈsis
redundá	red̪unˈd̪a
redundás	red̪unˈd̪as
redundés	red̪unˈd̪es
reduplicá	red̪upliˈka
reduplicás	red̪upliˈkas
redupliqués	red̪upliˈkes
reduzcás	red̪usˈkas
reedificá	red̪ifiˈka
reedificás	red̪ifiˈkas
reedifiqués	red̪ifiˈkes
reeditá	red̪iˈt̪a
reeditás	red̪iˈt̪as
reedités	red̪iˈt̪es
reeducá	red̪uˈka
reeducás	red̪uˈkas
reeduqués	red̪uˈkes
reelegí	releˈxi
reelegís	releˈxis
reelijás	reliˈxas
reembarcá	rembaɾˈka
reembarcás	rembaɾˈkas
reembarqués	rembaɾˈkes
reembolsá	rembolˈsa
reembolsás	rembolˈsas
reembolsés	rembolˈses
reemplacés	remplaˈses
reemplazá	remplaˈsa
reemplazás	remplaˈsas
reemprendás	rempɾenˈd̪as
reemprendé	rempɾenˈd̪e
reemprendés	rempɾenˈd̪es
reencarná	renkaɾˈna
reencarnás	renkaɾˈnas
reencarnés	renkaɾˈnes
reencontrá	renkonˈt̪ɾa
reencontrás	renkonˈt̪ɾas
reencontrés	renkonˈt̪ɾes
reencuaderná	renkwad̪eɾˈna
reencuadernás	renkwad̪eɾˈnas
reencuadernés	renkwad̪eɾˈnes
reenganchá	renganˈʧa
reenganchás	renganˈʧas
reenganchés	renganˈʧes
reengendrá	renxenˈd̪ɾa
reengendrás	renxenˈd̪ɾas
reengendrés	renxenˈd̪ɾes
reensayá	rensaˈʝa
reensayás	rensaˈʝas
reensayés	rensaˈʝes
reenviá	renbiˈa
reenviás	renbiˈas
reenvidá	renbiˈd̪a
reenvidás	renbiˈd̪as
reenvidés	renbiˈd̪es
reenviés	renˈbjes
reequilibrá	rekiliˈbɾa
reequilibrás	rekiliˈbɾas
reequilibrés	rekiliˈbɾes
reescribás	reskɾiˈbas
reescribí	reskɾiˈbi
reescribís	reskɾiˈbis
reestablecé	rest̪ableˈse
reestablecés	rest̪ableˈses
reestablezcás	rest̪ablesˈkas
reestrená	rest̪ɾeˈna
reestrenás	rest̪ɾeˈnas
reestrenés	rest̪ɾeˈnes
reestructurá	rest̪ɾukt̪uˈɾa
reestructurás	rest̪ɾukt̪uˈɾas
reestructurés	rest̪ɾukt̪uˈɾes
reexaminá	reksamiˈna
reexaminás	reksamiˈnas
reexaminés	reksamiˈnes
reexpedí	rekspeˈd̪i
reexpedís	rekspeˈd̪is
reexpidás	rekspiˈd̪as
reexportá	rekspoɾˈt̪a
reexportás	rekspoɾˈt̪as
reexportés	rekspoɾˈt̪es
referenciá	refeɾensiˈa
referenciás	refeɾensiˈas
referenciés	refeɾenˈsjes
referí	refeˈɾi
referís	refeˈɾis
refinanciá	refinansiˈa
refinanciás	refinansiˈas
refinanciés	refinanˈsjes
refiná	refiˈna
refinás	refiˈnas
refinés	refiˈnes
refirás	refiˈɾas
reflectá	reflekˈt̪a
reflectás	reflekˈt̪as
reflectés	reflekˈt̪es
reflejá	refleˈxa
reflejás	refleˈxas
reflejés	refleˈxes
reflexioná	refleksjoˈna
reflexionás	refleksjoˈnas
reflexionés	refleksjoˈnes
reflorecé	refloɾeˈse
reflorecés	refloɾeˈses
reflorezcás	refloɾesˈkas
refluí	reˈflwi
refluís	reˈflwis
refluyás	refluˈʝas
refocilá	refosiˈla
refocilás	refosiˈlas
refocilés	refosiˈles
reforcés	refoɾˈses
reformá	refoɾˈma
reformás	refoɾˈmas
reformateá	refoɾmat̪eˈa
reformateás	refoɾmat̪eˈas
reformateés	refoɾmat̪eˈes
reformés	refoɾˈmes
reforzá	refoɾˈsa
reforzás	refoɾˈsas
refractá	refɾakˈt̪a
refractás	refɾakˈt̪as
refractés	refɾakˈt̪es
refregá	refɾeˈga
refregás	refɾeˈgas
refregués	refɾeˈges
refrená	refɾeˈna
refrenás	refɾeˈnas
refrendá	refɾenˈd̪a
refrendás	refɾenˈd̪as
refrendés	refɾenˈd̪es
refrenés	refɾeˈnes
refrescá	refɾesˈka
refrescás	refɾesˈkas
refresqués	refɾesˈkes
refrigerá	refɾixeˈɾa
refrigerás	refɾixeˈɾas
refrigerés	refɾixeˈɾes
refringí	refɾinˈxi
refringís	refɾinˈxis
refrinjás	refɾinˈxas
refugiá	refuxiˈa
refugiás	refuxiˈas
refugiés	refuˈxjes
refulgí	refulˈxi
refulgís	refulˈxis
refuljás	refulˈxas
refundá	refunˈd̪a
refundás	refunˈd̪as
refundás	refunˈd̪as
refundés	refunˈd̪es
refundí	refunˈd̪i
refundís	refunˈd̪is
