#name German-Hoch
#lang deu-hoch
A	ʔaː
zerquetschtes	ʦɛɐˈkvɛtʃtəs
zerquetschtest	ʦɛɐˈkvɛtʃtəst
zerquetschtet	ʦɛɐˈkvɛtʃtət
zerraufe	ʦɛɐˈʁaʊfə
zerraufen	ʦɛɐˈʁaʊfən
zerraufend	ʦɛɐˈʁaʊfənt
zerraufest	ʦɛɐˈʁaʊfəst
zerraufet	ʦɛɐˈʁaʊfət
zerraufst	ʦɛɐˈʁaʊfst
zerrauft	ʦɛɐˈʁaʊft
zerraufte	ʦɛɐˈʁaʊftə
zerrauften	ʦɛɐˈʁaʊftən
zerrauftest	ʦɛɐˈʁaʊftəst
zerrauftet	ʦɛɐˈʁaʊftət
Zerrbild	ʦɛɐbɪlt
Zerrbilde	ʦɛɐbɪldə
Zerrbilder	ʦɛɐbɪldɐ
Zerrbildern	ʦɛɐbɪldɐn
Zerrbildes	ʦɛɐbɪldəs
Zerrbilds	ʦɛɐbɪlʦ
zerre	ʦɛʁə
zerrede	ʦɛɐˈʁeːdə
zerreden	ʦɛɐˈʁeːdən
zerredend	ʦɛɐˈʁeːdənt
zerredest	ʦɛɐˈʁeːdəst
zerredet	ʦɛɐˈʁeːdət
zerredete	ʦɛɐˈʁeːdətə
zerredeten	ʦɛɐˈʁeːdətən
zerredetest	ʦɛɐˈʁeːdətəst
zerredetet	ʦɛɐˈʁeːdətət
zerreibbar	ʦɛɐˈʁaɪpbaːɐ
zerreibbare	ʦɛɐˈʁaɪpbaːʁə
zerreibbarem	ʦɛɐˈʁaɪpbaːʁəm
zerreibbaren	ʦɛɐˈʁaɪpbaːʁən
zerreibbarer	ʦɛɐˈʁaɪpbaːʁɐ
zerreibbares	ʦɛɐˈʁaɪpbaːʁəs
zerreibe	ʦɛɐˈʁaɪbə
zerreiben	ʦɛɐˈʁaɪbən
zerreibend	ʦɛɐˈʁaɪbənt
zerreibest	ʦɛɐˈʁaɪbəst
zerreibet	ʦɛɐˈʁaɪbət
zerreibst	ʦɛɐˈʁaɪpst
zerreibt	ʦɛɐˈʁaɪpt
zerreißen	ʦɛɐˈʁaɪsən
zerreißend	ʦɛɐˈʁaɪsənt
zerreißfest	ʦɛɐˈʁaɪsˌfɛst
Zerreißprobe	ʦɛɐˈʁaɪsˌpʁoːbə
zerreisst	ʦɛɐˈʁaɪst
zerreißt	ʦɛɐˈʁaɪst
zerren	ʦɛʁən
zerrend	ʦɛʁənt
zerrest	ʦɛʁəst
zerret	ʦɛʁət
zerrinne	ʦɛɐˈʁɪnə
zerrinnen	ʦɛɐˈʁɪnən
zerrinnend	ʦɛɐˈʁɪnənt
zerrinnest	ʦɛɐˈʁɪnəst
zerrinnet	ʦɛɐˈʁɪnət
zerrinnst	ʦɛɐˈʁɪnst
zerrinnt	ʦɛɐˈʁɪnt
zerriss	ʦɛɐˈʁɪs
zerrisse	ʦɛɐˈʁɪsə
zerrissen	ʦɛɐˈʁɪsən
zerrissene	ʦɛɐˈʁɪsənə
zerrissenem	ʦɛɐˈʁɪsənəm
zerrissenen	ʦɛɐˈʁɪsənən
zerrissener	ʦɛɐˈʁɪsənɐ
zerrissenes	ʦɛɐˈʁɪsənəs
Zerrissenheit	ʦɛɐˈʁɪsənhaɪt
zerrissest	ʦɛɐˈʁɪsəst
zerrisset	ʦɛɐˈʁɪsət
zerrisst	ʦɛɐˈʁɪst
Zerrspiegel	ʦɛɐˌʃpiːɡəl
zerrst	ʦɛɐst
zerrt	ʦɛɐt
zerrte	ʦɛɐtə
zerrten	ʦɛɐtən
zerrtest	ʦɛɐtəst
zerrtet	ʦɛɐtət
Zerrung	ʦɛʁʊŋ
Zerrungen	ʦɛʁʊŋən
zerrupfe	ʦɛɐˈʁʊp͡fə
Zerrupfen	ʦɛɐˈʁʊp͡fən
zerrupfen	ʦɛɐˈʁʊp͡fən
zerrupfend	ʦɛɐˈʁʊp͡fənt
zerrupfest	ʦɛɐˈʁʊp͡fəst
zerrupfet	ʦɛɐˈʁʊp͡fət
zerrupfst	ʦɛɐˈʁʊp͡fst
zerrupft	ʦɛɐˈʁʊp͡ft
zerrupfte	ʦɛɐˈʁʊp͡ftə
zerrupften	ʦɛɐˈʁʊp͡ftən
zerrupftest	ʦɛɐˈʁʊp͡ftəst
zerrupftet	ʦɛɐˈʁʊp͡ftət
zerrütten	ʦɛɐˈʁʏtən
zerrüttet	ʦɛɐˈʁʏtət
Zerrüttung	ʦɛɐˈʁʏtʊŋ
Zerrüttungsprinzip	ʦɛɐˈʁʏtʊŋspʁɪnˌʦiːp
zersägen	ʦɛɐˈzɛːɡən
zerschelle	ʦɛɐˈʃɛlə
zerschellen	ʦɛɐˈʃɛlən
zerschellend	ʦɛɐˈʃɛlənt
zerschellest	ʦɛɐˈʃɛləst
zerschellet	ʦɛɐˈʃɛlət
zerschellst	ʦɛɐˈʃɛlst
zerschellt	ʦɛɐˈʃɛlt
zerschellte	ʦɛɐˈʃɛltə
zerschellten	ʦɛɐˈʃɛltən
zerschelltest	ʦɛɐˈʃɛltəst
zerschelltet	ʦɛɐˈʃɛltət
zerschießen	ʦɛɐˈʃiːsən
zerschiesst	ʦɛɐˈʃiːst
zerschlage	ʦɛɐˈʃlaːɡə
zerschlagen	ʦɛɐˈʃlaːɡən
zerschlagend	ʦɛɐˈʃlaːɡənt
Zerschlagenheit	ʦɛɐˈʃlaːɡənhaɪt
zerschlagest	ʦɛɐˈʃlaːɡəst
zerschlaget	ʦɛɐˈʃlaːɡət
zerschlagt	ʦɛɐˈʃlaːkt
Zerschlagung	ʦɛɐˈʃlaːɡʊŋ
zerschleißen	ʦɛɐˈʃlaɪsən
zerschleisst	ʦɛɐˈʃlaɪst
zerschlitze	ʦɛɐˈʃlɪʦə
zerschlitzen	ʦɛɐˈʃlɪʦən
zerschlitzend	ʦɛɐˈʃlɪʦənt
zerschlitzest	ʦɛɐˈʃlɪʦəst
zerschlitzet	ʦɛɐˈʃlɪʦət
zerschlitzt	ʦɛɐˈʃlɪʦt
zerschlitzte	ʦɛɐˈʃlɪʦtə
zerschlitzten	ʦɛɐˈʃlɪʦtən
zerschlitztest	ʦɛɐˈʃlɪʦtəst
zerschlitztet	ʦɛɐˈʃlɪʦtət
zerschmeißen	ʦɛɐˈʃmaɪsən
zerschmeisst	ʦɛɐˈʃmaɪst
zerschmettere	ʦɛɐˈʃmɛtəʁə
zerschmettern	ʦɛɐˈʃmɛtɐn
zerschmetternd	ʦɛɐˈʃmɛtɐnt
zerschmetterst	ʦɛɐˈʃmɛtɐst
zerschmettert	ʦɛɐˈʃmɛtɐt
zerschmetterte	ʦɛɐˈʃmɛtɐtə
zerschmetterten	ʦɛɐˈʃmɛtɐtən
zerschmettertest	ʦɛɐˈʃmɛtɐtəst
zerschmettertet	ʦɛɐˈʃmɛtɐtət
Zerschmetterung	ʦɛɐˈʃmɛtɐʊŋ
zerschneide	ʦɛɐˈʃnaɪdə
zerschneiden	ʦɛɐˈʃnaɪdən
zerschneidend	ʦɛɐˈʃnaɪdənt
zerschneidest	ʦɛɐˈʃnaɪdəst
zerschneidet	ʦɛɐˈʃnaɪdət
zerschrammen	ʦɛɐˈʃʁamən
zerschrammt	ʦɛɐˈʃʁamt
zerschrammte	ʦɛɐˈʃʁamtə
zerschrammtem	ʦɛɐˈʃʁamtəm
zerschrammten	ʦɛɐˈʃʁamtən
zerschrammter	ʦɛɐˈʃʁamtɐ
zerschrammtes	ʦɛɐˈʃʁamtəs
zerschrammtest	ʦɛɐˈʃʁamtəst
zerschründet	ʦɛɐˈʃʁʏndət
zerschunden	ʦɛɐˈʃʊndən
zerschundene	ʦɛɐˈʃʊndənə
zerschundenem	ʦɛɐˈʃʊndənəm
zerschundenen	ʦɛɐˈʃʊndənən
zerschundener	ʦɛɐˈʃʊndənɐ
zerschundenere	ʦɛɐˈʃʊndənəʁə
zerschundenerem	ʦɛɐˈʃʊndənəʁəm
zerschundeneren	ʦɛɐˈʃʊndənəʁən
zerschundenerer	ʦɛɐˈʃʊndənəʁɐ
zerschundeneres	ʦɛɐˈʃʊndənəʁəs
zerschundenes	ʦɛɐˈʃʊndənəs
zerschundenst	ʦɛɐˈʃʊndənst
zerschundenste	ʦɛɐˈʃʊndənstə
zerschundenstem	ʦɛɐˈʃʊndənstəm
zerschundensten	ʦɛɐˈʃʊndənstən
zerschundenster	ʦɛɐˈʃʊndənstɐ
zerschundenstes	ʦɛɐˈʃʊndənstəs
zersetze	ʦɛɐˈzɛʦə
zersetzen	ʦɛɐˈzɛʦən
zersetzend	ʦɛɐˈzɛʦənt
zersetzest	ʦɛɐˈzɛʦəst
zersetzet	ʦɛɐˈzɛʦət
zersetzt	ʦɛɐˈzɛʦt
zersetzte	ʦɛɐˈzɛʦtə
zersetzten	ʦɛɐˈzɛʦtən
zersetztest	ʦɛɐˈzɛʦtəst
zersetztet	ʦɛɐˈzɛʦtət
Zersetzung	ʦɛɐˈzɛʦʊŋ
Zersetzungsprozess	ʦɛɐˈzɛʦʊŋspʁoˌʦɛs
Zersetzungsprozeß	ʦɛɐˈzɛʦʊŋspʁoˌʦɛs
Zersetzungsprozesse	ʦɛɐˈzɛʦʊŋspʁoˌʦɛsə
Zersetzungsprozessen	ʦɛɐˈzɛʦʊŋspʁoˌʦɛsən
Zersetzungsprozesses	ʦɛɐˈzɛʦʊŋspʁoˌʦɛsəs
zersinge	ʦɛɐˈzɪŋə
zersingen	ʦɛɐˈzɪŋən
zersingend	ʦɛɐˈzɪŋənt
zersingest	ʦɛɐˈzɪŋəst
zersinget	ʦɛɐˈzɪŋət
zersingst	ʦɛɐˈzɪŋst
zersingt	ʦɛɐˈzɪŋt
zerspalte	ʦɛɐˈʃpaltə
zerspalten	ʦɛɐˈʃpaltən
zerspaltend	ʦɛɐˈʃpaltənt
zerspaltest	ʦɛɐˈʃpaltəst
zerspaltet	ʦɛɐˈʃpaltət
zerspaltete	ʦɛɐˈʃpaltətə
zerspalteten	ʦɛɐˈʃpaltətən
zerspaltetest	ʦɛɐˈʃpaltətəst
zerspaltetet	ʦɛɐˈʃpaltətət
zerspane	ʦɛɐˈʃpaːnə
zerspanen	ʦɛɐˈʃpaːnən
zerspanend	ʦɛɐˈʃpaːnənt
zerspanest	ʦɛɐˈʃpaːnəst
zerspanet	ʦɛɐˈʃpaːnət
Zerspankraft	ʦɛɐˈʃpaːnˌkʁaft
zerspanst	ʦɛɐˈʃpaːnst
zerspant	ʦɛɐˈʃpaːnt
zerspante	ʦɛɐˈʃpaːntə
zerspanten	ʦɛɐˈʃpaːntən
zerspantest	ʦɛɐˈʃpaːntəst
zerspantet	ʦɛɐˈʃpaːntət
zerspellen	ʦɛɐˈʃpɛlən
zersplittere	ʦɛɐˈʃplɪtəʁə
zersplittern	ʦɛɐˈʃplɪtɐn
zersplitternd	ʦɛɐˈʃplɪtɐnt
zersplitterst	ʦɛɐˈʃplɪtɐst
zersplittert	ʦɛɐˈʃplɪtɐt
zersplitterte	ʦɛɐˈʃplɪtɐtə
zersplitterten	ʦɛɐˈʃplɪtɐtən
zersplittertest	ʦɛɐˈʃplɪtɐtəst
zersplittertet	ʦɛɐˈʃplɪtɐtət
Zersplitterung	ʦɛɐˈʃplɪtɐʊŋ
Zersplitterungen	ʦɛɐˈʃplɪtɐʊŋən
zersprenge	ʦɛɐˈʃpʁɛŋə
zersprengen	ʦɛɐˈʃpʁɛŋən
zersprengend	ʦɛɐˈʃpʁɛŋənt
zersprengest	ʦɛɐˈʃpʁɛŋəst
zersprenget	ʦɛɐˈʃpʁɛŋət
zersprengst	ʦɛɐˈʃpʁɛŋst
zersprengt	ʦɛɐˈʃpʁɛŋt
zersprengte	ʦɛɐˈʃpʁɛŋtə
zersprengten	ʦɛɐˈʃpʁɛŋtən
zersprengtest	ʦɛɐˈʃpʁɛŋtəst
zersprengtet	ʦɛɐˈʃpʁɛŋtət
zerspringen	ʦɛɐˈʃpʁɪŋən
zerstampfe	ʦɛɐˈʃtamp͡fə
zerstampfen	ʦɛɐˈʃtamp͡fən
zerstampfend	ʦɛɐˈʃtamp͡fənt
zerstampfest	ʦɛɐˈʃtamp͡fəst
zerstampfet	ʦɛɐˈʃtamp͡fət
zerstampfst	ʦɛɐˈʃtamp͡fst
zerstampft	ʦɛɐˈʃtamp͡ft
zerstampfte	ʦɛɐˈʃtamp͡ftə
zerstampften	ʦɛɐˈʃtamp͡ftən
zerstampftest	ʦɛɐˈʃtamp͡ftəst
zerstampftet	ʦɛɐˈʃtamp͡ftət
zerstäuben	ʦɛɐˈʃtɔɪbən
Zerstäuber	ʦɛɐˈʃtɔɪbɐ
Zerstäubung	ʦɛɐˈʃtɔɪbʊŋ
zersteche	ʦɛɐˈʃtɛçə
zerstechen	ʦɛɐˈʃtɛçən
zerstechend	ʦɛɐˈʃtɛçənt
zerstechest	ʦɛɐˈʃtɛçəst
zerstechet	ʦɛɐˈʃtɛçət
zerstecht	ʦɛɐˈʃtɛçt
zerstiebe	ʦɛɐˈʃtiːbə
zerstieben	ʦɛɐˈʃtiːbən
zerstiebend	ʦɛɐˈʃtiːbənt
zerstiebest	ʦɛɐˈʃtiːbəst
zerstiebet	ʦɛɐˈʃtiːbət
zerstiebst	ʦɛɐˈʃtiːpst
zerstiebt	ʦɛɐˈʃtiːpt
zerstiebte	ʦɛɐˈʃtiːptə
zerstiebten	ʦɛɐˈʃtiːptən
zerstiebtest	ʦɛɐˈʃtiːptəst
zerstiebtet	ʦɛɐˈʃtiːptət
zerstörbar	ʦɛɐˈʃtøːɐbaːɐ
zerstören	ʦɛɐˈʃtøːʁən
zerstörend	ʦɛɐˈʃtøːʁənt
Zerstörer	ʦɛɐˈʃtøːʁɐ
Zerstörerin	ʦɛɐˈʃtøːʁəʁɪn
zerstört	ʦɛɐˈʃtøːɐt
zerstörte	ʦɛɐˈʃtøːɐtə
Zerstörung	ʦɛɐˈʃtøːʁʊŋ
Zerstörungswut	ʦɛɐˈʃtøːʁʊŋsˌvuːt
zerstoßen	ʦɛɐˈʃtoːsən
zerstosst	ʦɛɐˈʃtoːst
zerstrahle	ʦɛɐˈʃtʁaːlə
zerstrahlen	ʦɛɐˈʃtʁaːlən
zerstrahlend	ʦɛɐˈʃtʁaːlənt
zerstrahlest	ʦɛɐˈʃtʁaːləst
zerstrahlet	ʦɛɐˈʃtʁaːlət
zerstrahlst	ʦɛɐˈʃtʁaːlst
zerstrahlt	ʦɛɐˈʃtʁaːlt
zerstrahlte	ʦɛɐˈʃtʁaːltə
zerstrahlten	ʦɛɐˈʃtʁaːltən
zerstrahltest	ʦɛɐˈʃtʁaːltəst
zerstrahltet	ʦɛɐˈʃtʁaːltət
Zerstrahlung	ʦɛɐˈʃtʁaːlʊŋ
Zerstrahlungen	ʦɛɐˈʃtʁaːlʊŋən
zerstreite	ʦɛɐˈʃtʁaɪtə
zerstreiten	ʦɛɐˈʃtʁaɪtən
zerstreitend	ʦɛɐˈʃtʁaɪtənt
zerstreitest	ʦɛɐˈʃtʁaɪtəst
zerstreitet	ʦɛɐˈʃtʁaɪtət
zerstreue	ʦɛɐˈʃtʁɔɪə
zerstreuen	ʦɛɐˈʃtʁɔɪən
zerstreuend	ʦɛɐˈʃtʁɔɪənt
zerstreuest	ʦɛɐˈʃtʁɔɪəst
zerstreuet	ʦɛɐˈʃtʁɔɪt
zerstreust	ʦɛɐˈʃtʁɔɪst
zerstreut	ʦɛɐˈʃtʁɔɪt
zerstreute	ʦɛɐˈʃtʁɔɪtə
zerstreutem	ʦɛɐˈʃtʁɔɪtəm
zerstreuten	ʦɛɐˈʃtʁɔɪtən
zerstreuter	ʦɛɐˈʃtʁɔɪtɐ
zerstreutes	ʦɛɐˈʃtʁɔɪtəs
zerstreutest	ʦɛɐˈʃtʁɔɪtəst
zerstreutet	ʦɛɐˈʃtʁɔɪtət
Zerstreutheit	ʦɛɐˈʃtʁɔɪthaɪt
Zerstreuung	ʦɛɐˈʃtʁɔɪʊŋ
Zerstreuungen	ʦɛɐˈʃtʁɔɪʊŋən
Zerstreuungslinse	ʦɛɐˈʃtʁɔɪʊŋsˌlɪnzə
Zerstreuungslinsen	ʦɛɐˈʃtʁɔɪʊŋsˌlɪnzən
zerstritten	ʦɛɐˈʃtʁɪtən
zerstückeln	ʦɛɐˈʃtʏkəln
zerstückelt	ʦɛɐˈʃtʏkəlt
Zerstückelung	ʦɛɐˈʃtʏkəlʊŋ
Zertamen	ʦɛɐˈtaːmən
Zertamina	ʦɛɐˈtaːminaː
zerteile	ʦɛɐˈtaɪlə
zerteilen	ʦɛɐˈtaɪlən
zerteilend	ʦɛɐˈtaɪlənt
zerteilest	ʦɛɐˈtaɪləst
zerteilet	ʦɛɐˈtaɪlət
zerteilst	ʦɛɐˈtaɪlst
zerteilt	ʦɛɐˈtaɪlt
zerteilte	ʦɛɐˈtaɪltə
zerteilten	ʦɛɐˈtaɪltən
zerteiltest	ʦɛɐˈtaɪltəst
zerteiltet	ʦɛɐˈtaɪltət
Zerteilung	ʦɛɐˈtaɪlʊŋ
Zerteilungen	ʦɛɐˈtaɪlʊŋən
zerteppere	ʦɛɐˈtɛpəʁə
zerteppern	ʦɛɐˈtɛpɐn
zerteppernd	ʦɛɐˈtɛpɐnt
zertepperst	ʦɛɐˈtɛpɐst
zerteppert	ʦɛɐˈtɛpɐt
zertepperte	ʦɛɐˈtɛpɐtə
zertepperten	ʦɛɐˈtɛpɐtən
zerteppertest	ʦɛɐˈtɛpɐtəst
zerteppertet	ʦɛɐˈtɛpɐtət
zertieren	ʦɛɐˈtiːʁən
Zertifikat	ʦɛɐtifiˈkaːt
Zertifikate	ʦɛɐtifiˈkaːtə
Zertifikaten	ʦɛɐtifiˈkaːtən
Zertifikates	ʦɛɐtifiˈkaːtəs
Zertifikation	ʦɛɐtifikaˈʦjoːn
Zertifikats	ʦɛɐtifiˈkaːʦ
zertifiziere	ʦɛɐtifiˈʦiːʁə
zertifizieren	ʦɛɐtifiˈʦiːʁən
zertifizierend	ʦɛɐtifiˈʦiːʁənt
zertifizierest	ʦɛɐtifiˈʦiːʁəst
zertifizieret	ʦɛɐtifiˈʦiːʁət
zertifizierst	ʦɛɐtifiˈʦiːɐst
zertifiziert	ʦɛɐtifiˈʦiːɐt
zertifizierte	ʦɛɐtifiˈʦiːɐtə
zertifizierten	ʦɛɐtifiˈʦiːɐtən
zertifiziertest	ʦɛɐtifiˈʦiːɐtəst
zertifiziertet	ʦɛɐtifiˈʦiːɐtət
zertrampeln	ʦɛɐˈtʁampəln
zertrampelnd	ʦɛɐˈtʁampəlnt
zertrampelst	ʦɛɐˈtʁampəlst
zertrampelt	ʦɛɐˈtʁampəlt
zertrampelte	ʦɛɐˈtʁampəltə
zertrampelten	ʦɛɐˈtʁampəltən
zertrampeltest	ʦɛɐˈtʁampəltəst
zertrampeltet	ʦɛɐˈtʁampəltət
zertrample	ʦɛɐˈtʁamplə
zertrete	ʦɛɐˈtʁeːtə
zertreten	ʦɛɐˈtʁeːtən
zertretend	ʦɛɐˈtʁeːtənt
zertretest	ʦɛɐˈtʁeːtəst
zertretet	ʦɛɐˈtʁeːtət
zertrümmern	ʦɛɐˈtʁʏmɐn
Zertrümmerung	ʦɛɐˈtʁʏmɐʊŋ
Zerussit	ʦeʁʊˈsɪt
Zervelatwurst	ʦɛɐvəˈlaːtvʊɐst
zervikal	ʦɛɐviˈkaːl
zerwellen	ʦɛɐˈvɛlən
zerwerfe	ʦɛɐˈvɛɐfə
zerwerfen	ʦɛɐˈvɛɐfən
zerwerfend	ʦɛɐˈvɛɐfənt
zerwerfest	ʦɛɐˈvɛɐfəst
zerwerfet	ʦɛɐˈvɛɐfət
zerwerft	ʦɛɐˈvɛɐft
zerwühlen	ʦɛɐˈvyːlən
Zerwürfnis	ʦɛɐˈvʏɐfnɪs
zerzause	ʦɛɐˈʦaʊzə
zerzausen	ʦɛɐˈʦaʊzən
zerzausend	ʦɛɐˈʦaʊzənt
zerzausest	ʦɛɐˈʦaʊzəst
zerzauset	ʦɛɐˈʦaʊzət
zerzaust	ʦɛɐˈʦaʊst
zerzauste	ʦɛɐˈʦaʊstə
zerzausten	ʦɛɐˈʦaʊstən
zerzaustest	ʦɛɐˈʦaʊztəst
zerzaustet	ʦɛɐˈʦaʊztət
Zession	ʦɛˈsjoːn
Zessionar	ʦɛsjoˈnaːɐ
Zessionare	ʦɛsjoˈnaːʁə
Zessionaren	ʦɛsjoˈnaːʁən
Zessionares	ʦɛsjoˈnaːʁəs
Zessionars	ʦɛsjoˈnaːɐs
Zessionen	ʦɛˈsjoːnən
Zeter	ʦeːtɐ
zetere	ʦeːtəʁə
Zetergeschrei	ʦetɐɡəˌʃʁaɪ
Zetergeschreis	ʦetɐɡəˌʃʁaɪs
zetern	ʦeːtɐn
zeternd	ʦeːtɐnt
Zeters	ʦeːtɐs
zeterst	ʦeːtɐst
zetert	ʦeːtɐt
zeterte	ʦeːtɐtə
zeterten	ʦeːtɐtən
zetertest	ʦeːtɐtəst
zetertet	ʦeːtɐtət
Zetkin	ʦɛtkiːn
Zettel	ʦɛtəl
Zettelkartei	ʦɛtəlkaɐˌtaɪ
Zettelkarteien	ʦɛtəlkaɐˌtaɪən
Zettelkasten	ʦɛtəlˌkastən
Zetteln	ʦɛtəln
zetteln	ʦɛtəln
zettelnd	ʦɛtəlnt
Zettels	ʦɛtəls
zettelst	ʦɛtəlst
zettelt	ʦɛtəlt
zettelte	ʦɛtəltə
zettelten	ʦɛtəltən
zetteltest	ʦɛtəltəst
zetteltet	ʦɛtəltət
zettle	ʦɛtlə
Zeug	ʦɔɪk
Zeuge	ʦɔɪɡə
zeuge	ʦɔɪɡə
Zeugen	ʦɔɪɡən
zeugen	ʦɔɪɡən
zeugend	ʦɔɪɡənt
Zeuges	ʦɔɪɡəs
zeugest	ʦɔɪɡəst
zeuget	ʦɔɪɡət
Zeugin	ʦɔɪɡɪn
Zeuginnen	ʦɔɪɡɪnən
Zeugma	ʦɔɪɡmaː
Zeugnis	ʦɔɪknɪs
Zeugnisse	ʦɔɪknɪsə
Zeugnissen	ʦɔɪknɪsən
Zeugnisses	ʦɔɪknɪsəs
Zeugs	ʦɔɪks
zeugst	ʦɔɪkst
zeugt	ʦɔɪkt
zeugte	ʦɔɪktə
zeugten	ʦɔɪktən
zeugtest	ʦɔɪktəst
zeugtet	ʦɔɪktət
Zeugung	ʦɔɪɡʊŋ
Zeugungen	ʦɔɪɡʊŋən
Zezidologie	ʦeːʦidoloˈɡiː
Zibbe	ʦɪbə
Zibben	ʦɪbən
Zibebe	ʦiˈbeːbə
Zibeben	ʦiˈbeːbən
Zibet	ʦiːbɛt
Zibeton	ʦibeˈtoːn
Ziborien	ʦiˈboːʁiən
Ziborium	ʦiˈboːʁiʊm
Zichorie	ʦiˈçoːʁiə
Zichorien	ʦiˈçoːʁiən
Zicke	ʦɪkə
Zickel	ʦɪkəl
Zicken	ʦɪkən
zickig	ʦɪkɪç
zickige	ʦɪkɪɡə
zickigem	ʦɪkɪɡəm
zickigen	ʦɪkɪɡən
zickiger	ʦɪkɪɡɐ
zickigere	ʦɪkɪɡəʁə
zickigerem	ʦɪkɪɡəʁəm
zickigeren	ʦɪkɪɡəʁən
zickigerer	ʦɪkɪɡəʁɐ
zickigeres	ʦɪkɪɡəʁəs
zickiges	ʦɪkɪɡəs
zickigst	ʦɪkɪçst
zickigste	ʦɪkɪçstə
zickigstem	ʦɪkɪçstəm
zickigsten	ʦɪkɪçstən
zickigster	ʦɪkɪçstɐ
zickigstes	ʦɪkɪçstəs
Zicklein	ʦɪklaɪn
Zickleins	ʦɪklaɪns
Zickzack	ʦɪkˌʦak
Zickzacke	ʦɪkˌʦakə
Zickzacken	ʦɪkˌʦakən
Zickzackes	ʦɪkˌʦakəs
Zickzackfahrer	ʦɪkˌʦakˌfaːʁɐ
Zickzackkurs	ʦɪkˌʦakˌkʊɐs
Zickzackkurse	ʦɪkˌʦakˌkʊɐzə
Zickzackkursen	ʦɪkˌʦakˌkʊɐzən
Zickzackkurses	ʦɪkˌʦakˌkʊɐzəs
Zickzacklinie	ʦɪkˌʦakˌliːnjə
Zickzacklinien	ʦɪkˌʦakˌliːnjən
Zickzackweg	ʦɪkˌʦakˌveːk
Zider	ʦiːdɐ
Zidern	ʦiːdɐn
Ziders	ʦiːdɐs
Ziege	ʦiːɡə
Ziegel	ʦiːɡəl
Ziegeldach	ʦiːɡəlˌdax
Ziegeldache	ʦiːɡəlˌdaxə
Ziegeldaches	ʦiːɡəlˌdaxəs
Ziegeldachs	ʦiːɡəlˌdaxs
Ziegelei	ʦiːɡəˌlaɪ
Ziegeleien	ʦiːɡəˌlaɪən
Ziegelhütte	ʦiːɡəlˌhʏtə
Ziegeln	ʦiːɡəln
ziegeln	ʦiːɡəln
ziegelnd	ʦiːɡəlnt
Ziegels	ʦiːɡəls
ziegelst	ʦiːɡəlst
ziegelt	ʦiːɡəlt
ziegelte	ʦiːɡəltə
ziegelten	ʦiːɡəltən
ziegeltest	ʦiːɡəltəst
ziegeltet	ʦiːɡəltət
Ziegen	ʦiːɡən
ziegle	ʦiːɡlə
Ziegler	ʦiːɡlɐ
Zieglern	ʦiːɡlɐn
Zieglers	ʦiːɡlɐs
Zieh	ʦiː
zieh	ʦiː
Ziehbrunnen	ʦiːˌbʁʊnən
Ziehbrunnens	ʦiːˌbʁʊnəns
ziehe	ʦiːə
ziehen	ʦiːən
ziehend	ʦiːənt
Zieher	ʦiːɐ
Zieherei	ʦiːəˈʁaɪ
Ziehern	ʦiːɐn
Ziehers	ʦiːɐs
ziehest	ʦiːəst
ziehet	ʦiːət
Ziehharmonika	ʦiːhaɐˌmoːnikaː
Ziehharmonikas	ʦiːhaɐˌmoːnikaːs
Ziehharmoniken	ʦiːhaɐˌmoːnikən
Ziehrer	ʦiːʁɐ
ziehst	ʦiːst
zieht	ʦiːt
Ziehung	ʦiːʊŋ
Ziehungen	ʦiːʊŋən
Ziel	ʦiːl
Zielband	ʦiːlˌbant
Zielbande	ʦiːlˌbandə
Zielbandes	ʦiːlˌbandəs
Zielbands	ʦiːlˌbanʦ
Ziele	ʦiːlə
ziele	ʦiːlə
Zielen	ʦiːlən
zielen	ʦiːlən
zielend	ʦiːlənt
zielende	ʦiːləndə
zielendem	ʦiːləndəm
zielenden	ʦiːləndən
zielender	ʦiːləndɐ
zielendes	ʦiːləndəs
Zieler	ʦiːlɐ
Zieles	ʦiːləs
zielest	ʦiːləst
zielet	ʦiːlət
Zielfernrohr	ʦiːlˌfɛɐnˌʁoːɐ
Zielfernrohre	ʦiːlˌfɛɐnˌʁoːʁə
Zielfernrohren	ʦiːlˌfɛɐnˌʁoːʁən
Zielfernrohres	ʦiːlˌfɛɐnˌʁoːʁəs
Zielfernrohrs	ʦiːlˌfɛɐnˌʁoːɐs
Zielfoto	ʦiːlˌfoːtoː
Zielgerade	ʦiːlˌɡʁaːdə
Zielgerät	ʦiːlɡəˌʁɛːt
Zielkurve	ʦiːlˌkʊɐvə
Ziellinie	ʦiːlˌliːnjə
Ziels	ʦiːls
zielst	ʦiːlst
zielstrebig	ʦiːlʃtʁeːbɪç
zielstrebige	ʦiːlʃtʁeːbɪɡə
zielstrebigem	ʦiːlʃtʁeːbɪɡəm
zielstrebigen	ʦiːlʃtʁeːbɪɡən
zielstrebiger	ʦiːlʃtʁeːbɪɡɐ
zielstrebigere	ʦiːlʃtʁeːbɪɡəʁə
zielstrebigerem	ʦiːlʃtʁeːbɪɡəʁəm
zielstrebigeren	ʦiːlʃtʁeːbɪɡəʁən
zielstrebigerer	ʦiːlʃtʁeːbɪɡəʁɐ
zielstrebigeres	ʦiːlʃtʁeːbɪɡəʁəs
