'em	əm
treece	ˈtɹiːs
treeless	ˈtɹiːləs
treen	ˈtɹiːn
trees	ˈtɹiːz
treese	ˈtɹiːz
treesh	ˈtɹiːʃ
treesweet	ˈtɹiːsˌwiːt
treetop	ˈtɹiːˌtɑp
treetops	ˈtɹiːˌtɑps
trefethen	ˈtɹɛfəθən
trefgarne	ˈtɹɛfɡɑɹn
trefry	ˈtɹɛfɹiː
trefz	ˈtɹɛfz
treglia	ˈtɹɛɡliːə
trego	ˈtɹɛɡoʊ
tregoning	ˈtɹɛɡənɪŋ
tregre	ˈtɹɛɡɚ
tregurtha	tɹɛˈɡɝθə
treharne	ˈtɹɛhɑɹn
treiber	ˈtɹaɪbɚ
treichel	ˈtɹaɪkəl
treichler	ˈtɹaɪkəlɚ
treinen	ˈtɹaɪnən
trejo	ˈtɹeɪjoʊ
trek	ˈtɹɛk
trekked	ˈtɹɛkt
trekking	ˈtɹɛkɪŋ
treks	ˈtɹɛks
trela	ˈtɹɛlə
trella	ˈtɹɛlə
trelleborg	ˈtɹɛləbɔɹɡ
trellis	ˈtɹɛləs
treloar	ˈtɹɛlɔɹ
tremain	ˈtɹɛmaɪn
tremaine	tɹəˈmeɪn
tremayne	ˈtɹɛmeɪn
trembath	ˈtɹɛmbəθ
tremblay	ˈtɹɛmbleɪ
tremble	ˈtɹɛmbəl
trembled	ˈtɹɛmbəld
trembley	ˈtɹɛmbliː
trembling	ˈtɹɛmbəlɪŋ
trembling	ˈtɹɛmblɪŋ
trembly	ˈtɹɛmbliː
tremel	ˈtɹɛməl
tremendous	tɹəˈmɛndəs
tremendously	tɹəˈmɛndəsliː
tremens	ˈtɹɛmənz
treml	ˈtɹɛməl
tremmel	ˈtɹɛməl
tremont	ˈtɹɛmənt
tremor	ˈtɹɛmɚ
tremors	ˈtɹɛmɚz
tremper	ˈtɹɛmpɚ
tremulous	ˈtɹɛmjələs
tremulously	ˈtɹɛmjələsliː
trenary	ˈtɹɛnɛɹiː
trench	ˈtɹɛnʧ
trenchant	ˈtɹɛnʧənt
trenchard	ˈtɹɛŋkɚd
trencher	ˈtɹɛnʧɚ
trenches	ˈtɹɛnʧəz
trend	ˈtɹɛnd
trended	ˈtɹɛndəd
trendier	ˈtɹɛndiːɚ
trendiest	tɹɛndiːəst
trending	ˈtɹɛndɪŋ
trendless	ˈtɹɛndləs
trendline	ˈtɹɛnˌdlaɪn
trends	ˈtɹɛndz
trends	ˈtɹɛnz
trendsetter	ˈtɹɛndˌsɛtɚ
trendy	ˈtɹɛndiː
trenholm	ˈtɹɛnˌhoʊlm
trenkamp	ˈtɹɛnˌkæmp
trenkle	ˈtɹɛŋkəl
trent	ˈtɹɛnt
trentham	ˈtɹɛnθəm
trentman	ˈtɹɛntmən
trenton	ˈtɹɛntən
treon	ˈtɹiːən
trepagnier	ˈtɹɛpəɡniːɚ
trepanier	ˈtɹɛpəniːɚ
trepidation	ˌtɹɛpəˈdeɪʃən
treppel	ˈtɹɛpəl
treptow	ˈtɹɛptoʊ
tresch	ˈtɹɛʃ
trescott	ˈtɹɛskət
trespass	ˈtɹɛsˌpæs
trespass	ˈtɹɛspəs
trespassing	ˈtɹɛsˌpæsɪŋ
trespassing	ˈtɹɛspəsɪŋ
tress	ˈtɹɛs
tressel	ˈtɹɛsəl
tresses	ˈtɹɛsəz
tressler	ˈtɹɛslɚ
trest	ˈtɹɛst
trester	ˈtɹɛstɚ
trestle	ˈtɹɛsəl
trethewey	ˈtɹɛθjuːiː
tretinoin	ˈtɹɛtəˌnɔɪn
trettel	ˈtɹɛtəl
tretter	ˈtɹɛtɚ
trettin	ˈtɹɛˌtɪn
treu	ˈtɹuː
treuhand	ˈtɹuːˌhænd
treuhandanstalt	ˌtɹuːˈhændənˌstɑlt
treurnicht	ˈtɹuːɹnɪkt
trev	ˈtɹɛv
trevathan	ˈtɹɛvəθən
trevelyan	tɹəˈvɛljən
trevino	tɹəˈviːnoʊ
treviso	tɹɛˈviːsoʊ
trevizo	tɹɛˈviːzoʊ
trevor	ˈtɹɛvɚ
trew	ˈtɹuː
trexler	ˈtɹɛkslɚ
trey	ˈtɹeɪ
treybig	ˈtɹeɪbɪɡ
trezise	ˈtɹɛzaɪz
trezza	ˈtɹɛzə
tri	ˈtɹaɪ
triad	ˈtɹaɪˌæd
triads	ˈtɹaɪˌædz
triage	ˈtɹaɪɪʤ
trial	ˈtɹaɪəl
trial	ˈtɹaɪl
trials	ˈtɹaɪəlz
trials	ˈtɹaɪlz
triana	tɹiːˈænə
triangle	ˈtɹaɪˌæŋɡəl
triangles	ˈtɹaɪˌæŋɡəlz
triangular	tɹaɪˈæŋɡjəlɚ
triangulation	tɹaɪˌæŋɡjuːˈleɪʃən
triano	tɹiːˈɑnoʊ
triarc	ˈtɹaɪˌɑɹk
triathlon	ˌtɹaɪˈæθlən
trib	ˈtɹɪb
tribal	ˈtɹaɪbəl
tribalism	ˈtɹaɪbəˌlɪzm
tribalism	ˈtɹaɪbəˌlɪzəm
tribasa	ˈtɹaɪˈbæsə
tribbett	ˈtɹɪbɛt
tribbey	ˈtɹɪbiː
tribble	ˈtɹɪbəl
tribbles	ˈtɹɪbəlz
tribby	ˈtɹɪbiː
tribe	ˈtɹaɪb
tribeca	tɹəˈbɛkə
tribes	ˈtɹaɪbz
tribesman	ˈtɹaɪbzmæn
tribesmen	ˈtɹaɪbzmɛn
trible	ˈtɹɪbəl
triborough	ˈtɹaɪbɚoʊ
tribulation	ˌtɹɪbjəˈleɪʃən
tribulations	ˌtɹɪbjəˈleɪʃənz
tribull	ˈtɹɪbəl
tribunal	tɹəˈbjuːnəl
tribunals	ˌtɹaɪbˈjuːnəlz
tribune	ˈtɹɪbjuːn
tributaries	ˈtɹɪbjəˌtɛɹiːz
tributary	ˈtɹɪbjəˌtɛɹiː
tribute	ˈtɹɪbjuːt
tributes	ˈtɹɪbjuːts
tricarico	tɹiːkɑˈɹiːkoʊ
trice	ˈtɹaɪs
tricentrol	ˌtɹaɪˈsɛntɹɑl
triceps	ˈtɹaɪˌsɛps
triceratops	ˌtɹaɪˈsɛɹəˌtɑps
triche	ˈtɹɪʧ
trichet	ˈtɹɪʧɛt
tricia	ˈtɹɪʃə
tricil	ˈtɹɪˌsɪl
trick	ˈtɹɪk
tricked	ˈtɹɪkt
trickel	ˈtɹɪkəl
trickery	ˈtɹɪkɚiː
trickett	ˈtɹɪkɛt
trickey	ˈtɹɪkiː
trickier	ˈtɹɪkiːɚ
trickiest	ˈtɹɪkiːəst
tricking	ˈtɹɪkɪŋ
trickle	ˈtɹɪkəl
trickled	ˈtɹɪkəld
trickles	ˈtɹɪkəlz
trickling	ˈtɹɪklɪŋ
tricks	ˈtɹɪks
trickster	ˈtɹɪkstɚ
tricksters	ˈtɹɪkstɚz
tricky	ˈtɹɪkiː
trico	ˈtɹiːkoʊ
tricuspid	tɹaɪˈkʌspəd
tricycle	ˈtɹɪsɪkəl
trident	ˈtɹaɪdənt
tridex	ˈtɹɪˌdɛks
tried	ˈtɹaɪd
triennial	tɹaɪˈɛniːəl
trier	ˈtɹaɪɚ
trierweiler	ˈtɹɪɹwaɪlɚ
tries	ˈtɹaɪz
trieste	ˈtɹiːst
trieu	ˈtɹuː
trifari	tɹəˈfɑɹiː
trifle	ˈtɹaɪfəl
trifles	ˈtɹaɪfəlz
trifling	ˈtɹaɪflɪŋ
trig	ˈtɹɪɡ
trigg	ˈtɹɪɡ
trigger	ˈtɹɪɡɚ
triggered	ˈtɹɪɡɚd
triggering	ˈtɹɪɡɚɪŋ
triggers	ˈtɹɪɡɚz
triggs	ˈtɹɪɡz
triglyceride	tɹaɪˈɡlɪsɚˌaɪd
triglycerides	tɹaɪˈɡlɪsɚˌaɪdz
trigo	ˈtɹiːɡoʊ
trike	ˈtɹaɪk
trilateral	tɹaɪˈlætɚəl
trilby	ˈtɹɪlbiː
trill	ˈtɹɪl
trillin	ˈtɹɪˌlɪn
trilling	ˈtɹɪlɪŋ
trillion	ˈtɹɪljən
trillions	ˈtɹɪljənz
trillo	ˈtɹɪloʊ
trilogy	ˈtɹɪləʤiː
trilon	ˈtɹɪlən
trim	ˈtɹɪm
trimac	ˈtɹɪmæk
trimarchi	tɹiːˈmɑɹkiː
trimarco	tɹəˈmɑɹkoʊ
trimas	ˈtɹiːməs
trimble	ˈtɹɪmbəl
trimboli	tɹiːmˈboʊliː
trimedyne	ˈtɹaɪmˌdaɪn
trimester	tɹaɪˈmɛstɚ
trimetrexate	ˌtɹɪˈmɛtɹəkˌseɪt
trimm	ˈtɹɪm
trimmed	ˈtɹɪmd
trimmer	ˈtɹɪmɚ
trimmers	ˈtɹɪmɚz
trimming	ˈtɹɪmɪŋ
trimmings	ˈtɹɪmɪŋz
trimpe	ˈtɹɪmp
trims	ˈtɹɪmz
trina	ˈtɹiːnə
trina	ˈʧɹiːnə
trincomalee	tɹɪŋˈkoʊməliː
trine	ˈtɹaɪn
tringali	tɹɪŋˈɡɑliː
trinh	ˈtɹɪn
trinidad	ˈtɹɪnəˌdæd
trinity	ˈtɹɪnətiː
trinka	ˈtɹɪŋkə
trinket	ˈtɹɪŋkət
trinkets	ˈtɹɪŋkəts
trinkle	ˈtɹɪŋkəl
trinova	ˌtɹaɪˈnoʊvə
trintex	ˈtɹɪnˌtɛks
trio	ˈtɹiːˌoʊ
triola	tɹiːˈoʊlə
triolo	tɹiːˈoʊloʊ
triomphe	tɹiːˈoʊmf
trip	ˈtɹɪp
tripartite	tɹaɪˈpɑɹˌtaɪt
tripe	ˈtɹaɪp
tripi	ˈtɹiːpiː
triple	ˈtɹɪpəl
triplecast	ˈtɹɪpəlˌkæst
tripled	ˈtɹɪpəld
triples	ˈtɹɪpəlz
triplet	ˈtɹɪplət
triplets	ˈtɹɪpləts
triplett	ˈtɹɪplɛt
triplicate	ˈtɹɪplɪkət
tripling	ˈtɹɪpəlɪŋ
tripling	ˈtɹɪplɪŋ
tripod	ˈtɹaɪˌpɑd
tripodi	tɹiːˈpoʊdiː
tripods	ˈtɹaɪˌpɑdz
tripoli	ˈtɹɪpəliː
tripp	ˈtɹɪp
trippe	ˈtɹɪp
tripped	ˈtɹɪpt
trippel	ˈtɹɪpəl
tripper	ˈtɹɪpɚ
trippers	ˈtɹɪpɚz
trippett	ˈtɹɪpɛt
tripping	ˈtɹɪpɪŋ
tripple	ˈtɹɪpəl
trips	ˈtɹɪps
triptych	ˈtɹɪptɪk
triremes	ˈtɹaɪˌɹiːmz
trish	ˈtɹɪʃ
trisha	ˈtɹɪʃə
triska	ˈtɹɪskə
trisler	ˈtɹɪsəlɚ
trism	ˈtɹɪzəm
trista	ˈtɹɪstə
tristan	ˈtɹɪsˌtæn
tristar	ˈtɹaɪsˌtɑɹ
tristate	ˈtɹaɪsˌteɪt
tristram	ˈtɹɪstɹəm
tritch	ˈtɹɪʧ
trite	ˈtɹaɪt
trites	ˈtɹaɪts
tritium	ˈtɹɪtiːəm
triton	ˈtɹaɪtən
tritsch	ˈtɹɪʧ
tritschler	ˈtɹɪʧlɚ
tritt	ˈtɹɪt
tritz	ˈtɹɪts
triumph	ˈtɹaɪəmf
triumphal	tɹiːˈʌmfəl
triumphant	tɹaɪˈʌmfənt
triumphantly	tɹaɪˈʌmfəntliː
triumphed	ˈtɹaɪəmft
triumphs	ˈtɹaɪəmfs
triumvirate	tɹaɪˈʌmvɚət
trivedi	tɹiːˈvɛdiː
trivest	ˈtɹɪvɛst
trivett	ˈtɹɪˌvɪt
trivette	tɹɪˈvɛt
trivia	ˈtɹɪviːə
trivial	ˈtɹɪviːəl
triviality	ˌtɹɪviːˈælətiː
trivialize	ˈtɹɪviːəˌlaɪz
trivialize	ˈtɹɪvjəˌlaɪz
trivialized	ˈtɹɪviːəˌlaɪzd
trivialized	ˈtɹɪvjəˌlaɪzd
trivializes	ˈtɹɪviːəˌlaɪzəz
trivializes	ˈtɹɪvjəˌlaɪzəz
trivializing	ˈtɹɪviːəˌlaɪzɪŋ
trivializing	ˈtɹɪvjəˌlaɪzɪŋ
trixie	ˈtɹɪksiː
trixy	ˈtɹɪksiː
trizec	ˈtɹɪzɛk
trnka	tɹəŋˈkɑ
trnopolje	tɹəˈnɑpɑliː
trnopolje	tɹəˈnɑpɑljiː
trobaugh	ˈtɹɑbɑ
troche	ˈtɹɑʧ
trochmann	ˈtɹɑʧmæn
trochmann	ˈtɹɑkmæn
trocki	ˈtɹɑkiː
trod	ˈtɹɑd
troeger	ˈtɹoʊɡɚ
troendle	ˈtɹoʊndəl
troester	ˈtɹoʊstɚ
trogdon	ˈtɹɑɡdən
troha	ˈtɹoʊhə
troia	ˈtɹoʊjə
troiani	tɹoʊˈjɑniː
troiano	tɹoʊiːˈɑnoʊ
troika	ˈtɹɔɪkə
trois	ˈtwɑ
troise	ˈtɹɔɪz
troisi	ˈtɹɔɪsiː
trojan	ˈtɹoʊʤən
trojanowski	tɹəjjəˈnɑfskiː
trojans	ˈtɹoʊʤənz
trokel	ˈtɹoʊkəl
trolinger	ˈtɹoʊlɪŋɚ
troll	ˈtɹoʊl
trolley	ˈtɹɑliː
trolleys	ˈtɹɑliːz
trolling	ˈtɹoʊlɪŋ
trollinger	ˈtɹoʊlɪŋɚ
trolly	ˈtɹɑliː
troma	ˈtɹoʊmə
trombino	tɹoʊmˈbiːnoʊ
trombley	ˈtɹɑmbliː
trombly	ˈtɹɑmbliː
trombone	tɹɑmˈboʊn
trombones	tɹɑmˈboʊnz
trombonist	ˌtɹɑmˈboʊˌnɪst
tromming	ˈtɹɑmɪŋ
tromp	ˈtɹɑmp
trompeter	ˈtɹɑmpiːtɚ
tron	ˈtɹɑn
troncoso	tɹoʊnˈkoʊsoʊ
trone	ˈtɹoʊn
tronic	ˈtɹɑnɪk
troon	ˈtɹuːn
troop	ˈtɹuːp
trooped	ˈtɹuːpt
trooper	ˈtɹuːpɚ
troopers	ˈtɹuːpɚz
trooping	ˈtɹuːpɪŋ
troops	ˈtɹuːps
troost	ˈtɹuːst
trope	ˈtɹoʊp
tropea	ˈtɹoʊpiːə
tropeano	ˌtɹoʊˈpiːnoʊ
trophies	ˈtɹoʊfiːz
trophy	ˈtɹoʊfiː
tropic	ˈtɹɑpɪk
tropical	ˈtɹɑpɪkəl
tropicana	ˌtɹɑpɪˈkænə
tropics	ˈtɹɑpɪks
tropopause	ˈtɹɑpəˌpɑz
tropp	ˈtɹɑp
tropworld	ˈtɹɑpwɚld
trosch	ˈtɹɑʃ
trosclair	tɹəsˈklɛɹ
trosper	ˈtɹɑspɚ
trost	ˈtɹɑst
trostel	ˈtɹɑstəl
trostle	ˈtɹɑsəl
trot	ˈtɹɑt
troth	ˈtɹoʊθ
troth	ˈtɹɑθ
trotman	ˈtɹɑtmən
trots	ˈtɹɑts
trotsky	ˈtɹɑtˌskiː
trott	ˈtɹɑt
trotted	ˈtɹɑtəd
trotten	ˈtɹɑtən
trotter	ˈtɹɑtɚ
trottier	ˈtɹɑtiːɚ
trotting	ˈtɹɑtɪŋ
troubadour	ˈtɹuːbəˌdɔɹ
troubh	ˈtɹuːb
trouble	ˈtɹʌbəl
troubled	ˈtɹʌbəld
troublefield	ˈtɹʌbəlˌfiːld
troublemaker	ˈtɹʌbəlˌmeɪkɚ
troublemakers	ˈtɹʌbəlˌmeɪkɚz
troubles	ˈtɹʌbəlz
troubleshooter	ˈtɹʌbəlˌʃuːtɚ
troublesome	ˈtɹʌbəlsəm
troubling	ˈtɹʌbəlɪŋ
troubling	ˈtɹʌblɪŋ
troudt	ˈtɹaʊdt
trough	ˈtɹɑf
troughs	ˈtɹɑfs
trounce	ˈtɹaʊns
trounced	ˈtɹaʊnst
trouncing	ˈtɹaʊnsɪŋ
troung	ˈtɹaʊŋ
troup	ˈtɹuːp
troupe	ˈtɹuːp
troupes	ˈtɹuːps
trousdale	ˈtɝəsdeɪl
trouser	ˈtɹaʊzɚ
trousers	ˈtɹaʊzɚz
trout	ˈtɹaʊt
troutman	ˈtɹaʊtmən
troutner	ˈtɹaʊtnɚ
troutt	ˈtɹaʊt
troutwine	ˈtɹaʊtˌwaɪn
trovato	tɹoʊˈvɑtoʊ
trovatore	ˈtɹoʊvəˌtɔɹ
trove	ˈtɹoʊv
trow	ˈtɹoʊ
trowbridge	ˈtɹoʊbɹɪʤ
trowel	ˈtɹaʊwɛl
trowell	ˈtɹɑwɛl
trower	ˈtɹaʊɚ
troxel	ˈtɹɑksəl
troxell	ˈtɹɑksəl
troxler	ˈtɹɑkslɚ
troy	ˈtɹɔɪ
troyan	ˈtɹɔɪən
troyanos	ˌtɹɔɪˈɑnoʊs
troyat	ˈtɹɔɪæt
troyer	ˈtɹɔɪɚ
troyka	ˈtɹɔɪkə
troyu	tɹɔɪˈuː
truancy	ˈtɹuːənsiː
truant	ˈtɹuːənt
truax	ˈtɹuːæks
trubey	ˈtɹuːbiː
truby	ˈtɹuːbiː
trucco	ˈtɹuːkoʊ
truce	ˈtɹuːs
truchan	ˈtɹʌʧən
truck	ˈtɹʌk
trucked	ˈtɹʌkt
truckee	ˈtɹʌkiː
trucker	ˈtɹʌkɚ
truckers	ˈtɹʌkɚz
trucking	ˈtɹʌkɪŋ
truckload	ˈtɹʌkˌloʊd
truckloads	ˈtɹʌkˌloʊdz
trucks	ˈtɹʌks
trucky	ˈtɹʌkiː
truculent	ˈtɹʌkjələnt
truda	ˈtɹuːdə
trude	ˈtɹuːd
trudeau	tɹuːˈdoʊ
trudel	ˈtɹuːdəl
trudell	ˈtɹʌdəl
trudge	ˈtɹʌʤ
trudged	ˈtɹʌʤd
trudgen	ˈtɹʌʤən
trudges	ˈtɹʌʤəz
trudging	ˈtɹʌʤɪŋ
trudia	ˈtɹuːdiːə
trudie	ˈtɹuːdiː
trudo	ˈtɹuːdoʊ
trudy	ˈtɹuːdiː
1	ˈtɹuː
trueblood	ˈtɹuːbˌlʌd
truell	ˈtɹuːəl
truelove	ˈtɹuːˌlʌv
trueman	ˈtɹʊmən
truer	ˈtɹuːɚ
truesdale	ˈtɹuːzˌdeɪl
truesdell	ˈtɹuːzˌdɛl
truest	ˈtɹuːəst
truett	ˈtɹuːt
truex	ˈtɹuːˌɛks
truffaut	tɹuːˈfoʊ
truffle	ˈtɹʌfəl
truffles	ˈtɹʌfəlz
truglio	ˈtɹʌɡliːoʊ
truicko	ˈtɹuːkoʊ
truicko	ˌtɹuːˈiːkoʊ
truism	ˈtɹuːˌɪzəm
truitt	ˈtɹuːt
trujillo	tɹuːˈhiːoʊ
trull	ˈtɹʌl
trullinger	ˈtɹʌlɪŋɚ
trulock	ˈtɹʌlək
trulove	tɹuːˈloʊviː
trulson	ˈtɹʌlsən
truluck	ˈtɹʌlək
truly	ˈtɹuːliː
truman	ˈtɹuːmən
trumble	ˈtɹʌmbəl
trumbo	ˈtɹʌmboʊ
trumbull	ˈtɹʌmbəl
trumka	ˈtɹʌmkə
trump	ˈtɹʌmp
trumped	ˈtɹʌmpt
trumpet	ˈtɹʌmpət
trumpeted	ˈtɹʌmpətəd
trumpeter	ˈtɹʌmpətɚ
trumpeting	ˈtɹʌmpətɪŋ
trumpets	ˈtɹʌmpəts
trumpower	ˈtɹʌmˌpoʊɚ
trumps	ˈtɹʌmps
truncate	ˈtɹʌŋˌkeɪt
truncated	ˈtɹʌŋˌkeɪtəd
truncheon	ˈtɹʌnʧən
truncheons	ˈtɹʌnʧənz
trundle	ˈtɹʌndəl
trundled	ˈtɹʌndəld
trunk	ˈtɹʌŋk
trunkline	ˈtɹʌŋˌklaɪn
trunks	ˈtɹʌŋks
trunnell	ˈtɹʌnəl
trunzo	ˈtɹʌnzoʊ
truong	ˈtɹɑŋ
trupiano	tɹuːpiːˈɑnoʊ
trupin	ˈtɹuːˌpɪn
trupp	ˈtɹʌp
truro	ˈtɹuːɹoʊ
trus	ˈtɹʌs
truscott	ˈtɹʌskət
truskowski	tɹəsˈkɑfskiː
trusler	ˈtɹʌsəlɚ
truslow	ˈtɹʌsloʊ
truss	ˈtɹʌs
trussell	ˈtɹʌsəl
trusses	ˈtɹʌsəz
trust	ˈtɹʌst
trustco	ˈtɹʌstkoʊ
trustcorp	ˈtɹʌstkɔɹp
trusted	ˈtɹʌstəd
trustee	ˌtɹʌsˈtiː
trustees	ˌtɹʌsˈtiːz
trusteeship	ˌtɹʌsˈtiːˌʃɪp
trusthouse	ˈtɹʌstˌhaʊs
trusting	ˈtɹʌstɪŋ
trusts	ˈtɹʌsts
trustworthiness	ˈtɹʌsˌtwɝðiːnəs
trustworthy	ˈtɹʌsˌtwɝðiː
trusty	ˈtɹʌstiː
truszkowski	ˌtɹʌʃˈkɑfskiː
truth	ˈtɹuːθ
truthful	ˈtɹuːθfəl
truthfully	ˈtɹuːθfəliː
truthfulness	ˈtɹuːθfəlnəs
truths	ˈtɹuːθs
truxal	ˈtɹʌksəl
truxillo	ˌtɹʌkˈsɪloʊ
try	ˈtɹaɪ
tryart	ˈtɹaɪˌɑɹt
tryba	ˈtɹɪbə
trybus	ˈtɹɪbəs
trygg	ˈtɹɪɡ
trygstad	ˈtɹɪɡstəd
trygve	ˈtɹɪɡviː
trying	ˈtɹaɪɪŋ
trying	ˈtɹaɪŋ
tryon	ˈtɹaɪən
tryout	ˈtɹaɪˌaʊt
tryouts	ˈtɹaɪˌaʊts
tryphena	ˈtɹɪfənə
tryst	ˈtɹaɪst
trzaska	tɚˈzɑskə
trzcinski	tɚˈʒɪnskiː
trzeciak	tɚˈzɛʧiːæk
ts	ˈtiːɛs
tsai	ˈtsaɪ
tsai	ˈsaɪ
tsakos	ˈtsɑkoʊs
tsang	ˈtsæŋ
tsang	ˈsæŋ
tsao	ˈtsaʊ
tsao	ˈsaʊ
tsar	ˈzɑɹ
tsar	ˈtsɑɹ
tschantz	ˈʧænts
tschetter	ˈʧɛtɚ
tschida	ˈʧaɪdə
tschirhart	ˈʧɝhɑɹt
tschopp	ˈʧɑp
tschudy	ˈʧuːdiː
tschumi	ˈʧuːmiː
tse	ˈtsiː
tse	ˈsiː
tsemel	ˈtsɛməl
tseng	ˈtsɛŋ
tseng	ˈsɛŋ
tsetse	ˈtsiːtsiː
tsetse	ˈtiːtsiː
tsiang	ˈtsjæŋ
tsingtao	ˈsɪŋˌtaʊ
tsingtao	ˈtsɪŋˌdaʊ
tso	ˈtsoʊ
tso	ˈsoʊ
tsongas	ˈtsɑŋɡəs
tsongas	ˈsɑŋɡəs
tsuda	ˈtsuːdə
tsuda	ˈsuːdə
tsui	ˈtsuːiː
tsui	ˈsuːiː
tsuji	ˈtsuːʤiː
tsuji	ˈsuːʤiː
tsukamoto	tsuːkɑˈmoʊtoʊ
tsukamoto	suːkɑˈmoʊtoʊ
tsukuba	ˌtsuːkˈjuːbə
tsukuba	ˌsuːkˈjuːbə
tsunami	tsuːˈnɑmiː
tsunami	suːˈnɑmiː
tsuneo	ˈtsuːniːoʊ
tsuneo	ˈsuːniːoʊ
tsurumi	tsuːˈɹuːmiː
tsurumi	suːˈɹuːmiː
tsutomu	tsuːˈtoʊmuː
tu	ˈtuː
tub	ˈtʌb
tuba	ˈtuːbə
tubal	ˈtuːbəl
tubb	ˈtʌb
tubbs	ˈtʌbz
tubby	ˈtʌbiː
tube	ˈtuːb
tube	ˈtjuːb
tuberculosis	təˌbɝkjəˈloʊsəs
tuberculosis	tuːˌbɝkjəˈloʊsəs
tuberculosis	tuːˌbɝkjuːˈloʊsəs
tuberville	ˈtuːbɚˌvɪl
tubes	ˈtuːbz
tubing	ˈtuːbɪŋ
tubman	ˈtʌbmən
tubs	ˈtʌbz
tubular	ˈtuːbjəlɚ
tubule	ˈtuːbjuːl
tucci	ˈtuːʧiː
tucciarone	tuːʧɚˈoʊniː
tuccillo	tuːˈʧɪloʊ
tucek	ˈtuːˌʧɛk
tuch	ˈtʌʧ
tuchman	ˈtʌkmən
tucholski	təˈhoʊlskiː
tuck	ˈtʌk
tucked	ˈtʌkt
tucker	ˈtʌkɚ
tuckerman	ˈtʌkɚmən
tuckett	ˈtʌkɛt
tuckey	ˈtʌkiː
tucking	ˈtʌkɪŋ
tuckman	ˈtʌkmən
tucks	ˈtʌks
tucson	ˈtuːˌsɑn
tucuman	ˈtuːkjuːmən
tudisco	tuːˈdiːskoʊ
tudjman	ˈtʊʤmən
tudor	ˈtuːdɚ
tudor	ˈtjuːdɚ
tue	ˈtuː
tuel	ˈtuːl
tuell	ˈtuːl
tuesday	ˈtuːzˌdeɪ
tuesday	ˈtjuːzˌdeɪ
tuesday	ˈtuːzdiː
tuesdays	ˈtuːzˌdeɪz
tuesdays	ˈtjuːzˌdeɪz
tuesdays	ˈtuːzdiːz
tufa	ˈtuːfə
tufano	tuːˈfɑnoʊ
tuff	ˈtʌf
tufnel	ˈθʌfnəl
tufo	ˈtuːfoʊ
tuft	ˈtʌft
tufte	ˈtʌft
tufted	ˈtʌftəd
tuftlike	ˈtʌfˌtlaɪk
tufts	ˈtʌfts
tug	ˈtʌɡ
tugboat	ˈtʌɡˌboʊt
tugboats	ˈtʌɡˌboʊts
tugged	ˈtʌɡd
tugging	ˈtʌɡɪŋ
tuggle	ˈtʌɡəl
tugman	ˈtʌɡmən
tugs	ˈtʌɡz
tugwell	ˈtʌɡˌwɛl
tuhan	tuːhən
tuinstra	ˈtuːɪnstɹə
tuite	ˈtuːt
tuition	ˈtjuːɪʃən
tuitions	ˈtuːɪʃənz
tuk	ˈtuːk
tuks	ˈtʌks
tula	ˈtuːlə
tulane	tuːˈleɪn
tuley	ˈtjuːliː
tulip	ˈtuːləp
tulips	ˈtuːləps
tull	ˈtʌl
tullar	ˈtʌlɚ
tuller	ˈtʌlɚ
tulley	ˈtuːliː
tullia	ˈtʌliːə
tullier	ˈtʌliːɚ
tullio	ˈtuːliːoʊ
tullis	ˈtʌˌlɪs
tullius	ˈtʌliːəs
tullo	ˈtuːloʊ
tulloch	ˈtʌlək
tullock	ˈtʌlək
tullos	ˈtʌloʊz
tully	ˈtʌliː
tulsa	ˈtʌlsə
tuma	ˈtuːmə
tumacoceri	ˌtuːməˈkoʊʧɚiː
tuman	ˈʧuːmən
tumazos	tuːˈmɑzoʊs
tumble	ˈtʌmbəl
tumbled	ˈtʌmbəld
tumbler	ˈtʌmblɚ
tumblers	ˈtʌmblɚz
tumbles	ˈtʌmbəlz
tumbleson	ˈtʌmbəlsən
tumblin	ˈtʌmˌblɪn
tumbling	ˈtʌmbəlɪŋ
tumbling	ˈtʌmblɪŋ
tumescent	tuːˈmɛsənt
tumey	ˈtʌmiː
tuminello	tuːmiːˈnɛloʊ
tumlin	ˈtʌmˌlɪn
tumlinson	ˈtʌmlənsən
tummies	ˈtʌmiːz
tumminello	tuːmiːˈnɛloʊ
tummond	ˈtʌmənd
tummy	ˈtʌmiː
tumolo	tuːˈmoʊloʊ
tumor	ˈtuːmɚ
tumors	ˈtuːmɚz
tums	ˈtʌmz
tumult	ˈtuːməlt
tumultuous	ˌtuːˈmʌlʧuːəs
tumulty	ˈtuːməltiː
tuna	ˈtuːnə
tuna	ˈtjuːnə
tunable	ˈtuːnəbəl
tunafish	ˈtuːnəfɪʃ
tunas	ˈtuːnəz
tunde	ˈtʌnd
tundra	ˈtʌndɹə
tune	ˈtuːn
tuned	ˈtuːnd
tuneful	ˈtuːnfəl
tuner	ˈtuːnɚ
tunes	ˈtuːnz
tuneup	ˈtuːˌnʌp
tung	ˈtʌŋ
tungate	ˈtuːŋeɪt
tungsram	ˈtʌŋˌzɹæm
tungsrom	ˈtʌŋzɹəm
tungsten	ˈtʌŋstən
tunic	ˈtuːnɪk
tunica	ˈtuːnɪkə
tunicate	ˈtuːnɪkət
tunick	ˈtʌnɪk
tuning	ˈtuːnɪŋ
tunis	ˈtuːˌnɪs
