'em	əm
shearson	ˈʃɪ͡ɚsn̩
sheath	ˈʃiθ
sheathbill	ˈʃiθˌbɪɫ
sheathbills	ˈʃiθˌbɪɫz
sheathe	ˈʃið
sheathed	ˈʃiðd
sheathing	ˈʃiðɪŋ
sheats	ˈʃits
sheaves	ˈʃivz
sheba	ˈʃibə
sheboygan	ʃəˈbɔ͡ɪgn̩
sheck	ˈʃɛk
sheckler	ˈʃɛklɚ
shed	ˈʃɛd
shedd	ˈʃɛd
shedden	ˈʃɛɾn̩
shedding	ˈʃɛɾɪŋ
shedlock	ˈʃɛdˌlɑk
shedrick	ˈʃɛdɹɪk
sheds	ˈʃɛdz
sheeder	ˈʃiɾɚ
sheedy	ˈʃiɾi
sheehan	ˈʃiən
sheehan	ˈʃihn̩
sheehy	ˈʃihi
sheehy	ˈʃii
sheek	ˈʃik
sheeks	ˈʃiks
sheela	ˈʃilə
sheelah	ˈʃilə
sheelen	ˈʃiln̩
sheeler	ˈʃilɚ
sheeley	ˈʃili
sheely	ˈʃili
sheen	ˈʃin
sheena	ˈʃinə
sheep	ˈʃip
sheepish	ˈʃiˌpɪʃ
sheepishly	ˈʃiˌpɪʃli
sheeps	ˈʃips
sheepskin	ˈʃipˌskɪn
sheer	ˈʃɪ͡ɚ
sheeran	ˈʃɪɹn̩
sheerer	ˈʃiɹɚ
sheerin	ˈʃɪˌɹɪn
sheesh	ˈʃiʃ
sheesley	ˈʃizli
sheet	ˈʃit
sheeting	ˈʃiɾɪŋ
sheets	ˈʃits
sheetz	ˈʃits
sheff	ˈʃɛf
sheffer	ˈʃɛfɚ
sheffey	ˈʃɛfi
sheffield	ˈʃɛfiɫd
sheffler	ˈʃɛflɚ
sheftel	ˌʃɛfˈtɛɫ
shegog	ˈʃɛgɑg
shehan	ˈʃɛhn̩
shehane	ˈʃɛhn̩
shehorn	ˈʃɛhɚn
sheik	ˈʃik
sheikdom	ˈʃikdm̩
sheikdoms	ˈʃikdm̩z
sheikh	ˈʃik
sheiks	ˈʃiks
sheil	ˈʃa͡ɪɫ
sheila	ˈʃilə
sheilah	ˈʃilə
sheilds	ˈʃa͡ɪɫdz
sheils	ˈʃa͡ɪɫz
shein	ˈʃa͡ɪn
sheinberg	ˈʃa͡ɪnbɚg
shek	ˈʃɛk
shekel	ˈʃɛkɫ̩
shekels	ˈʃɛkɫ̩z
shel	ˈʃɛɫ
shelburne	ˈʃɛɫbɚn
shelby	ˈʃɛɫbi
shelbyville	ˈʃɛɫbiˌvɪɫ
sheldahl	ˈʃɛɫˌdɑɫ
shelden	ˈʃɛɫdn̩
sheldon	ˈʃɛɫdn̩
shelev	ˈʃɛlɪv
sheley	ˈʃili
shelf	ˈʃɛɫf
shelhamer	ˈʃɛɫhəmɚ
sheline	ˈʃɛla͡ɪn
shell	ˈʃɛɫ
shellabarger	ˈʃɛləˌbɑ͡ɚgɚ
shelled	ˈʃɛɫd
shellenbarger	ˈʃɛln̩bɑ͡ɚgɚ
shellenberger	ˈʃɛln̩bɚgɚ
sheller	ˈʃɛlɚ
shelley	ˈʃɛli
shellfish	ˈʃɛɫˌfɪʃ
shellhammer	ˈʃɛɫˌhæmɚ
shellhorn	ˈʃɛɫhɚn
shelling	ˈʃɛlɪŋ
shellings	ˈʃɛlɪŋz
shellito	ʃeˈliɾo
shellman	ˈʃɛɫmn̩
shells	ˈʃɛɫz
shellshock	ˈʃɛɫˌʃɑk
shellshocked	ˈʃɛɫˌʃɑkt
shelly	ˈʃɛli
shelman	ˈʃɛɫmn̩
shelnutt	ˈʃɛɫnət
shelor	ˈʃɛlɚ
shelp	ˈʃɛɫp
shelstad	ˈʃɛɫstəd
shelter	ˈʃɛɫtɚ
sheltered	ˈʃɛɫtɚd
sheltering	ˈʃɛɫtəɹɪŋ
shelters	ˈʃɛɫtɚz
shelton	ˈʃɛɫtn̩
shelve	ˈʃɛɫv
shelved	ˈʃɛɫvd
shelves	ˈʃɛɫvz
shelving	ˈʃɛɫvɪŋ
shemanski	ʃəˈmænski
shemona	ʃəˈmonə
shemwell	ˈʃɛmˌwɛɫ
shen	ˈʃɛn
shena	ˈʃinə
shenandoah	ˌʃɛnn̩ˈdoə
shenanigan	ʃəˈnænɪgn̩
shenanigans	ʃəˈnænɪgn̩z
shenberger	ˈʃɛnbɚgɚ
shenefield	ˈʃɛnəˌfiɫd
sheneman	ˈʃinmn̩
sheng	ˈʃɛŋ
shenice	ʃəˈnis
shenk	ˈʃɛŋk
shenker	ˈʃɛŋkɚ
shenkman	ˈʃɛŋkmn̩
shenton	ˈʃɛntn̩
shenyang	ʃɛˈnjæŋ
shenzhen	ˈʃɛnˌʒɛn
shep	ˈʃɛp
shepard	ˈʃɛpɚd
shepardson	ˈʃɛpɑ͡ɚdsn̩
sheperd	ˈʃɛpɚd
shephard	ˈʃɛfɚd
shepheard	ˈʃɛfɚd
shepherd	ˈʃɛpɚd
shepherded	ˈʃɛpɚdəd
shepherding	ˈʃɛpɚdɪŋ
shepherds	ˈʃɛpɚdz
shepler	ˈʃɛplɚ
shepley	ˈʃɛpli
shepp	ˈʃɛp
sheppard	ˈʃɛpɚd
sheppards	ˈʃɛpɚdz
shepper	ˈʃɛpɚ
shepperd	ˈʃɛpɚd
shepperson	ˈʃɛpɚsn̩
sheppy	ˈʃɛpi
sher	ˈʃɝ
sherak	ˈʃɛɹæk
sherard	ˈʃɛɹɚd
sheraton	ˈʃɛɹətn̩
sherbert	ˈʃɝbɚt
sherbet	ˈʃɝbət
sherbondy	ʃɚˈbɑndi
sherborne	ˈʃɝbɚn
sherbourn	ʃɚˈbʊ͡ɚn
sherbourne	ʃɚˈbʊ͡ɚn
sherburn	ˈʃɝbɚn
sherburne	ˈʃɝbɚn
shere	ˈʃɪ͡ɚ
sheree	ʃəˈɹi
sherer	ˈʃɪɹɚ
sherfey	ˈʃɝfi
sherfield	ˈʃɝfiɫd
sheri	ˈʃɛɹi
sherick	ˈʃɛɹɪk
sheridan	ˈʃɛɹədn̩
sheriff	ˈʃɛɹəf
sheriffs	ˈʃɛɹəfs
sherin	ˈʃɛɹn̩
sherk	ˈʃɝk
sherley	ˈʃɝli
sherlin	ˈʃɝln̩
sherlock	ˈʃɝˌlɑk
sherlund	ˈʃɝln̩d
sherman	ˈʃɝmn̩
shermer	ˈʃɝmɚ
shernoff	ˈʃɝˌnɑf
sherod	ˈʃɛɹəd
sherr	ˈʃɛ͡ɚ
sherrard	ˈʃɛɹɚd
sherrell	ˈʃɛɹɫ̩
sherrer	ˈʃɛɹɚ
sherrgold	ˈʃɛ͡ɚˌgoɫd
sherri	ˈʃɛɹi
sherrick	ˈʃɛɹək
sherrie	ˈʃɛɹi
sherriff	ˈʃɛɹəf
sherrill	ˈʃɛɹɫ̩
sherrin	ˈʃɛɹn̩
sherrit	ˈʃɛɹət
sherritt	ˈʃɛɹət
sherrod	ˈʃɛɹəd
sherron	ˈʃɛɹn̩
sherrow	ˈʃɛɹo
sherry	ˈʃɛɹi
shertzer	ˈʃɝtzɚ
sherva	ˈʃɝvə
sherwin	ˈʃɝwn̩
sherwood	ˈʃɝˌwʊd
sheryl	ˈʃɛɹɫ̩
sheshunoff	ˈʃɛʃunɑf
sheth	ˈʃɛθ
shetland	ˈʃɛtln̩d
shetler	ˈʃɛtlɚ
shetley	ˈʃɛtli
shetter	ˈʃɛɾɚ
shetterly	ˈʃɛɾɚli
shevardnadze	ˌʃɛvɚdˈnɑdzi
shevlin	ˈʃɛvln̩
shevtl	ˈʃɛˌvɪɫ
shevtl	ˈʃiˌvɪɫ
shew	ˈʃu
sheward	ˈʃuɚd
shewchuk	ˈʃuʧək
shewell	ˈʃɛwɛɫ
shewmake	ˈʃuˌmek
shewmaker	ˈʃumekɚ
shh	ˈʃ
shi	ˈʃi
shia	ˈʃiə
shias	ˈʃiəz
shibanna	ʃəˈbænə
shibata	ʃiˈbɑɾə
shibboleth	ˈʃɪbəˌlɛθ
shibley	ˈʃɪbli
shick	ˈʃɪk
shicoff	ˈʃɪˌkɑf
shideler	ˈʃɪɾəlɚ
shidler	ˈʃa͡ɪɾəlɚ
shied	ˈʃa͡ɪd
shieh	ˈʃi
shiel	ˈʃiɫ
shiela	ˈʃa͡ɪlə
shield	ˈʃiɫd
shielded	ˈʃiɫdəd
shielding	ˈʃiɫdɪŋ
shields	ˈʃiɫdz
shiels	ˈʃiɫz
shier	ˈʃa͡ɪɚ
shies	ˈʃa͡ɪz
shiff	ˈʃɪf
shiffer	ˈʃɪfɚ
shiffler	ˈʃɪflɚ
shifflet	ˈʃɪflət
shifflett	ˈʃɪflɛt
shiffman	ˈʃɪfmn̩
shiflet	ˈʃɪflət
shiflett	ˈʃɪflɛt
shifrin	ˈʃɪfˌɹɪn
shift	ˈʃɪft
shifted	ˈʃɪftəd
shifter	ˈʃɪftɚ
shifting	ˈʃɪftɪŋ
shiftless	ˈʃɪftləs
shifts	ˈʃɪfts
shifty	ˈʃɪfti
shigeki	ʃɪˈgeki
shigekuni	ˌʃigɪˈkuni
shigeo	ʃɪˈgeo
shigeru	ʃɪˈgeɹu
shigley	ˈʃɪgli
shih	ˈʃi
shihan	ˈʃiˌhɑn
shiina	ˈʃinə
shiite	ˈʃiˌa͡ɪt
shiites	ˈʃiˌa͡ɪts
shiley	ˈʃɪli
shill	ˈʃɪɫ
shiller	ˈʃɪlɚ
shilling	ˈʃɪlɪŋ
shillingburg	ˈʃɪlɪŋbɚg
shillinger	ˈʃɪln̩ʤɚ
shillinglaw	ˈʃɪlɪˌŋlɑ
shillings	ˈʃɪlɪŋz
shillington	ˈʃɪlɪŋtn̩
shiloh	ˈʃa͡ɪlo
shilts	ˈʃɪɫts
shim	ˈʃɪm
shima	ˈʃimə
shimabukuro	ʃimɑbuˈkʊɹo
shimada	ʃiˈmɑɾə
shimbun	ˈʃɪmˌbʌn
shimbun	ˈʃɪmˌbun
shimek	ˈʃɪmɪk
shimel	ˈʃɪmɫ̩
shimer	ˈʃa͡ɪmɚ
shimizu	ʃəˈmizu
shimko	ˈʃɪmko
shimkus	ˈʃɪmkəs
shimmel	ˈʃɪmɫ̩
shimmer	ˈʃɪmɚ
shimmered	ˈʃɪmɚd
shimmering	ˈʃɪməɹɪŋ
shimmerlik	ˈʃɪmɚlɪk
shimmers	ˈʃɪmɚz
shimmin	ˈʃɪˌmɪn
shimmy	ˈʃɪmi
shimoda	ʃəˈmoɾə
shimoga	ʃəˈmogə
shimokawa	ˌʃɪmoˈkɑwə
shimon	ˈʃimon
shimon	ˈʃimn̩
shimone	ˈʃimon
shimp	ˈʃɪmp
shin	ˈʃɪn
shinall	ˈʃɪnɫ̩
shinault	ˈʃɪna͡ʊɫt
shinbein	ˈʃɪnˌba͡ɪn
shinbone	ˈʃɪnˌbon
shindig	ˈʃɪndɪg
shindle	ˈʃɪndɫ̩
shindledecker	ˈʃɪndlədɪkɚ
shindler	ˈʃɪndlɚ
shindou	ˈʃɪnˌdo
shine	ˈʃa͡ɪn
shined	ˈʃa͡ɪnd
shiner	ˈʃa͡ɪnɚ
shines	ˈʃa͡ɪnz
shing	ˈʃɪŋ
shingle	ˈʃɪŋgɫ̩
shingledecker	ˈʃɪŋgɫ̩dɛkɚ
shingler	ˈʃɪŋlɚ
shingles	ˈʃɪŋgɫ̩z
shingleton	ˈʃɪŋgɫ̩tn̩
shinichi	ˌʃɪˈniʧi
shining	ˈʃa͡ɪnɪŋ
shinkle	ˈʃɪŋkɫ̩
shinko	ˈʃɪŋko
shinn	ˈʃɪn
shinners	ˈʃɪnɚz
shinnick	ˈʃɪnɪk
shinri	ˈʃɪnɹi
shinrikyo	ˌʃɪnˈɹikjo
shinsei	ˌʃɪnˈse
shinsky	ˈʃɪnski
shintaro	ʃənˈtɑɹo
shinto	ˈʃɪnˌto
shinwa	ˈʃɪnwə
shinxiaku	ˌʃɪnˈʧjɑku
shiny	ˈʃa͡ɪni
shinyuka	ˌʃɪnˈjukə
shionogi	ˌʃiəˈnogi
ship	ˈʃɪp
shipboard	ˈʃɪpˌbɔ͡ɚd
shipbuilder	ˈʃɪpˌbɪɫdɚ
shipbuilders	ˈʃɪpˌbɪɫdɚz
shipbuilding	ˈʃɪpˌbɪɫdɪŋ
shipbuildings	ˈʃɪpˌbɪɫdɪŋz
shipe	ˈʃa͡ɪp
shipes	ˈʃa͡ɪps
shipholding	ˈʃɪpˌhoɫdɪŋ
shiplett	ˈʃɪplɛt
shipley	ˈʃɪpli
shipload	ˈʃɪpˌlod
shiploads	ˈʃɪpˌlodz
shipman	ˈʃɪpmn̩
shipmate	ˈʃɪpˌmet
shipmates	ˈʃɪpˌmets
shipment	ˈʃɪpmn̩t
shipments	ˈʃɪpmn̩ts
shipowner	ˈʃɪˌponɚ
shipowners	ˈʃɪˌponɚz
shipp	ˈʃɪp
shipped	ˈʃɪpt
shippee	ˈʃɪpi
shipper	ˈʃɪpɚ
shippers	ˈʃɪpɚz
shippey	ˈʃɪpi
shipping	ˈʃɪpɪŋ
shippingport	ˈʃɪpɪŋˌpɔ͡ɚt
shipps	ˈʃɪps
shippy	ˈʃɪpi
ships	ˈʃɪps
shipshape	ˈʃɪpˌʃep
shipton	ˈʃɪptn̩
shipwash	ˈʃɪpˌwɑʃ
shipwreck	ˈʃɪpɹɛk
shipwright	ˈʃɪpˌɹa͡ɪt
shipwrights	ˈʃɪpˌɹa͡ɪts
shipyard	ˈʃɪpˌjɑ͡ɚd
shipyards	ˈʃɪpˌjɑ͡ɚdz
shir	ˈʃɝ
shira	ˈʃɪɹə
shirah	ˈʃɪɹə
shiraishi	ʃɪɹɑˈiʃi
shirazi	ʃɪˈɹɑzi
shire	ˈʃa͡ɪɚ
shirell	ʃɪˈɹɛɫ
shirelle	ʃɪˈɹɛɫ
shireman	ʃɪˈɹemn̩
shiremanstown	ˈʃa͡ɪɚmn̩zˌta͡ʊn
shirer	ˈʃa͡ɪɹɚ
shires	ˈʃa͡ɪɚz
shirey	ˈʃa͡ɪɹi
shirin	ˈʃɪɹn̩
shirk	ˈʃɝk
shirked	ˈʃɝkt
shirkey	ˈʃɝki
shirking	ˈʃɝkɪŋ
shirl	ˈʃɝɫ
shirlee	ˈʃɝli
shirleen	ʃɚˈlin
shirlene	ˈʃɝlin
shirley	ˈʃɝli
shirlie	ˈʃɝli
shiroma	ʃɪˈɹomə
shirone	ʃɪˈɹon
shirr	ˈʃɝ
shirrell	ˈʃɔɹɫ̩
shirt	ˈʃɝt
shirts	ˈʃɝts
shirtsleeve	ˈʃɝtˌsliv
shiseido	ʃəˈseɾo
shishido	ʃiˈʃiɾo
shisler	ˈʃɪsəlɚ
shissler	ˈʃɪslɚ
shit	ˈʃit
shitila	ʃəˈtɪlə
shiu	ˈʃu
shiva	ˈʃivə
shive	ˈʃa͡ɪv
shiveley	ˈʃɪvəli
shively	ˈʃa͡ɪvli
shiver	ˈʃɪvɚ
shiverdecker	ˈʃɪvɚdɪkɚ
shivered	ˈʃɪvɚd
shivering	ˈʃɪvəɹɪŋ
shivers	ˈʃɪvɚz
shives	ˈʃa͡ɪvz
shivley	ˈʃɪvli
shiyuan	ˈʃiuɑn
shizuka	ˌʃɪˈzukə
shizuoka	ʃiˈzwokə
shlaes	ˈʃlez
shlenker	ˈʃlɛŋkɚ
shlobidan	ʃloˈbɪɾn̩
shoaf	ˈʃof
shoaff	ˈʃof
shoals	ˈʃoɫz
shobana	ˌʃoˈbɑnə
shobanna	ˌʃoˈbɑnə
shobe	ˈʃob
shober	ˈʃobɚ
shoberg	ˈʃobɚg
shobert	ˈʃɑbɚt
shock	ˈʃɑk
shocked	ˈʃɑkt
shocker	ˈʃɑkɚ
shockey	ˈʃɑki
shocking	ˈʃɑkɪŋ
shockingly	ˈʃɑkɪŋli
shockley	ˈʃɑkli
shocks	ˈʃɑks
shockwave	ˈʃɑkˌwev
shockwaves	ˈʃɑkˌwevz
shod	ˈʃɑd
shoddy	ˈʃɑɾi
shoe	ˈʃu
shoebox	ˈʃobɑks
shoehorn	ˈʃuˌhɔ͡ɚn
shoehorned	ˈʃuhɔ͡ɚnd
shoelace	ˈʃuˌles
shoelaces	ˈʃuˌlesəz
shoemake	ˈʃuˌmek
shoemaker	ˈʃuˌmekɚ
shoemakers	ˈʃuˌmekɚz
shoemate	ˈʃuˌmet
shoen	ˈʃun
shoeprint	ˈʃupˌɹɪnt
shoeprints	ˈʃupˌɹɪnts
shoes	ˈʃuz
shoeshine	ˈʃuˌʃa͡ɪn
shoestring	ˈʃusˌtɹɪŋ
shoff	ˈʃɑf
shoffner	ˈʃɑfnɚ
shofner	ˈʃɑfnɚ
shogren	ˈʃɑgɹɛn
shogun	ˈʃogn̩
shohat	ˈʃohæt
shoichi	ʃoˈiʧi
shoichiro	ˌʃoɪˈʧɪɹo
shoji	ˈʃoʤi
shokhin	ˈʃoˌkɪn
shoko	ˈʃoko
sholar	ˈʃolɚ
sholem	ˈʃolm̩
sholes	ˈʃoɫz
sholl	ˈʃɑɫ
shollenberger	ˈʃɑln̩bɚgɚ
sholly	ˈʃɑli
sholtis	ˈʃoɫˌtɪs
sholto	ˈʃoɫto
shomaker	ˈʃoˌmekɚ
shomo	ˈʃomo
shon	ˈʃɑn
shone	ˈʃon
shoney	ˈʃoni
shonk	ˈʃɑŋk
shonka	ˈʃɑŋkə
shonkwiler	ˈʃɑŋˌkwa͡ɪlɚ
shontz	ˈʃɑnts
shoo	ˈʃu
shoob	ˈʃub
shooed	ˈʃud
shoofly	ˈʃufˌla͡ɪ
shook	ˈʃʊk
shoop	ˈʃup
shoopman	ˈʃupmn̩
shooshan	ˈʃuʃn̩
shoot	ˈʃut
shootdown	ˈʃutˌda͡ʊn
shooter	ˈʃuɾɚ
shooters	ˈʃuɾɚz
shooting	ˈʃuɾɪŋ
shootings	ˈʃuɾɪŋz
shootout	ˈʃuɾa͡ʊt
shootouts	ˈʃuɾa͡ʊts
shoots	ˈʃuts
shop	ˈʃɑp
shope	ˈʃop
shopkeeper	ˈʃɑpˌkipɚ
shopkeepers	ˈʃɑpˌkipɚz
shopko	ˈʃɑpko
shopkorn	ˈʃɑpˌkɔ͡ɚn
shoplift	ˈʃɑpˌlɪft
shoplifter	ˈʃɑpˌlɪftɚ
shoplifters	ˈʃɑpˌlɪftɚz
shoplifting	ˈʃɑpˌlɪftɪŋ
shoppe	ˈʃɑp
shopped	ˈʃɑpt
shopper	ˈʃɑpɚ
shoppers	ˈʃɑpɚz
shoppes	ˈʃɑps
shopping	ˈʃɑpɪŋ
shops	ˈʃɑps
shoptaw	ˈʃɑptɑ
shopwell	ˈʃɑpˌwɛɫ
shopworn	ˈʃɑpˌwɔ͡ɚn
shor	ʃiˈɝ
shorb	ˈʃɔ͡ɚb
shore	ˈʃɔ͡ɚ
shorebird	ˈʃɔ͡ɚˌbɝd
shored	ˈʃɔ͡ɚd
shoreham	ˈʃɔɹm̩
shoreham	ˈʃɔ͡ɚˌhæm
shoreline	ˈʃɔ͡ɚˌla͡ɪn
shorenstein	ˈʃɔɹn̩stin
shorenstein	ˈʃɔɹn̩sta͡ɪn
shores	ˈʃɔ͡ɚz
shoreward	ˈʃɔ͡ɚwɚd
shorey	ˈʃɔɹi
shorin	ˈʃɑˌɹɪn
shoring	ˈʃɔɹɪŋ
shorkey	ˈʃɔ͡ɚki
shorn	ˈʃɔ͡ɚn
shorr	ˈʃɔ͡ɚ
short	ˈʃɔ͡ɚt
shortage	ˈʃɔ͡ɚtəʤ
shortages	ˈʃɔ͡ɚtəʤəz
shortall	ˈʃɔ͡ɚtɫ̩
shortcake	ˈʃɔ͡ɚtˌkek
shortchange	ˈʃɔ͡ɚtˈʧenʤ
shortchanged	ˈʃɔ͡ɚtˈʧenʤd
shortchanging	ˈʃɔ͡ɚtˈʧenʤɪŋ
shortcoming	ˈʃɔ͡ɚtˌkʌmɪŋ
shortcomings	ˈʃɔ͡ɚtˌkʌmɪŋz
shortcut	ˈʃɔ͡ɚtˌkʌt
shortcuts	ˈʃɔ͡ɚtˌkʌts
shorted	ˈʃɔ͡ɚtəd
shortell	ʃɔ͡ɚˈtɛɫ
shorten	ˈʃɔ͡ɚʔn̩
shortened	ˈʃɔ͡ɚʔn̩d
shortening	ˈʃɔ͡ɚtənɪŋ
shortening	ˈʃɔ͡ɚtnɪŋ
shortens	ˈʃɔ͡ɚʔn̩z
shorter	ˈʃɔ͡ɚtɚ
shortest	ˈʃɔ͡ɚtəst
shortfall	ˈʃɔ͡ɚtˌfɑɫ
shortfalls	ˈʃɔ͡ɚtˌfɑɫz
shortgrass	ˈʃɔ͡ɚtˌgɹæs
shorthair	ˈʃɔ͡ɚtˌhɛ͡ɚ
shorthaired	ˈʃɔ͡ɚtˌhɛ͡ɚd
shorthand	ˈʃɔ͡ɚtˌhænd
shorting	ˈʃɔ͡ɚtɪŋ
shortlived	ˈʃɔ͡ɚˈtlɪvd
shortlived	ˈʃɔ͡ɚˈtla͡ɪvd
shortly	ˈʃɔ͡ɚtli
shortness	ˈʃɔ͡ɚtnəs
shortridge	ˈʃɔ͡ɚtɹɪʤ
shorts	ˈʃɔ͡ɚts
shortsighted	ˈʃɔ͡ɚtˈsa͡ɪɾəd
shortsightedness	ˈʃɔ͡ɚtˈsa͡ɪɾədnəs
shortstop	ˈʃɔ͡ɚtˌstɑp
shortt	ˈʃɔ͡ɚt
shortterm	ˈʃɔ͡ɚtˌtɝm
shortwave	ˈʃɔ͡ɚˈtwev
shorty	ˈʃɔ͡ɚti
shortz	ˈʃɔ͡ɚts
shoshone	ʃoˈʃoni
shostak	ˈʃɑstək
shostakovich	ˌʃɑstəˈkovɪʧ
shot	ˈʃɑt
shotgun	ˈʃɑtˌgʌn
shotguns	ˈʃɑtˌgʌnz
shots	ˈʃɑts
shott	ˈʃɑt
shotts	ˈʃɑts
shotwell	ˈʃɑtˌwɛɫ
shougang	ˈʃa͡ʊgɑŋ
shough	ˈʃa͡ʊ
should	ˈʃʊd
should've	ˈʃʊɾəv
shoulder	ˈʃoɫdɚ
shouldered	ˈʃoɫdɚd
shouldering	ˈʃoɫdəɹɪŋ
shoulders	ˈʃoɫdɚz
shoults	ˈʃoɫts
shoultz	ˈʃoɫts
shoumaker	ˈʃuˌmekɚ
shoun	ˈʃa͡ʊn
shoup	ˈʃup
shoupe	ˈʃup
shouse	ˈsha͡ʊs
shout	ˈʃa͡ʊt
shouted	ˈʃa͡ʊɾəd
shouting	ˈʃa͡ʊɾɪŋ
shouts	ˈʃa͡ʊts
shoval	ˈʃovæɫ
shove	ˈʃʌv
shoved	ˈʃʌvd
shovel	ˈʃʌvɫ̩
shoveled	ˈʃʌvɫ̩d
shoveling	ˈʃʌvlɪŋ
shovels	ˈʃʌvɫ̩z
shover	ˈʃʌvɚ
shoves	ˈʃʌvz
shoving	ˈʃʌvɪŋ
shovlin	ˈʃɑvˌlɪn
show	ˈʃo
showa	ˈʃoə
showalter	ˈʃoəɫtɚ
showbiz	ˈʃoˌbɪz
showboat	ˈʃoˌbot
showbuzz	ˈʃoˌbʌz
showcase	ˈʃoˌkes
showcased	ˈʃoˌkest
showcases	ˈʃoˌkesəz
showcasing	ˈʃokesɪŋ
showdown	ˈʃoˌda͡ʊn
showdowns	ˈʃoˌda͡ʊnz
showed	ˈʃod
showell	ˈʃɑwɛɫ
shower	ˈʃa͡ʊɚ
showered	ˈʃa͡ʊɚd
showering	ˈʃa͡ʊəɹɪŋ
showers	ˈʃa͡ʊɚz
showgirl	ˈʃoˌgɝɫ
showgirls	ˈʃoˌgɝlz
showiest	ˈʃoiəst
showing	ˈʃoɪŋ
showings	ˈʃoɪŋz
showman	ˈʃomn̩
showmanship	ˈʃomn̩ˌʃɪp
shown	ˈʃon
showpiece	ˈʃoˌpis
showplace	ˈʃopˌles
showroom	ˈʃoˌɹʊm
showroom	ˈʃoˌɹum
showrooms	ˈʃoˌɹumz
shows	ˈʃoz
showscan	ˈʃosˌkæn
showtime	ˈʃoˌta͡ɪm
showy	ˈʃoi
shrader	ˈʃɹeɾɚ
shrake	ˈʃɹek
shramek	ˈʃɹæmɪk
shrank	ˈʃɹæŋk
shrapnel	ˈʃɹæpnɫ̩
shreck	ˈʃɹɛk
shred	ˈʃɹɛd
shredded	ˈʃɹɛɾəd
shredder	ˈʃɹɛɾɚ
shredders	ˈʃɹɛɾɚz
shredding	ˈʃɹɛɾɪŋ
shreds	ˈʃɹɛdz
shreeve	ˈʃɹiv
shreffler	ˈʃɹɛflɚ
shreiber	ˈʃɹa͡ɪbɚ
shreiner	ˈʃɹa͡ɪnɚ
shreve	ˈʃɹiv
shreveport	ˈʃɹivˌpɔ͡ɚt
shreves	ˈʃɹivz
shrewd	ˈʃɹud
shrewdest	ˈʃɹuɾəst
shrewdly	ˈʃɹudli
shrewdness	ˈʃɹudnəs
shrewsberry	ˈʃɹuzˌbɛɹi
shrewsbury	ˈʃɹuzˌbɛɹi
shri	ˈʃɹi
shriber	ˈʃɹa͡ɪbɚ
shribman	ˈʃɹɪbmn̩
shrider	ˈʃɹa͡ɪɾɚ
shriek	ˈʃɹik
shrieked	ˈʃɹikt
shrieking	ˈʃɹikɪŋ
shrieks	ˈʃɹiks
shrift	ˈʃɹɪft
shrikant	ˌʃɹiˈkɑnt
shrikelike	ˈʃɹa͡ɪkˌla͡ɪk
shrill	ˈʃɹɪɫ
shrimp	ˈʃɹɪmp
shrimps	ˈʃɹɪmps
shrimper	ˈʃɹɪmpɚ
shrimpers	ˈʃɹɪmpɚz
shrine	ˈʃɹa͡ɪn
shriner	ˈʃɹa͡ɪnɚ
shriners	ˈʃɹa͡ɪnɚz
shrines	ˈʃɹa͡ɪnz
shrink	ˈʃɹɪŋk
shrinkage	ˈʃɹɪŋkɪʤ
shrinking	ˈʃɹɪŋkɪŋ
shrinks	ˈʃɹɪŋks
shrivel	ˈʃɹɪvɫ̩
shriveled	ˈʃɹɪvɫ̩d
shriveling	ˈʃɹɪvəlɪŋ
shriver	ˈʃɹa͡ɪvɚ
shrock	ˈʃɹɑk
shrode	ˈʃɹod
shroff	ˈʃɹɑf
shrontz	ˈʃɹɑnts
shropshire	ˈʃɹɑpˌʃa͡ɪɚ
shroud	ˈʃɹa͡ʊd
shrouded	ˈʃɹa͡ʊɾəd
shrouding	ˈʃɹa͡ʊɾɪŋ
shrouds	ˈʃɹa͡ʊdz
shrout	ˈʃɹa͡ʊt
shroyer	ˈʃɹɔ͡ɪɚ
shrub	ˈʃɹʌb
shrubbery	ˈʃɹʌbəɹi
shrubby	ˈʃɹʌbi
shrublike	ˈʃɹʌbˌla͡ɪk
shrubs	ˈʃɹʌbz
shrug	ˈʃɹʌg
shrugged	ˈʃɹʌgd
shrugging	ˈʃɹʌgɪŋ
shrugs	ˈʃɹʌgz
shrum	ˈʃɹʌm
shrunk	ˈʃɹʌŋk
shrunken	ˈʃɹʌŋkn̩
shryock	ˈʃɹa͡ɪɑk
shtick	ˈʃtɪk
shu	ˈʃu
shuart	ˈʃuɚt
shubert	ˈʃubɚt
shubin	ˈʃuˌbɪn
shuchman	ˈʃʌkmn̩
shuck	ˈʃʌk
shucked	ˈʃʌkt
shucking	ˈʃʌkɪŋ
shucks	ˈʃʌks
shuda	ˈʃuɾə
shudder	ˈʃʌɾɚ
shuddered	ˈʃʌɾɚd
shuddering	ˈʃʌɾəɹɪŋ
shudders	ˈʃʌɾɚz
shue	ˈʃu
shuey	ˈʃui
shufelt	ˈʃufɛɫt
shuff	ˈʃʌf
shuffield	ˈʃʌˌfiɫd
shuffle	ˈʃʌfɫ̩
shuffled	ˈʃʌfɫ̩d
shuffler	ˈʃʌfəlɚ
shufflers	ˈʃʌfəlɚz
shuffles	ˈʃʌfɫ̩z
shuffling	ˈʃʌflɪŋ
