#name Spanish
#lang spa
abad	aˈβað
viciente	biˈθjente
vicin	ˈbiθin
vicondoa	bikonˈdoa
vic	ˈbik
vic_telehome	bikˈtelixowm
víctor_andrés_belaúnde	ˈbiktoɾanˈdɾezβelaˈunde
víctor_de_la_serna	ˈbiktoɾðelaˈseɾna
víctor_gil	ˈbiktoɾˈxil
víctor_gonzález	ˈbiktoɾɣonˈθaleθ
víctor_hugo	ˈbiktoɾˈuɣo
victoriana	biktoˈɾjana
victoriano	biktoˈɾjano
victoria	bikˈtoɾja
victoria_valores	bikˈtoɾjaβaˈloɾes
victorino_bayo	biktoˈɾinoˈβaʤo
victorino_berrero	biktoˈɾinoβeˈreɾo
victorino	biktoˈɾino
victorio	bikˈtoɾjo
víctor_lleo	ˈbiktoɾˈʎeo
victor_manuel_iii	ˈbiktoɾmaˈnwelteɾˈθeɾo
víctor	ˈbiktoɾ
vidacal	biðaˈkal
vidalet	biðaˈleð
vidallé	biðaˈʎe
vidallet	biðaˈʤeð
vidallor	biðaˈʤoɾ
vidalo	biˈðalo
vidal	biˈðal
vidángoz	biˈðaŋɡoθ
vidauba	biˈðawβa
videllet	biðeˈʤeð
vidil	biˈðil
vid	ˈbið
vidrala	biˈðɾala
vidra	ˈbiðɾa
vidre	ˈbiðɾe
vidriales	biˈðɾjales
vidriería	biðɾjeˈɾia
vidrier	biˈðɾjeɾ
vieba	ˈbjeβa
viego	ˈbjeɣo
vieguer	bjeˈɣeɾ
vieina	ˈbjejna
vieira	ˈbjejɾa
vieiros	ˈbjejɾos
vieja_de_pinto	ˈbjexaðeˈpinto
viejas	ˈbjexas
viejo_a_la_cantera_de_la_inmaculada	ˈbjexoalakanˈteɾaðelaimmakuˈlaða
viejo_de_alcobendas_a_barajas	ˈbjexoðealkoˈβendasaβaˈɾaxas
viejo_de_alcorcon	ˈbjexoðealkoɾˈkon
viejo_de_barajas_a_valdecarros	ˈbjexoðeβaˈɾaxasaβaldeˈkaros
viejo_de_burgos	ˈbjexoðeˈβuɾɣos
viejo_de_carabanchel_a_villaverde_y_getafe	ˈbjexoðekaɾaβanˈʧelaβiʎaˈβeɾðejxeˈtafe
viejo_de_colmenar_viejo_a_alcobendas	ˈbjexoðekolmeˈnaɾˈβjexoaalkoˈβendas
viejo_de_coslada_a_barajas	ˈbjexoðekozˈlaðaaβaˈɾaxas
viejo_de_getafe_a_villaverde	ˈbjexoðexeˈtafeaβiʎaˈβeɾðe
viejo_de_hortaleza_a_alcobendas	ˈbjexoðeoɾtaˈleθaaalkoˈβendas
viejo_de_hortaleza	ˈbjexoðeoɾtaˈleθa
viejo_de_la_casa_de_eulogio	ˈbjexoðelaˈkasaðeewˈloxjo
viejo_del_cura	ˈbjexoðelˈkuɾa
viejo_de_san_fernando_de_henares	ˈbjexoðeˈsamfeɾˈnandoðeeˈnaɾes
viejo_de_valdelamasa_al_castillo_de_viñuelas	ˈbjexoðeβaldelaˈmasaalkasˈtiʎoðeβiˈɲwelas
viejo_de_vallecas_a_rivas_del_jarama	ˈbjexoðeβaˈʎekasaˈriβazðelxaˈɾama
viejo_de_vallecas_a_vaciamadrid	ˈbjexoðeβaˈʎekasaβaθjamaˈðɾið
viejo_de_vallecas	ˈbjexoðeβaˈʎekas
viejo_de_vicalvaro	ˈbjexoðeβikalˈβaɾo
viejo_de_villaverde	ˈbjexoðeβiʎaˈβeɾðe
viejo	ˈbjexo
viella	ˈbjeʎa
vielma	ˈbjelma
viena	ˈbjena
vienet	bjeˈneð
vienna	ˈbjena
vientiane	bjenˈtjane
vientos	ˈbjentos
viento	ˈbjento
vieras	ˈbjeɾas
viera_y_clavijo	ˈbjeɾajklaˈβixo
vierma	ˈbjeɾma
viernes	ˈbjeɾnes
viertel	bjeɾˈtel
viesgo	ˈbjezɣo
viesgo_generación	ˈbjezɣoxeneɾaˈθjon
vieson	ˈbjeson
vies	ˈbjes
vieta	ˈbjeta
vietnam	bjeðˈnam
vieto	ˈbjeto
vieves	ˈbjeβes
viganego	biɣaˈneɣo
vigano	biˈɣano
vigar	biˈɣaɾ
vigeriego	bixeˈɾjeɣo
viger	biˈxeɾ
vigier	biˈxjeɾ
vigilante	bixiˈlante
vigil	biˈxil
vigi	ˈbiʤi
vigon	ˈbiɣon
vigordan	biˈɣoɾðan
vigorinversion	biɣoɾimˈbeɾsjon
vigoros	biˈɣoɾos
vigor	biˈɣoɾ
vigo	ˈbiɣo
vigrana	biˈɣɾana
vigue	ˈbiɡe
viguera	biˈɣeɾa
vigues	ˈbiɣes
viguet	biˈɣeð
vikinvest	bikimˈbezð
vilabru	biˈlaβɾu
vilacasa_de_inversiones	bilaˈkasaðeimbeɾˈsjones
vilacha	biˈlaʧa
vila	ˈbila
vilaclara	bilaˈklaɾa
vilacoro	bilaˈkoɾo
vilacut	bilaˈkuð
vila_da_igrexa	ˈbilaˈðaiˈɣɾeɣsa
viladame	bilaˈðame
viladas	biˈlaðas
viladecas	bilaˈðekas
vila_de_cruces	ˈbilaðeˈkɾuθes
viladegot	bilaðeˈɣoð
vilademunt	bilaðeˈmund
viladerams	bilaðeˈɾams
viladesau	bilaðeˈsaw
viladevall	bilaðeˈβaʤ
viladiu	bilaˈðju
viladomat	bilaðoˈmað
viladomín	bilaðoˈmin
viladons	bilaˈðons
viladot	bilaˈðoð
viladrau	biˈlaðɾaw
viladrosa	bilaˈðɾosa
vilaespasa	bilaesˈpasa
vilaflor	bilaˈfloɾ
vilafort	bilaˈfoɾð
vilagarcía_de_arousa	bilaɣaɾˈθiaðeaˈɾowsa
vilagran	biˈlaɣɾan
vilagrant	bilaˈɣɾand
vilagra	biˈlaɣɾa
vilagrau	bilaˈɣɾaw
vilagrosa	bilaˈɣɾosa
vilagut	bilaˈɣuð
vilaita	biˈlajta
vilajeliu	bilaʤeˈlju
vilajoana	bilaʤuˈana
vilajuana	bilaˈxwana
vilajuan	biˈlaxwan
vilalba	biˈlalβa
vilaldach	bilalˈdaʧ
vilallave	bilaˈʤaβe
vilallonga	bilaˈʤoŋɡa
vilaltella	bilalˈteʤa
vilalte	biˈlalte
vilalto	biˈlalto
vilamal	bilaˈmal
vilamaña	bilaˈmaɲa
vilamañe	bilaˈmaɲe
vilamartín_de_valdeorras	bilamaɾˈtindeβaldeˈoras
vilamarxant	bilamaɾˈʧand
vilamasana	bilamaˈsana
vilamayor	bilamaˈʤo
vilamitjana	bilamiðˈʤana
vilamo	biˈlamo
vilamosa	bilaˈmosa
vilamu	biˈlamu
vilamur	bilaˈmuɾ
vilanajo	bilaˈnaxo
vilano	biˈlano
vilanou	bilaˈnow
vilanova_de_alcolea	bilaˈnoβaðealkoˈlea
vilanova_de_arousa	bilaˈnoβaðeaˈɾowsa
vilanova_de_lourenzá	bilaˈnoβaðelowɾenˈθa
vilanova	bilaˈnoβa
vilanueva	bilaˈnweβa
vilapana	bilaˈpana
vilapensi	bilaˈpensi
vilapiño	bilaˈpiɲo
vilaplanta	bilaˈplanta
vilapreño	bilaˈpɾeɲo
vilapriño	bilaˈpɾiɲo
vilapua	biˈlapwa
vilarasau	bilaɾaˈsaw
vilarchao	bilaɾˈʧao
vilardaga	bilaɾˈðaɣa
vilar_de_barrio	biˈlaɾðeˈβarjo
vilar_de_donas	biˈlaɾðeˈðonas
vilardeli	bilaɾˈdeli
vilar_de_santos	biˈlaɾðeˈsantos
vilardevós	bilaɾðeˈβos
vilardosa	bilaɾˈðosa
vila_real	ˈbilareˈal
vila-real_de_los_infantes	bilaɾeˈaldelosimˈfantes
vilaredas	bilaˈɾeðas
vilargonte	bilaɾˈɣonte
vilariño_de_conso	bilaˈɾiɲoðeˈkonso
vilarin	biˈlaɾin
vilarmau	bilaɾˈmaw
vilaroig	bilaˈɾojɣ
vilaros	biˈlaɾos
vilarsal	bilaɾˈsal
vilarubias	bilaˈɾuβjas
vilarubla	bilaˈɾuβla
vilasau	bilaˈsaw
vilaseca	bilaˈseka
vilaseco	bilaˈseko
vilasero	bilaˈseɾo
vilasetru	bilaˈsetɾu
vilasis	biˈlasis
vilasoa	bilaˈsoa
vilasol	bilaˈsol
vilaspasa	bilasˈpasa
vilas	ˈbilas
vilatarna	bilaˈtaɾna
vilatarsana	bilataɾˈsana
vilatino	bilaˈtino
vilatoli	bilaˈtoli
vilato	biˈlato
vilatova	bilaˈtoβa
vilatuba	bilaˈtuβa
vilaubi	biˈlawβi
vilavendrell	bilaβenˈdɾeʎ
vilavert	bilaˈβeɾð
vilba	ˈbilβa
vilber	bilˈβeɾ
vilches	ˈbilʧes
vileda	biˈleða
vilellas	biˈleʤas
vilelo	biˈlelo
vilens	biˈlens
vilesa	biˈlesa
vileta	biˈleta
vilet	biˈleð
vilfredo	bilˈfɾeðo
vilimelis	biliˈmelis
villaamil	biʎaaˈmil
villablanca	biʎaˈβlaŋka
villablino	biʎaˈβlino
villabol	biʎaˈβol
villabona	biʎaˈβona
villabrágima	biʎaˈβɾaxima
villabriga	biʎaˈβɾiɣa
villabuena_del_puente	biʎaˈβwenaðelˈpwente
villacampa	biʎaˈkampa
villacampos	biʤaˈkampos
villacañas	biʎaˈkaɲas
villacarlos	biʎaˈkaɾlos
villacarriedo	biʎakaˈrjeðo
villacarrillo	biʎakaˈriʎo
villacastín	biʎakasˈtin
villach	biˈʎak
villacid_de_campos	biʎaˈθiððeˈkampos
villaciervos	biʎaˈθjeɾβos
villaclara	biʤaˈklaɾa
villacoba	biʤaˈkoβa
villaconejos_de_trabaque	biʎakoˈnexozðetɾaˈβake
villaconejos	biʎakoˈnexos
villacrosa	biʤaˈkɾosa
villada	biˈʎaða
villadangos_del_páramo	biʎaˈðaŋɡozðelˈpaɾamo
villa_de_arbancón	ˈbiʎaðeaɾβaŋˈkon
villa_de_churriana	ˈbiʎaðeʧuˈrjana
villa_del_prado	ˈbiʎaðelˈpɾaðo
villadelprat	biʤaðelˈpɾað
villa_del_río	ˈbiʎaðelˈrio
villa_de_marín	ˈbiʎaðemaˈɾin
villa_de_parís	ˈbiʎaðepaˈɾis
villadepera	biʎaðeˈpeɾa
villa_de_pons	ˈbiʎaðeˈpons
villa_de_rota	ˈbiʎaðeˈrota
villadescusa	biʤaðesˈkusa
villa_de_ves	ˈbiʎaðeˈβes
villadiego	biʎaˈðjeɣo
villadoz	biʎaˈðoθ
villaeles_de_valdavia	biʎaˈelezðeβalˈdaβja
villaesc	biʤaˈesk
villaescusa_de_haro	biʎaesˈkusaðeˈaɾo
villaescusa_la_sombría	biʎaesˈkusalasomˈbɾia
villaescusa	biʎaesˈkusa
villafáfila	biʎaˈfafila
villafamés	biʎafaˈmes
villafeliche	biʎafeˈliʧe
villaflores	biʎaˈfloɾes
villafranca_de_bonany	biʎaˈfɾaŋkaðeβoˈnaɲ
villafranca_de_córdoba	biʎaˈfɾaŋkaðeˈkoɾðoβa
villafranca_de_ebro	biʎaˈfɾaŋkaðeˈeβɾo
villafranca_del_bierzo	biʎaˈfɾaŋkaðelˈβjeɾθo
villafranca_del_campo	biʎaˈfɾaŋkaðelˈkampo
villafranca_del_cid	biʎaˈfɾaŋkaðelˈθið
villafranca_de_los_barros	biʎaˈfɾaŋkaðelozˈβaros
villafranca_de_los_caballeros	biʎaˈfɾaŋkaðeloskaβaˈʎeɾos
villafranca_de_montes_de_oca	biʎaˈfɾaŋkaðeˈmontezðeˈoka
villafranca-montes_de_oca	biʎafɾaŋkaˈmontezðeˈoka
villafranca	biʎaˈfɾaŋka
villafranco_del_guadalquivir	biʎaˈfɾaŋkoðelɣwaðalkiˈβiɾ
villafrechos	biʎaˈfɾeʧos
villafría	biʎaˈfɾia
villafruela	biʎaˈfɾwela
villafuerte	biʎaˈfweɾte
villafu	biˈʤafu
villagarcía_de_arosa	biʎaɣaɾˈθiaðeaˈɾosa
villagarcía_de_campos	biʎaɣaɾˈθiaðeˈkampos
villagarcía_de_la_torre	biʎaɣaɾˈθiaðelaˈtore
villagarcía_del_llano	biʎaɣaɾˈθiaðelˈʎano
villagarcía	biʎaɣaɾˈθia
villagas	biˈʤaɣas
villager	biʎaˈxeɾ
villagestión_el_paraíso	biʎaxesˈtjonelpaɾaˈiso
villagonzalo	biʎaɣonˈθalo
villagraz	biʤaˈɣɾaθ
villagreces	biʤaˈɣɾeθes
villagrosa	biʎaˈɣɾosa
villaharta	biʎaˈaɾta
villahermosa	biʎaeɾˈmosa
villahermosa_del_campo	biʎaeɾˈmosaðelˈkampo
villahermosa_del_río	biʎaeɾˈmosaðelˈrio
villaherreros	biʎaeˈreɾos
villahizán	biʎajˈθan
villahoz	biʎaˈoθ
villaizan	biˈʎajθan
villajimena	biʎaxiˈmena
villajoyosa	biʎaxoˈʤosa
villajuana	biʎaˈxwana
villalán	biʤaˈlan
villalar_de_los_comuneros	biʎaˈlaɾðeloskomuˈneɾos
villalar	biʎaˈlaɾ
villalazán	biʎalaˈθan
villalba_de_duero	biˈʎalβaðeˈðweɾo
villalba_de_guardo	biˈʎalβaðeˈɣwaɾðo
villalba_del_alcor	biˈʎalβaðelalˈkoɾ
villalba_de_la_sierra	biˈʎalβaðelaˈsjera
villalba_de_los_alcores	biˈʎalβaðelosalˈkoɾes
villalba_de_los_barros	biˈʎalβaðelozˈβaros
villalba_del_rey	biˈʎalβaðelˈrej
villalba_de_rioja	biˈʎalβaðeˈrjoxa
villalba	biˈʤalβa
villalbilla	biʎalˈβiʎa
villalbí	biʤalˈβi
villalcampo	biʎalˈkampo
villalcázar_de_sirga	biʎalˈkaθaɾðeˈsiɾɣa
villalengua	biʎaˈleŋɡwa
villalgordo_del_júcar	biʎalˈɣoɾðoðelˈxukaɾ
villalgordo_del_marquesado	biʎalˈɣoɾðoðelmaɾkeˈsaðo
villalmanzo	biʎalˈmanθo
villalmarzo	biʤaˈmaɾθo
villalobos	biʎaˈloβos
villalón_de_campos	biʎaˈlondeˈkampos
villalonga	biʎaˈloŋɡa
villalongo	biʤaˈloŋɡo
villalonsa	biʤaˈlonsa
villalonso	biʎaˈlonso
villalón	biʎaˈlon
villalpando	biʎalˈpando
villalpardo	biʎalˈpaɾðo
villaluenga_de_la_sagra	biʎaˈlweŋɡaðelaˈsaɣɾa
villaluenga_del_rosario	biʎaˈlweŋɡaðelroˈsaɾjo
villalumbroso	biʎalumˈbɾoso
villalustre	biʤaˈlustɾe
villalva	biˈʤalβa
villamajor	biʎamaˈʤo
villamalea	biʎamaˈlea
villamañán	biʎamaˈɲan
villamando	biʤaˈmando
villamandos	biʎaˈmandos
villamanín	biʎamaˈnin
villamanrique	biʎamanˈrike
villamanrique_de_la_condesa	biʎamanˈrikeðelakonˈdesa
villamanta	biʎaˈmanta
villamartín	biʎamaɾˈtin
villamartín_de_campos	biʎamaɾˈtindeˈkampos
villamate	biʤaˈmate
villamayor	biʎamaˈʤoɾ
villamayor_de_calatrava	biʎamaˈʤoɾðekalaˈtɾaβa
villamayor_de_campos	biʎamaˈʤoɾðeˈkampos
villamayor_de_santiago	biʎamaˈʤoɾðesanˈtjaɣo
villamayor_de_treviño	biʎamaˈʤoɾðetɾeˈβiɲo
villamazares	biʤamaˈθaɾes
villamediana	biʎameˈðjana
villamediana_de_iregua	biʎameˈðjanaðeiˈɾeɣwa
villamejil	biʎameˈxil
villamel	biʤaˈmel
villamena	biʤaˈmena
villamesías	biʎameˈsias
villamiel	biʎaˈmjel
villamiel_de_caceres	biʎaˈmjeldekaˈθeɾes
villamil	biʤaˈmil
villamizal	biʤamiˈθal
villa_montes	ˈbiʎaˈmontes
villamor_de_los_escuderos	biʎaˈmoɾðeloseskuˈðeɾos
villamos	biˈʤamos
villamuelas	biʎaˈmwelas
villamuriel_de_cerrato	biʎamuˈɾjeldeθeˈrato
villamur	biʤaˈmuɾ
villana	biˈʤana
villandry_de_inversiones	biˈʎandɾiðeimbeɾˈsjones
villangómez	biʤaŋˈɡomeθ
villani	biˈʤani
villano	biˈʤano
villán	biˈʎan
villanúa	biʎaˈnua
villanubla	biʎaˈnuβla
villanueva_de_alcardete	biʎaˈnweβaðealkaɾˈðete
villanueva_de_alcorón	biʎaˈnweβaðealkoˈɾon
villanueva_de_algaidas	biʎaˈnweβaðealˈɣajðas
villanueva_de_argaño	biʎaˈnweβaðeaɾˈɣaɲo
villanueva_de_arosa	biʎaˈnweβaðeaˈɾosa
villanueva_de_bogas	biʎaˈnweβaðeˈβoɣas
villanueva_de_cameros	biʎaˈnweβaðekaˈmeɾos
villanueva_de_castellón	biʎaˈnweβaðekasteˈʎon
villanueva_de_córdoba	biʎaˈnweβaðeˈkoɾðoβa
villanueva_de_gállego	biʎaˈnweβaðeˈɣaʎeɣo
villanueva_de_gómez	biʎaˈnweβaðeˈɣomeθ
villanueva_de_la_cañada	biʎaˈnweβaðelakaˈɲaða
villanueva_de_la_concepción	biʎaˈnweβaðelakonθepˈθjon
villanueva_de_la_fuente	biʎaˈnweβaðelaˈfwente
villanueva_de_la_jara	biʎaˈnweβaðelaˈxaɾa
villanueva_de_la_reina	biʎaˈnweβaðelaˈrejna
villanueva_del_arzobispo	biʎaˈnweβaðelaɾθoˈβispo
villanueva_de_las_cruces	biʎaˈnweβaðelasˈkɾuθes
villanueva_de_la_serena	biʎaˈnweβaðelaseˈɾena
villanueva_de_la_sierra	biʎaˈnweβaðelaˈsjera
villanueva_de_las_torres	biʎaˈnweβaðelasˈtores
villanueva_de_la_vera	biʎaˈnweβaðelaˈβeɾa
villanueva_del_campo	biʎaˈnweβaðelˈkampo
villanueva_del_duque	biʎaˈnweβaðelˈduke
villanueva_del_fresno	biʎaˈnweβaðelˈfɾezno
villanueva_de_los_castillejos	biʎaˈnweβaðeloskastiˈʎexos
villanueva_de_los_infantes	biʎaˈnweβaðelosimˈfantes
villanueva_del_rey	biʎaˈnweβaðelˈrej
villanueva_del_río_segura	biʎaˈnweβaðelˈrioseˈɣuɾa
villanueva_del_río_y_minas	biʎaˈnweβaðelˈriojˈminas
villanueva_del_rosario	biʎaˈnweβaðelroˈsaɾjo
villanueva_del_trabuco	biʎaˈnweβaðeltɾaˈβuko
villanueva_de_mesía	biʎaˈnweβaðemeˈsia
villanueva_de_san_carlos	biʎaˈnweβaðeˈsaŋˈkaɾlos
villanueva_de_san_juan	biʎaˈnweβaðeˈsaŋˈxwan
villanueva_de_tapia	biʎaˈnweβaðeˈtapja
villanueva_de_valdegovia	biʎaˈnweβaðeβaldeˈɣoβja
villanueva	biʎaˈnweβa
villanuño_de_valdavia	biʎaˈnuɲoðeβalˈdaβja
villapalacios	biʎapaˈlaθjos
villapalos	biʤaˈpalos
villapol	biʤaˈpol
villaquejida	biʎakeˈxiða
villaquilambre	biʎakiˈlambɾe
villaquiran	biʎaˈkiɾan
villaralbo	biʎaˈɾalβo
villaralto	biʎaˈɾalto
villaraso	biˈʤaɾaso
villarcayo	biʎaɾˈkaʤo
villarcusa	biʤaɾˈkusa
villar_de_cañas	biˈʎaɾðeˈkaɲas
villar_de_chinchilla	biˈʎaɾðeʧinˈʧiʎa
villar_de_ciervo	biˈʎaɾðeˈθjeɾβo
villardeciervos	biʎaɾðeˈθjeɾβos
villardefrades	biʎaɾðeˈfɾaðes
villardefrancos	biʤaɾðeˈfɾaŋkos
villar_del_arzobispo	biˈʎaɾðelaɾθoˈβispo
villar_de_la_yegua	biˈʎaɾðelaˈʤeɣwa
villar_del_buey	biˈʎaɾðelˈβwej
villar_del_cobo	biˈʎaɾðelˈkoβo
villar_del_humo	biˈʎaɾðelˈumo
villardell	biʎaɾˈðeʤ
villar_del_olmo	biˈʎaɾðelˈolmo
villar_de_los_barrios	biˈʎaɾðelozˈβarjos
villar_de_los_navarros	biˈʎaɾðeloznaˈβaros
villar_del_pedroso	biˈʎaɾðelpeˈðɾoso
villar_del_pozo	biˈʎaɾðelˈpoθo
villar_del_rey	biˈʎaɾðelˈrej
villar_del_salz	biˈʎaɾðelˈsalθ
villar_de_olalla	biˈʎaɾðeoˈlaʎa
villar_de_peralonso	biˈʎaɾðepeɾaˈlonso
villar_de_rena	biˈʎaɾðeˈrena
villar_de_torre	biˈʎaɾðeˈtore
villardino	biʤaɾˈðino
villardompardo	biʎaɾðomˈpaɾðo
villardondiego	biʎaɾðonˈdjeɣo
villarejo_de_fuentes	biʎaˈɾexoðeˈfwentes
villarejo_de_montalbán	biʎaˈɾexoðemontalˈβan
villarejo_de_órbigo	biʎaˈɾexoðeˈoɾβiɣo
villarejo_de_salvanés	biʎaˈɾexoðesalβaˈnes
villarejo	biʤaˈɾexo
villarejos	biʎaˈɾexos
villarente	biʎaˈɾente
villares_de_la_reina	biˈʎaɾezðelaˈrejna
villares	biˈʤaɾes
villaret	biʤaˈɾeð
villargordo	biʎaɾˈɣoɾðo
villargordo_del_cabriel	biʎaɾˈɣoɾðoðelkaˈβɾjel
villariego	biʤaˈɾjeɣo
villariezo	biʤaˈɾjeθo
villarin_inversiones	biˈʎaɾinimbeɾˈsjones
villarino_de_los_aires	biʎaˈɾinoðelosˈajɾes
villariz	biʤaˈɾiθ
villarluengo	biʎaɾˈlweŋɡo
villarmarin	biʤaɾˈmaɾin
villaronga	biʤaˈɾoŋɡa
villaroya	biʎaˈɾoʤa
villar	biˈʤaɾ
villarquemado	biʎaɾkeˈmaðo
villarquidez	biʤaɾkiˈðeθ
villarramiel	biʎaraˈmjel
villarrasa	biʎaˈrasa
villarreal	biʎareˈal
villarreal_de_huerva	biʎareˈaldeˈɣweɾβa
villarrín_de_campos	biʎaˈrindeˈkampos
villarrobledo	biʎaroˈβleðo
villarrodrigo	biʎaroˈðɾiɣo
villarrosa	biʎaˈrosa
villarroya	biʎaˈroʤa
villarroya_de_la_sierra	biʎaˈroʤaðelaˈsjera
villarroya_de_los_pinares	biʎaˈroʤaðelospiˈnaɾes
villarrubia_de_los_ojos	biʎaˈruβjaðelosˈoxos
villarrubia_de_santiago	biʎaˈruβjaðesanˈtjaɣo
villarrubio	biʎaˈruβjo
villars_del_saz	ˈbiʎaɾzðelˈsaθ
villarta_de_los_montes	biˈʎaɾtaðelozˈmontes
villarta_de_san_juan	biˈʎaɾtaðeˈsaŋˈxwan
villarta	biˈʎaɾta
villarte	biˈʤaɾte
villart	biˈʤaɾð
villarubla	biʤaˈɾuβla
villasal	biʤaˈsal
villasana_de_mena	biʎaˈsanaðeˈmena
villasandino	biʎasanˈdino
villasante_de_montija	biʎaˈsanteðemonˈtixa
villasanz	biʤaˈsanθ
villasarracino	biʎasaraˈθino
villasayas	biʎaˈsaʤas
villasbuenas	biʎazˈβwenas
villasclaras	biʤasˈklaɾas
villascuerna	biʤasˈkweɾna
villasdardo	biʎazˈðaɾðo
villaseca_de_laciana	biʎaˈsekaðelaˈθjana
villaseca_de_la_sagra	biʎaˈsekaðelaˈsaɣɾa
villaseco_de_los_gamitos	biʎaˈsekoðelozɣaˈmitos
villaseco_de_los_reyes	biʎaˈsekoðelozˈreʤes
villaseco_del_pan	biʎaˈsekoðelˈpan
villasecuna	biʎaseˈkuna
villasecusa	biʤaseˈkusa
villasegura	biʤaseˈɡuɾa
villasequilla_de_yepes	biʎaseˈkiʎaðeˈʤepes
villasevill	ˈbiʎ
villasilos	biʎaˈsilos
villasol	biʤaˈsol
villasrubias	biʎazˈruβjas
villastar	biʎasˈtaɾ
villa	ˈbiʎa
villastres	biˈʤastɾes
villasur_de_herreros	biʎaˈsuɾðeeˈreɾos
villata	biˈʤata
villatobas	biʎaˈtoβas
villatoro	biʎaˈtoɾo
villatoros	biʤaˈtoɾos
villatovas	biʤaˈtoβas
villatoya	biʎaˈtoʤa
villatuerta	biʎaˈtweɾta
villaturiel	biʎatuˈɾjel
villaumbrales	biʎawmˈbɾales
villavaliente	biʎaβaˈljente
villa_vallecas	ˈbiʎaβaˈʎekas
villava	biˈʎaβa
villavelayo	biʎaβeˈlaʤo
villavendimio	biʎaβenˈdimjo
villaverde_a_carabanchel	biʎaˈβeɾðeakaɾaβanˈʧel
villaverde_a_perales_del_río	biʎaˈβeɾðeapeˈɾalezðelˈrio
villaverde_a_vallecas	biʎaˈβeɾðeaβaˈʎekas
villaverde_de_guadalimar	biʎaˈβeɾðeðeɣwaðaliˈmaɾ
villaverde_del_río	biʎaˈβeɾðeðelˈrio
villaverde	biʤaˈβeɾðe
villaverde_y_pasaconsol	biʎaˈβeɾðejpasakonˈsol
villaverd	biʤaˈβeɾð
villavert	biʤaˈβeɾð
villaverve	biʤaˈβeɾβe
villaveza	biʎaˈβeθa
villaviciosa_de_asturias	biʎaβiˈθjosaðeasˈtuɾjas
villaviciosa_de_córdoba	biʎaβiˈθjosaðeˈkoɾðoβa
villaviciosa_de_odón	biʎaβiˈθjosaðeoˈðon
villaviciosa	biʎaβiˈθjosa
villavieja_del_lozoya	biʎaˈβjexaðelloˈθoʤa
villavieja_de_yeltes	biʎaˈβjexaðeˈʤeltes
villavieja	biʎaˈβjexa
villaviudas	biʎaˈβjuðas
villayón	biʎaˈʤon
villazanzo_de_valderaduey	biʎaˈθanθoðeβaldeˈɾaðwej
villegas	biˈʎeɣas
villelas	biˈʤelas
villel	biˈʎel
villellas	biˈʤeʤas
villemur	biʤeˈmuɾ
villena	biˈʎena
villeneuve	biʤeˈnewβe
villengas	biˈʤeŋɡas
villerías	biʎeˈɾias
villescas	biˈʤeskas
villet	biˈʤeð
villier	biˈʤjeɾ
villódrez	biˈʤoðɾeθ
villoldo	biˈʎoldo
villo	ˈbiʤo
villora	biˈʎoɾa
villorbina	biʤoɾˈβina
villordo	biˈʤoɾðo
villore	biˈʤoɾe
villoresi	biʤoˈɾesi
villores	biˈʤoɾes
villoria	biˈʎoɾja
villoriego	biʤoˈɾjeɣo
villoruela	biʎoˈɾwela
villoslada	biʎozˈlaða
villoslado	biʤozˈlaðo
vill	ˈbiʎ
villronga	biʎˈɾoŋɡa
villuercas	biˈʎweɾkas
villumbrales	biʤumˈbɾales
villurbina	biʤuɾˈβina
villvendas	biʎˈβendas
villver	biʎˈβeɾ
vilma	ˈbilma
vilna	ˈbilna
vilnius	ˈbilnjus
viloca	biˈloka
vilomara	biloˈmaɾa
vilo	ˈbilo
vilorbina	biloɾˈβina
viloria_de_la_rioja	biˈloɾjaðelaˈrjoxa
vilor	biˈloɾ
vilosa	biˈlosa
vilosell	biloˈseʎ
vilouta	biˈlowta
vilplana	bilˈplana
vilumara	biluˈmaɾa
vilumera	biluˈmeɾa
vilurbina	biluɾˈβina
viluvi	biˈluβi
vilver	bilˈβeɾ
vilvestre	bilˈβestɾe
vima	ˈbima
vimianzo	biˈmjanθo
vim	ˈbim
viñablés	biɲaˈβles
vinaceite	binaˈθejte
vinadell	binaˈðeʤ
vina_del_mar	ˈbinaðelˈmaɾ
viña_del_mar	ˈbiɲaðelˈmaɾ
vinadel	binaˈðel
vinade	biˈnaðe
vinagreras	binaˈɣɾeɾas
vinaja	biˈnaxa
viñalls	biˈɲaʎs
vinalopó	binaloˈpo
vinal	biˈnal
viñamata	biɲaˈmata
viñan	ˈbijan
viñao	biˈɲao
vina	ˈbina
vinarós	binaˈɾos
vinarús	binaˈɾos
vinaroz	binaˈɾoθ
viñarta	biˈɲaɾta
viñas_del_pardo	ˈbiɲazðelˈpaɾðo
viña	ˈbiɲa
vinat	biˈnað
viña_virgen	ˈbiɲaˈβiɾxen
vinca	ˈbiŋka
vincelle	binˈθel
vinci	ˈbinθi
vincit-93	binˈθiðnoβentajˈtɾes
vincke_investments	ˈbiŋkeimˈbezmens
vincon	ˈbiŋkon
vindro	ˈbindɾo
viñedos	biˈɲeðos
viñegra	biˈɲeɣɾa
vineis	ˈbinejs
vinent	biˈnend
vines	ˈbines
viñeta	biˈɲeta
viñet	biˈɲeð
vinet	biˈneð
viñets	biˈɲets
vingut	biŋˈɡuð
vinicio	biˈniθjo
