A	ʔaː
zerknautschtet	ʦɛʀˈknaʊtʃtət
zerknirscht	ʦɛʀˈknɪʀʃt
zerknirschte	ʦɛʀˈknɪʀʃtə
zerknirschtem	ʦɛʀˈknɪʀʃtəm
zerknirschten	ʦɛʀˈknɪʀʃtən
zerknirschter	ʦɛʀˈknɪʀʃtəʀ
zerknirschtere	ʦɛʀˈknɪʀʃtəʀə
zerknirschterem	ʦɛʀˈknɪʀʃtəʀəm
zerknirschteren	ʦɛʀˈknɪʀʃtəʀən
zerknirschterer	ʦɛʀˈknɪʀʃtəʀəʀ
zerknirschteres	ʦɛʀˈknɪʀʃtəʀəs
zerknirschtes	ʦɛʀˈknɪʀʃtəs
zerknirschtest	ʦɛʀˈknɪʀʃtəst
zerknirschteste	ʦɛʀˈknɪʀʃtəstə
zerknirschtestem	ʦɛʀˈknɪʀʃtəstəm
zerknirschtesten	ʦɛʀˈknɪʀʃtəstən
zerknirschtester	ʦɛʀˈknɪʀʃtəstəʀ
zerknirschtestes	ʦɛʀˈknɪʀʃtəstəs
zerknirschtst	ʦɛʀˈknɪʀʃʦt
zerknirschtste	ʦɛʀˈknɪʀʃʦtə
zerknirschtstem	ʦɛʀˈknɪʀʃʦtəm
zerknirschtsten	ʦɛʀˈknɪʀʃʦtən
zerknirschtster	ʦɛʀˈknɪʀʃʦtəʀ
zerknirschtstes	ʦɛʀˈknɪʀʃʦtəs
zerknittere	ʦɛʀˈknɪtəʀə
zerknittern	ʦɛʀˈknɪtəʀn
zerknitternd	ʦɛʀˈknɪtəʀnt
zerknitterst	ʦɛʀˈknɪtəʀst
zerknittert	ʦɛʀˈknɪtəʀt
zerknitterte	ʦɛʀˈknɪtəʀtə
zerknittertem	ʦɛʀˈknɪtəʀtəm
zerknitterten	ʦɛʀˈknɪtəʀtən
zerknitterter	ʦɛʀˈknɪtəʀtəʀ
zerknittertes	ʦɛʀˈknɪtəʀtəs
zerknittertest	ʦɛʀˈknɪtəʀtəst
zerknittertet	ʦɛʀˈknɪtəʀtət
zerknüllen	ʦɛʀˈknʏlən
zerkoche	ʦɛʀˈkɔxə
zerkochen	ʦɛʀˈkɔxən
zerkochend	ʦɛʀˈkɔxənt
zerkochest	ʦɛʀˈkɔxəst
zerkochet	ʦɛʀˈkɔxət
zerkochst	ʦɛʀˈkɔxst
zerkocht	ʦɛʀˈkɔxt
zerkochte	ʦɛʀˈkɔxtə
zerkochten	ʦɛʀˈkɔxtən
zerkochtest	ʦɛʀˈkɔxtəst
zerkochtet	ʦɛʀˈkɔxtət
zerkratze	ʦɛʀˈkʀaʦə
zerkratzen	ʦɛʀˈkʀaʦən
zerkratzend	ʦɛʀˈkʀaʦənt
zerkratzest	ʦɛʀˈkʀaʦəst
zerkratzet	ʦɛʀˈkʀaʦət
zerkratzt	ʦɛʀˈkʀaʦt
zerkratzte	ʦɛʀˈkʀaʦtə
zerkratzten	ʦɛʀˈkʀaʦtən
zerkratztest	ʦɛʀˈkʀaʦtəst
zerkratztet	ʦɛʀˈkʀaʦtət
zerkrümeln	ʦɛʀˈkʀyːməln
zerlasse	ʦɛʀˈlasə
zerlassen	ʦɛʀˈlasən
zerlassend	ʦɛʀˈlasənt
zerlassest	ʦɛʀˈlasəst
zerlasset	ʦɛʀˈlasət
zerlasst	ʦɛʀˈlast
zerlaufe	ʦɛʀˈlaʊfə
zerlaufen	ʦɛʀˈlaʊfən
zerlaufend	ʦɛʀˈlaʊfənt
zerlaufest	ʦɛʀˈlaʊfəst
zerlaufet	ʦɛʀˈlaʊfət
zerlauft	ʦɛʀˈlaʊft
zerlegbar	ʦɛʀˈleːkbaːʀ
zerlegbare	ʦɛʀˈleːkbaːʀə
zerlegbarem	ʦɛʀˈleːkbaːʀəm
zerlegbaren	ʦɛʀˈleːkbaːʀən
zerlegbarer	ʦɛʀˈleːkbaːʀəʀ
zerlegbares	ʦɛʀˈleːkbaːʀəs
zerlege	ʦɛʀˈleːgə
zerlegen	ʦɛʀˈleːgən
zerlegend	ʦɛʀˈleːgənt
zerlegest	ʦɛʀˈleːgəst
zerleget	ʦɛʀˈleːgət
zerlegst	ʦɛʀˈleːkst
zerlegt	ʦɛʀˈleːkt
zerlegte	ʦɛʀˈleːktə
zerlegten	ʦɛʀˈleːktən
zerlegtest	ʦɛʀˈleːktəst
zerlegtet	ʦɛʀˈleːktət
zerlese	ʦɛʀˈleːzə
zerlesen	ʦɛʀˈleːzən
zerlesend	ʦɛʀˈleːzənt
zerlesest	ʦɛʀˈleːzəst
zerleset	ʦɛʀˈleːzət
zerlest	ʦɛʀˈleːst
zerlumpt	ʦɛʀˈlʊmpt
zerlumpte	ʦɛʀˈlʊmptə
zerlumptem	ʦɛʀˈlʊmptəm
zerlumpten	ʦɛʀˈlʊmptən
zerlumpter	ʦɛʀˈlʊmptəʀ
zerlumptere	ʦɛʀˈlʊmptəʀə
zerlumpterem	ʦɛʀˈlʊmptəʀəm
zerlumpteren	ʦɛʀˈlʊmptəʀən
zerlumpterer	ʦɛʀˈlʊmptəʀəʀ
zerlumpteres	ʦɛʀˈlʊmptəʀəs
zerlumptes	ʦɛʀˈlʊmptəs
zerlumptest	ʦɛʀˈlʊmptəst
zerlumpteste	ʦɛʀˈlʊmptəstə
zerlumptestem	ʦɛʀˈlʊmptəstəm
zerlumptesten	ʦɛʀˈlʊmptəstən
zerlumptester	ʦɛʀˈlʊmptəstəʀ
zerlumptestes	ʦɛʀˈlʊmptəstəs
zerlumptst	ʦɛʀˈlʊmpʦt
zerlumptste	ʦɛʀˈlʊmpʦtə
zerlumptstem	ʦɛʀˈlʊmpʦtəm
zerlumptsten	ʦɛʀˈlʊmpʦtən
zerlumptster	ʦɛʀˈlʊmpʦtəʀ
zerlumptstes	ʦɛʀˈlʊmpʦtəs
zerlöchern	ʦɛʀˈlœçəʀn
zermahle	ʦɛʀˈmaːlə
zermahlen	ʦɛʀˈmaːlən
zermahlend	ʦɛʀˈmaːlənt
zermahlest	ʦɛʀˈmaːləst
zermahlet	ʦɛʀˈmaːlət
zermahlst	ʦɛʀˈmaːlst
zermahlt	ʦɛʀˈmaːlt
zermahlte	ʦɛʀˈmaːltə
zermahlten	ʦɛʀˈmaːltən
zermahltest	ʦɛʀˈmaːltəst
zermahltet	ʦɛʀˈmaːltət
zermalme	ʦɛʀˈmalmə
zermalmen	ʦɛʀˈmalmən
zermalmend	ʦɛʀˈmalmənt
zermalmest	ʦɛʀˈmalməst
zermalmet	ʦɛʀˈmalmət
zermalmst	ʦɛʀˈmalmst
zermalmt	ʦɛʀˈmalmt
zermalmte	ʦɛʀˈmalmtə
zermalmten	ʦɛʀˈmalmtən
zermalmtest	ʦɛʀˈmalmtəst
zermalmtet	ʦɛʀˈmalmtət
zermartere	ʦɛʀˈmaʀtəʀə
zermartern	ʦɛʀˈmaʀtəʀn
zermarternd	ʦɛʀˈmaʀtəʀnt
zermarterst	ʦɛʀˈmaʀtəʀst
zermartert	ʦɛʀˈmaʀtəʀt
zermarterte	ʦɛʀˈmaʀtəʀtə
zermarterten	ʦɛʀˈmaʀtəʀtən
zermartertest	ʦɛʀˈmaʀtəʀtəst
zermartertet	ʦɛʀˈmaʀtəʀtət
zermürben	ʦɛʀˈmʏʀbən
zernage	ʦɛʀˈnaːgə
zernagen	ʦɛʀˈnaːgən
zernagend	ʦɛʀˈnaːgənt
zernagest	ʦɛʀˈnaːgəst
zernaget	ʦɛʀˈnaːgət
zernagst	ʦɛʀˈnaːkst
zernagt	ʦɛʀˈnaːkt
zernagte	ʦɛʀˈnaːktə
zernagten	ʦɛʀˈnaːktən
zernagtest	ʦɛʀˈnaːktəst
zernagtet	ʦɛʀˈnaːktət
zernieren	ʦɛʀˈniːʀən
zerpflücken	ʦɛʀˈp͡flʏkən
zerplatze	ʦɛʀˈplaʦə
zerplatzen	ʦɛʀˈplaʦən
zerplatzend	ʦɛʀˈplaʦənt
zerplatzest	ʦɛʀˈplaʦəst
zerplatzet	ʦɛʀˈplaʦət
zerplatzt	ʦɛʀˈplaʦt
zerplatzte	ʦɛʀˈplaʦtə
zerplatzten	ʦɛʀˈplaʦtən
zerplatztest	ʦɛʀˈplaʦtəst
zerplatztet	ʦɛʀˈplaʦtət
zerpulvere	ʦɛʀˈpʊlfəʀə
zerpulvern	ʦɛʀˈpʊlfəʀn
zerpulvernd	ʦɛʀˈpʊlfəʀnt
zerpulverst	ʦɛʀˈpʊlfəʀst
zerpulvert	ʦɛʀˈpʊlfəʀt
zerpulverte	ʦɛʀˈpʊlfəʀtə
zerpulverten	ʦɛʀˈpʊlfəʀtən
zerpulvertest	ʦɛʀˈpʊlfəʀtəst
zerpulvertet	ʦɛʀˈpʊlfəʀtət
zerquetsche	ʦɛʀˈkvɛʧə
zerquetschen	ʦɛʀˈkvɛʧən
zerquetschend	ʦɛʀˈkvɛʧənt
zerquetschende	ʦɛʀˈkvɛʧəndə
zerquetschest	ʦɛʀˈkvɛʧəst
zerquetschet	ʦɛʀˈkvɛʧət
zerquetschst	ʦɛʀˈkvɛʧst
zerquetscht	ʦɛʀˈkvɛʧt
zerquetschte	ʦɛʀˈkvɛtʃtə
zerquetschten	ʦɛʀˈkvɛtʃtən
zerquetschtes	ʦɛʀˈkvɛtʃtəs
zerquetschtest	ʦɛʀˈkvɛtʃtəst
zerquetschtet	ʦɛʀˈkvɛtʃtət
zerquält	ʦɛʀˈkvɛːlt
zerraufe	ʦɛʀˈʀaʊfə
zerraufen	ʦɛʀˈʀaʊfən
zerraufend	ʦɛʀˈʀaʊfənt
zerraufest	ʦɛʀˈʀaʊfəst
zerraufet	ʦɛʀˈʀaʊfət
zerraufst	ʦɛʀˈʀaʊfst
zerrauft	ʦɛʀˈʀaʊft
zerraufte	ʦɛʀˈʀaʊftə
zerrauften	ʦɛʀˈʀaʊftən
zerrauftest	ʦɛʀˈʀaʊftəst
zerrauftet	ʦɛʀˈʀaʊftət
zerre	ʦɛʀə
zerrede	ʦɛʀˈʀeːdə
zerreden	ʦɛʀˈʀeːdən
zerredend	ʦɛʀˈʀeːdənt
zerredest	ʦɛʀˈʀeːdəst
zerredet	ʦɛʀˈʀeːdət
zerredete	ʦɛʀˈʀeːdətə
zerredeten	ʦɛʀˈʀeːdətən
zerredetest	ʦɛʀˈʀeːdətəst
zerredetet	ʦɛʀˈʀeːdətət
zerreibbar	ʦɛʀˈʀaɪpbaːʀ
zerreibbare	ʦɛʀˈʀaɪpbaːʀə
zerreibbarem	ʦɛʀˈʀaɪpbaːʀəm
zerreibbaren	ʦɛʀˈʀaɪpbaːʀən
zerreibbarer	ʦɛʀˈʀaɪpbaːʀəʀ
zerreibbares	ʦɛʀˈʀaɪpbaːʀəs
zerreibe	ʦɛʀˈʀaɪbə
zerreiben	ʦɛʀˈʀaɪbən
zerreibend	ʦɛʀˈʀaɪbənt
zerreibest	ʦɛʀˈʀaɪbəst
zerreibet	ʦɛʀˈʀaɪbət
zerreibst	ʦɛʀˈʀaɪpst
zerreibt	ʦɛʀˈʀaɪpt
zerreisst	ʦɛʀˈʀaɪst
zerreißen	ʦɛʀˈʀaɪsən
zerreißend	ʦɛʀˈʀaɪsənt
zerreißfest	ʦɛʀˈʀaɪsˌfɛst
zerreißt	ʦɛʀˈʀaɪst
zerren	ʦɛʀən
zerrend	ʦɛʀənt
zerrest	ʦɛʀəst
zerret	ʦɛʀət
zerrinne	ʦɛʀˈʀɪnə
zerrinnen	ʦɛʀˈʀɪnən
zerrinnend	ʦɛʀˈʀɪnənt
zerrinnest	ʦɛʀˈʀɪnəst
zerrinnet	ʦɛʀˈʀɪnət
zerrinnst	ʦɛʀˈʀɪnst
zerrinnt	ʦɛʀˈʀɪnt
zerriss	ʦɛʀˈʀɪs
zerrisse	ʦɛʀˈʀɪsə
zerrissen	ʦɛʀˈʀɪsən
zerrissene	ʦɛʀˈʀɪsənə
zerrissenem	ʦɛʀˈʀɪsənəm
zerrissenen	ʦɛʀˈʀɪsənən
zerrissener	ʦɛʀˈʀɪsənəʀ
zerrissenes	ʦɛʀˈʀɪsənəs
zerrissest	ʦɛʀˈʀɪsəst
zerrisset	ʦɛʀˈʀɪsət
zerrisst	ʦɛʀˈʀɪst
zerrst	ʦɛʀst
zerrt	ʦɛʀt
zerrte	ʦɛʀtə
zerrten	ʦɛʀtən
zerrtest	ʦɛʀtəst
zerrtet	ʦɛʀtət
zerrupfe	ʦɛʀˈʀʊp͡fə
zerrupfen	ʦɛʀˈʀʊp͡fən
zerrupfend	ʦɛʀˈʀʊp͡fənt
zerrupfest	ʦɛʀˈʀʊp͡fəst
zerrupfet	ʦɛʀˈʀʊp͡fət
zerrupfst	ʦɛʀˈʀʊp͡fst
zerrupft	ʦɛʀˈʀʊp͡ft
zerrupfte	ʦɛʀˈʀʊp͡ftə
zerrupften	ʦɛʀˈʀʊp͡ftən
zerrupftest	ʦɛʀˈʀʊp͡ftəst
zerrupftet	ʦɛʀˈʀʊp͡ftət
zerrütten	ʦɛʀˈʀʏtən
zerrüttet	ʦɛʀˈʀʏtət
zerschelle	ʦɛʀˈʃɛlə
zerschellen	ʦɛʀˈʃɛlən
zerschellend	ʦɛʀˈʃɛlənt
zerschellest	ʦɛʀˈʃɛləst
zerschellet	ʦɛʀˈʃɛlət
zerschellst	ʦɛʀˈʃɛlst
zerschellt	ʦɛʀˈʃɛlt
zerschellte	ʦɛʀˈʃɛltə
zerschellten	ʦɛʀˈʃɛltən
zerschelltest	ʦɛʀˈʃɛltəst
zerschelltet	ʦɛʀˈʃɛltət
zerschiesst	ʦɛʀˈʃiːst
zerschießen	ʦɛʀˈʃiːsən
zerschlage	ʦɛʀˈʃlaːgə
zerschlagen	ʦɛʀˈʃlaːgən
zerschlagend	ʦɛʀˈʃlaːgənt
zerschlagest	ʦɛʀˈʃlaːgəst
zerschlaget	ʦɛʀˈʃlaːgət
zerschlagt	ʦɛʀˈʃlaːkt
zerschleisst	ʦɛʀˈʃlaɪst
zerschleißen	ʦɛʀˈʃlaɪsən
zerschlitze	ʦɛʀˈʃlɪʦə
zerschlitzen	ʦɛʀˈʃlɪʦən
zerschlitzend	ʦɛʀˈʃlɪʦənt
zerschlitzest	ʦɛʀˈʃlɪʦəst
zerschlitzet	ʦɛʀˈʃlɪʦət
zerschlitzt	ʦɛʀˈʃlɪʦt
zerschlitzte	ʦɛʀˈʃlɪʦtə
zerschlitzten	ʦɛʀˈʃlɪʦtən
zerschlitztest	ʦɛʀˈʃlɪʦtəst
zerschlitztet	ʦɛʀˈʃlɪʦtət
zerschmeisst	ʦɛʀˈʃmaɪst
zerschmeißen	ʦɛʀˈʃmaɪsən
zerschmettere	ʦɛʀˈʃmɛtəʀə
zerschmettern	ʦɛʀˈʃmɛtəʀn
zerschmetternd	ʦɛʀˈʃmɛtəʀnt
zerschmetterst	ʦɛʀˈʃmɛtəʀst
zerschmettert	ʦɛʀˈʃmɛtəʀt
zerschmetterte	ʦɛʀˈʃmɛtəʀtə
zerschmetterten	ʦɛʀˈʃmɛtəʀtən
zerschmettertest	ʦɛʀˈʃmɛtəʀtəst
zerschmettertet	ʦɛʀˈʃmɛtəʀtət
zerschneide	ʦɛʀˈʃnaɪdə
zerschneiden	ʦɛʀˈʃnaɪdən
zerschneidend	ʦɛʀˈʃnaɪdənt
zerschneidest	ʦɛʀˈʃnaɪdəst
zerschneidet	ʦɛʀˈʃnaɪdət
zerschrammen	ʦɛʀˈʃʀamən
zerschrammt	ʦɛʀˈʃʀamt
zerschrammte	ʦɛʀˈʃʀamtə
zerschrammtem	ʦɛʀˈʃʀamtəm
zerschrammten	ʦɛʀˈʃʀamtən
zerschrammter	ʦɛʀˈʃʀamtəʀ
zerschrammtes	ʦɛʀˈʃʀamtəs
zerschrammtest	ʦɛʀˈʃʀamtəst
zerschründet	ʦɛʀˈʃʀʏndət
zerschunden	ʦɛʀˈʃʊndən
zerschundene	ʦɛʀˈʃʊndənə
zerschundenem	ʦɛʀˈʃʊndənəm
zerschundenen	ʦɛʀˈʃʊndənən
zerschundener	ʦɛʀˈʃʊndənəʀ
zerschundenere	ʦɛʀˈʃʊndənəʀə
zerschundenerem	ʦɛʀˈʃʊndənəʀəm
zerschundeneren	ʦɛʀˈʃʊndənəʀən
zerschundenerer	ʦɛʀˈʃʊndənəʀəʀ
zerschundeneres	ʦɛʀˈʃʊndənəʀəs
zerschundenes	ʦɛʀˈʃʊndənəs
zerschundenst	ʦɛʀˈʃʊndənst
zerschundenste	ʦɛʀˈʃʊndənstə
zerschundenstem	ʦɛʀˈʃʊndənstəm
zerschundensten	ʦɛʀˈʃʊndənstən
zerschundenster	ʦɛʀˈʃʊndənstəʀ
zerschundenstes	ʦɛʀˈʃʊndənstəs
zersetze	ʦɛʀˈzɛʦə
zersetzen	ʦɛʀˈzɛʦən
zersetzend	ʦɛʀˈzɛʦənt
zersetzest	ʦɛʀˈzɛʦəst
zersetzet	ʦɛʀˈzɛʦət
zersetzt	ʦɛʀˈzɛʦt
zersetzte	ʦɛʀˈzɛʦtə
zersetzten	ʦɛʀˈzɛʦtən
zersetztest	ʦɛʀˈzɛʦtəst
zersetztet	ʦɛʀˈzɛʦtət
zersinge	ʦɛʀˈzɪŋə
zersingen	ʦɛʀˈzɪŋən
zersingend	ʦɛʀˈzɪŋənt
zersingest	ʦɛʀˈzɪŋəst
zersinget	ʦɛʀˈzɪŋət
zersingst	ʦɛʀˈzɪŋst
zersingt	ʦɛʀˈzɪŋt
zerspalte	ʦɛʀˈʃpaltə
zerspalten	ʦɛʀˈʃpaltən
zerspaltend	ʦɛʀˈʃpaltənt
zerspaltest	ʦɛʀˈʃpaltəst
zerspaltet	ʦɛʀˈʃpaltət
zerspaltete	ʦɛʀˈʃpaltətə
zerspalteten	ʦɛʀˈʃpaltətən
zerspaltetest	ʦɛʀˈʃpaltətəst
zerspaltetet	ʦɛʀˈʃpaltətət
zerspane	ʦɛʀˈʃpaːnə
zerspanen	ʦɛʀˈʃpaːnən
zerspanend	ʦɛʀˈʃpaːnənt
zerspanest	ʦɛʀˈʃpaːnəst
zerspanet	ʦɛʀˈʃpaːnət
zerspanst	ʦɛʀˈʃpaːnst
zerspant	ʦɛʀˈʃpaːnt
zerspante	ʦɛʀˈʃpaːntə
zerspanten	ʦɛʀˈʃpaːntən
zerspantest	ʦɛʀˈʃpaːntəst
zerspantet	ʦɛʀˈʃpaːntət
zerspellen	ʦɛʀˈʃpɛlən
zersplittere	ʦɛʀˈʃplɪtəʀə
zersplittern	ʦɛʀˈʃplɪtəʀn
zersplitternd	ʦɛʀˈʃplɪtəʀnt
zersplitterst	ʦɛʀˈʃplɪtəʀst
zersplittert	ʦɛʀˈʃplɪtəʀt
zersplitterte	ʦɛʀˈʃplɪtəʀtə
zersplitterten	ʦɛʀˈʃplɪtəʀtən
zersplittertest	ʦɛʀˈʃplɪtəʀtəst
zersplittertet	ʦɛʀˈʃplɪtəʀtət
zersprenge	ʦɛʀˈʃpʀɛŋə
zersprengen	ʦɛʀˈʃpʀɛŋən
zersprengend	ʦɛʀˈʃpʀɛŋənt
zersprengest	ʦɛʀˈʃpʀɛŋəst
zersprenget	ʦɛʀˈʃpʀɛŋət
zersprengst	ʦɛʀˈʃpʀɛŋst
zersprengt	ʦɛʀˈʃpʀɛŋt
zersprengte	ʦɛʀˈʃpʀɛŋtə
zersprengten	ʦɛʀˈʃpʀɛŋtən
zersprengtest	ʦɛʀˈʃpʀɛŋtəst
zersprengtet	ʦɛʀˈʃpʀɛŋtət
zerspringen	ʦɛʀˈʃpʀɪŋən
zerstampfe	ʦɛʀˈʃtamp͡fə
zerstampfen	ʦɛʀˈʃtamp͡fən
zerstampfend	ʦɛʀˈʃtamp͡fənt
zerstampfest	ʦɛʀˈʃtamp͡fəst
zerstampfet	ʦɛʀˈʃtamp͡fət
zerstampfst	ʦɛʀˈʃtamp͡fst
zerstampft	ʦɛʀˈʃtamp͡ft
zerstampfte	ʦɛʀˈʃtamp͡ftə
zerstampften	ʦɛʀˈʃtamp͡ftən
zerstampftest	ʦɛʀˈʃtamp͡ftəst
zerstampftet	ʦɛʀˈʃtamp͡ftət
zersteche	ʦɛʀˈʃtɛçə
zerstechen	ʦɛʀˈʃtɛçən
zerstechend	ʦɛʀˈʃtɛçənt
zerstechest	ʦɛʀˈʃtɛçəst
zerstechet	ʦɛʀˈʃtɛçət
zerstecht	ʦɛʀˈʃtɛçt
zerstiebe	ʦɛʀˈʃtiːbə
zerstieben	ʦɛʀˈʃtiːbən
zerstiebend	ʦɛʀˈʃtiːbənt
zerstiebest	ʦɛʀˈʃtiːbəst
zerstiebet	ʦɛʀˈʃtiːbət
zerstiebst	ʦɛʀˈʃtiːpst
zerstiebt	ʦɛʀˈʃtiːpt
zerstiebte	ʦɛʀˈʃtiːptə
zerstiebten	ʦɛʀˈʃtiːptən
zerstiebtest	ʦɛʀˈʃtiːptəst
zerstiebtet	ʦɛʀˈʃtiːptət
zerstosst	ʦɛʀˈʃtoːst
zerstoßen	ʦɛʀˈʃtoːsən
zerstrahle	ʦɛʀˈʃtʀaːlə
zerstrahlen	ʦɛʀˈʃtʀaːlən
zerstrahlend	ʦɛʀˈʃtʀaːlənt
zerstrahlest	ʦɛʀˈʃtʀaːləst
zerstrahlet	ʦɛʀˈʃtʀaːlət
zerstrahlst	ʦɛʀˈʃtʀaːlst
zerstrahlt	ʦɛʀˈʃtʀaːlt
zerstrahlte	ʦɛʀˈʃtʀaːltə
zerstrahlten	ʦɛʀˈʃtʀaːltən
zerstrahltest	ʦɛʀˈʃtʀaːltəst
zerstrahltet	ʦɛʀˈʃtʀaːltət
zerstreite	ʦɛʀˈʃtʀaɪtə
zerstreiten	ʦɛʀˈʃtʀaɪtən
zerstreitend	ʦɛʀˈʃtʀaɪtənt
zerstreitest	ʦɛʀˈʃtʀaɪtəst
zerstreitet	ʦɛʀˈʃtʀaɪtət
zerstreue	ʦɛʀˈʃtʀɔɪə
zerstreuen	ʦɛʀˈʃtʀɔɪən
zerstreuend	ʦɛʀˈʃtʀɔɪənt
zerstreuest	ʦɛʀˈʃtʀɔɪəst
zerstreuet	ʦɛʀˈʃtʀɔɪt
zerstreust	ʦɛʀˈʃtʀɔɪst
zerstreut	ʦɛʀˈʃtʀɔɪt
zerstreute	ʦɛʀˈʃtʀɔɪtə
zerstreutem	ʦɛʀˈʃtʀɔɪtəm
zerstreuten	ʦɛʀˈʃtʀɔɪtən
zerstreuter	ʦɛʀˈʃtʀɔɪtəʀ
zerstreutes	ʦɛʀˈʃtʀɔɪtəs
zerstreutest	ʦɛʀˈʃtʀɔɪtəst
zerstreutet	ʦɛʀˈʃtʀɔɪtət
zerstritten	ʦɛʀˈʃtʀɪtən
zerstäuben	ʦɛʀˈʃtɔɪbən
zerstörbar	ʦɛʀˈʃtøːʀbaːʀ
zerstören	ʦɛʀˈʃtøːʀən
zerstörend	ʦɛʀˈʃtøːʀənt
zerstört	ʦɛʀˈʃtøːʀt
zerstörte	ʦɛʀˈʃtøːʀtə
zerstückeln	ʦɛʀˈʃtʏkəln
zerstückelt	ʦɛʀˈʃtʏkəlt
zersägen	ʦɛʀˈzɛːgən
zerteile	ʦɛʀˈtaɪlə
zerteilen	ʦɛʀˈtaɪlən
zerteilend	ʦɛʀˈtaɪlənt
zerteilest	ʦɛʀˈtaɪləst
zerteilet	ʦɛʀˈtaɪlət
zerteilst	ʦɛʀˈtaɪlst
zerteilt	ʦɛʀˈtaɪlt
zerteilte	ʦɛʀˈtaɪltə
zerteilten	ʦɛʀˈtaɪltən
zerteiltest	ʦɛʀˈtaɪltəst
zerteiltet	ʦɛʀˈtaɪltət
zerteppere	ʦɛʀˈtɛpəʀə
zerteppern	ʦɛʀˈtɛpəʀn
zerteppernd	ʦɛʀˈtɛpəʀnt
zertepperst	ʦɛʀˈtɛpəʀst
zerteppert	ʦɛʀˈtɛpəʀt
zertepperte	ʦɛʀˈtɛpəʀtə
zertepperten	ʦɛʀˈtɛpəʀtən
zerteppertest	ʦɛʀˈtɛpəʀtəst
zerteppertet	ʦɛʀˈtɛpəʀtət
zertieren	ʦɛʀˈtiːʀən
zertifiziere	ʦɛʀtifiˈʦiːʀə
zertifizieren	ʦɛʀtifiˈʦiːʀən
zertifizierend	ʦɛʀtifiˈʦiːʀənt
zertifizierest	ʦɛʀtifiˈʦiːʀəst
zertifizieret	ʦɛʀtifiˈʦiːʀət
zertifizierst	ʦɛʀtifiˈʦiːʀst
zertifiziert	ʦɛʀtifiˈʦiːʀt
zertifizierte	ʦɛʀtifiˈʦiːʀtə
zertifizierten	ʦɛʀtifiˈʦiːʀtən
zertifiziertest	ʦɛʀtifiˈʦiːʀtəst
zertifiziertet	ʦɛʀtifiˈʦiːʀtət
zertrampeln	ʦɛʀˈtʀampəln
zertrampelnd	ʦɛʀˈtʀampəlnt
zertrampelst	ʦɛʀˈtʀampəlst
zertrampelt	ʦɛʀˈtʀampəlt
zertrampelte	ʦɛʀˈtʀampəltə
zertrampelten	ʦɛʀˈtʀampəltən
zertrampeltest	ʦɛʀˈtʀampəltəst
zertrampeltet	ʦɛʀˈtʀampəltət
zertrample	ʦɛʀˈtʀamplə
zertrete	ʦɛʀˈtʀeːtə
zertreten	ʦɛʀˈtʀeːtən
zertretend	ʦɛʀˈtʀeːtənt
zertretest	ʦɛʀˈtʀeːtəst
zertretet	ʦɛʀˈtʀeːtət
zertrümmern	ʦɛʀˈtʀʏməʀn
zervikal	ʦɛʀviˈkaːl
zerwellen	ʦɛʀˈvɛlən
zerwerfe	ʦɛʀˈvɛʀfə
zerwerfen	ʦɛʀˈvɛʀfən
zerwerfend	ʦɛʀˈvɛʀfənt
zerwerfest	ʦɛʀˈvɛʀfəst
zerwerfet	ʦɛʀˈvɛʀfət
zerwerft	ʦɛʀˈvɛʀft
zerwühlen	ʦɛʀˈvyːlən
zerzause	ʦɛʀˈʦaʊzə
zerzausen	ʦɛʀˈʦaʊzən
zerzausend	ʦɛʀˈʦaʊzənt
zerzausest	ʦɛʀˈʦaʊzəst
zerzauset	ʦɛʀˈʦaʊzət
zerzaust	ʦɛʀˈʦaʊst
zerzauste	ʦɛʀˈʦaʊstə
zerzausten	ʦɛʀˈʦaʊstən
zerzaustest	ʦɛʀˈʦaʊztəst
zerzaustet	ʦɛʀˈʦaʊztət
zetere	ʦeːtəʀə
zetern	ʦeːtəʀn
zeternd	ʦeːtəʀnt
zeterst	ʦeːtəʀst
zetert	ʦeːtəʀt
zeterte	ʦeːtəʀtə
zeterten	ʦeːtəʀtən
zetertest	ʦeːtəʀtəst
zetertet	ʦeːtəʀtət
zetteln	ʦɛtəln
zettelnd	ʦɛtəlnt
zettelst	ʦɛtəlst
zettelt	ʦɛtəlt
zettelte	ʦɛtəltə
zettelten	ʦɛtəltən
zetteltest	ʦɛtəltəst
zetteltet	ʦɛtəltət
zettle	ʦɛtlə
zeuge	ʦɔɪgə
zeugen	ʦɔɪgən
zeugend	ʦɔɪgənt
zeugest	ʦɔɪgəst
zeuget	ʦɔɪgət
zeugst	ʦɔɪkst
zeugt	ʦɔɪkt
zeugte	ʦɔɪktə
zeugten	ʦɔɪktən
zeugtest	ʦɔɪktəst
zeugtet	ʦɔɪktət
zickig	ʦɪkɪç
zickige	ʦɪkɪgə
zickigem	ʦɪkɪgəm
zickigen	ʦɪkɪgən
zickiger	ʦɪkɪgəʀ
zickigere	ʦɪkɪgəʀə
zickigerem	ʦɪkɪgəʀəm
zickigeren	ʦɪkɪgəʀən
zickigerer	ʦɪkɪgəʀəʀ
zickigeres	ʦɪkɪgəʀəs
zickiges	ʦɪkɪgəs
zickigst	ʦɪkɪçst
zickigste	ʦɪkɪçstə
zickigstem	ʦɪkɪçstəm
zickigsten	ʦɪkɪçstən
