a	ˈa
reenviara	reemˈbjaɾa
reenviarías	reembjaˈɾias
reenvíe	reemˈbie
reenvío	reemˈbio
reequilibrar	reekiliˈβɾaɾ
reequilibrio	reekiˈliβɾjo
reescribir	reeskɾiˈβiɾ
reescrito	reesˈkɾito
reestablecer	reestaβleˈθeɾ
reestreno	reesˈtɾeno
reestructuración	reestɾuktuɾaˈθjon
reestructuraciones	reestɾuktuɾaˈθjones
reestructurar	reestɾuktuˈɾaɾ
refanfinfla	refamˈfimfla
refap	reˈfap
refart	reˈfaɾð
referencia	refeˈɾenθja
referenciado	refeɾenˈθjaðo
referenciados	refeɾenˈθjaðos
referencial	refeɾenˈθjal
referencias	refeˈɾenθjas
referendo	refeˈɾendo
referendos	refeˈɾendos
referéndum	refeˈɾendum
referente	refeˈɾente
referentes	refeˈɾentes
refería	refeˈɾia
referían	refeˈɾian
referías	refeˈɾias
referida	refeˈɾiða
referidas	refeˈɾiðas
referido	refeˈɾiðo
referidos	refeˈɾiðos
referimos	refeˈɾimos
referir	refeˈɾiɾ
referirá	refeɾiˈɾa
referirás	refeɾiˈɾas
referirme	refeˈɾiɾme
referirse	refeˈɾiɾse
referirte	refeˈɾiɾte
referís	refeˈɾis
refiera	reˈfjeɾa
refieran	reˈfjeɾan
refieras	reˈfjeɾas
refiere	reˈfjeɾe
refieren	reˈfjeɾen
refieres	reˈfjeɾes
refiero	reˈfjeɾo
refinada	refiˈnaða
refinadas	refiˈnaðas
refinado	refiˈnaðo
refinados	refiˈnaðos
refinamiento	refinaˈmjento
refinanciación	refinanθjaˈθjon
refinar	refiˈnaɾ
refinería	refineˈɾia
refinerías	refineˈɾias
refino	reˈfino
refiriendo	refiˈɾjendo
refiriéndome	refiˈɾjendome
refiriéndose	refiˈɾjendose
refirieron	refiˈɾjeɾon
refirió	refiˈɾjo
reflectante	reflekˈtante
reflectantes	reflekˈtantes
reflector	reflekˈtoɾ
reflectores	reflekˈtoɾes
refleja	reˈflexa
reflejaba	refleˈxaβa
reflejaban	refleˈxaβan
reflejada	refleˈxaða
reflejadas	refleˈxaðas
reflejado	refleˈxaðo
reflejados	refleˈxaðos
reflejan	reˈflexan
reflejando	refleˈxando
reflejar	refleˈxaɾ
reflejará	reflexaˈɾa
reflejaron	refleˈxaɾon
reflejarse	refleˈxaɾse
refleje	reˈflexe
reflejen	reˈflexen
reflejo	reˈflexo
reflejó	refleˈxo
reflejos	reˈflexos
réflex	ˈrefleɣs
reflexión	refleɣˈsjon
reflexiona	refleɣˈsjona
reflexionaba	refleɣsjoˈnaβa
reflexionado	refleɣsjoˈnaðo
reflexionan	refleɣˈsjonan
reflexionando	refleɣsjoˈnando
reflexionar	refleɣsjoˈnaɾ
reflexione	refleɣˈsjone
reflexionemos	refleɣsjoˈnemos
reflexionen	refleɣˈsjonen
reflexiones	refleɣˈsjones
reflexionó	refleɣsjoˈno
reflexiva	refleɣˈsiβa
reflexivo	refleɣˈsiβo
reflotar	refloˈtaɾ
reflujo	reˈfluxo
refols	reˈfols
reforestación	refoɾestaˈθjon
reforestar	refoɾesˈtaɾ
reforma	reˈfoɾma
reformada	refoɾˈmaða
reformado	refoɾˈmaðo
reformar	refoɾˈmaɾ
reformará	refoɾmaˈɾa
reformas	reˈfoɾmas
reformas_boixsaba	reˈfoɾmazβojˈsaβa
reformas_guirado	reˈfoɾmazɣiˈɾaðo
reformatorio	refoɾmaˈtoɾjo
reforme	reˈfoɾme
reformista	refoɾˈmista
reformistas	refoɾˈmistas
reforpint	refoɾˈpind
reforzada	refoɾˈθaða
reforzadas	refoɾˈθaðas
reforzado	refoɾˈθaðo
reforzados	refoɾˈθaðos
reforzamiento	refoɾθaˈmjento
reforzando	refoɾˈθando
reforzar	refoɾˈθaɾ
reforzará	refoɾθaˈɾa
reforzarán	refoɾθaˈɾan
reforzaron	refoɾˈθaɾon
reforzarse	refoɾˈθaɾse
reforzó	refoɾˈθo
refracción	refɾakˈθjon
refractiva	refɾakˈtiβa
refractivo	refɾakˈtiβo
refrán	reˈfɾan
refranero	refɾaˈneɾo
refranes	reˈfɾanes
refrenda	reˈfɾenda
refrendada	refɾenˈdaða
refrendado	refɾenˈdaðo
refrendar	refɾenˈdaɾ
refrendo	reˈfɾendo
refrendó	refɾenˈdo
refresca	reˈfɾeska
refrescando	refɾesˈkando
refrescante	refɾesˈkante
refrescantes	refɾesˈkantes
refrescar	refɾesˈkaɾ
refrescarías	refɾeskaˈɾias
refresco	reˈfɾesko
refrescos	reˈfɾeskos
refriega	reˈfɾjeɣa
refrigeración	refɾixeɾaˈθjon
refrigerador	refɾixeɾaˈðoɾ
refrigeradora	refɾixeɾaˈðoɾa
refrigerante	refɾixeˈɾante
refuerce	reˈfweɾθe
refuercen	reˈfweɾθen
refuerza	reˈfweɾθa
refuerzan	reˈfweɾθan
refuerzo	reˈfweɾθo
refuerzos	reˈfweɾθos
refugia	reˈfuxja
refugiado	refuˈxjaðo
refugiados	refuˈxjaðos
refugian	reˈfuxjan
refugiaron	refuˈxjaɾon
refugiarse	refuˈxjaɾse
refugio	reˈfuxjo
refugió	refuˈxjo
refugios	reˈfuxjos
refundación	refundaˈθjon
refundar	refunˈdaɾ
refundir	refunˈdiɾ
refutarse	refuˈtaɾse
reg.	reɣuˈlaɾ
regad	reˈɣað
regaderas	reɣaˈðeɾas
regadío	reɣaˈðio
regadíos	reɣaˈðios
regado	reˈɣaðo
regala	reˈɣala
regalaba	reɣaˈlaβa
regalaban	reɣaˈlaβan
regalada	reɣaˈlaða
regaladas	reɣaˈlaðas
regalado	reɣaˈlaðo
regalamos	reɣaˈlamos
regalan	reˈɣalan
regalando	reɣaˈlando
regalar	reɣaˈlaɾ
regalará	reɣalaˈɾa
regalaran	reɣaˈlaɾan
regalarle	reɣaˈlaɾle
regalarles	reɣaˈlaɾles
regalaron	reɣaˈlaɾon
regalas	reˈɣalas
regale	reˈɣale
regalemos	reɣaˈlemos
regalen	reˈɣalen
regalías	reɣaˈlias
regalices	reˈɣaliθes
regalina	reɣaˈlina
regalito	reɣaˈlito
regalitos	reɣaˈlitos
regaliz	reˈɣaliθ
regalo	reˈɣalo
regaló	reɣaˈlo
regalos	reˈɣalos
regando	reˈɣando
regantes	reˈɣantes
regany	reˈɣaɲ
reganyo	reˈɣaɲo
regar	reˈɣaɾ
regard	reˈɣaɾð
regarlo	reˈɣaɾlo
regasificadora	reɣasifikaˈðoɾa
regat	reˈɣað
regata	reˈɣata
regatas	reˈɣatas
regate	reˈɣate
regatea	reɣaˈtea
regateador	reɣateaˈðoɾ
regateando	reɣateˈando
regatear	reɣateˈaɾ
regateo	reɣaˈteo
regateó	reɣateˈo
regates	reˈɣates
regatista	reɣaˈtista
regatistas	reɣaˈtistas
regazo	reˈɣaθo
regena	reˈxena
regencia	reˈxenθja
regencós	rexeŋˈkos
regeneración	rexeneɾaˈθjon
regeneran	rexeˈneɾan
regenerar	rexeneˈɾaɾ
regenerarse	rexeneˈɾaɾse
regenere	rexeˈneɾe
regenta	reˈxenta
regenta	ɾeˈxenta
regentaba	rexenˈtaβa
regentado	rexenˈtaðo
regente	reˈxente
reggae	reˈɣae
reghuera	reˈɣweɾa
regí	reˈxi
regia	ˈrexja
regida	reˈxiða
regido	reˈxiðo
regidor	rexiˈðoɾ
regidora	rexiˈðoɾa
regidores	rexiˈðoɾes
regie	ˈreʤi
regil	reˈxil
régimen	ˈreximen
regímenes	reˈximenes
regimiento	rexiˈmjento
regina	reˈxina
regina_álvarez	reˈxinaˈalβaɾeθ
reginaldo	ɾexiˈnaldo
regincós	rexiŋˈkos
regino	reˈxino
regino_sáinz_de_la_maza	reˈxinoˈsajnθðelaˈmaθa
regio	ˈrexjo
región	reˈxjon
región_vinícola_de_la_rioja	reˈxjombiˈnikolaðelaˈrjoxa
región_vinícola_del_penedés	reˈxjombiˈnikolaðelpeneˈðes
regional	rexjoˈnal
regionales	rexjoˈnales
regionalismo	rexjonaˈlizmo
regionalismos	rexjonaˈlizmos
regionalista	rexjonaˈlista
regionalistas	rexjonaˈlistas
regionalización	rexjonaliθaˈθjon
regiones	reˈxjones
regir	reˈxiɾ
regirse	reˈxiɾse
regis	ˈreʤis
registra	reˈxistɾa
registraba	rexisˈtɾaβa
registraban	rexisˈtɾaβan
registrada	rexisˈtɾaða
registradas	rexisˈtɾaðas
registrado	rexisˈtɾaðo
registrador	rexistɾaˈðoɾ
registradora	rexistɾaˈðoɾa
registradoras	rexistɾaˈðoɾas
registradores	rexistɾaˈðoɾes
registradores_de_la_propiedad	rexistɾaˈðoɾezðelapɾopjeˈðað
registradores_mercantiles	rexistɾaˈðoɾezmeɾkanˈtiles
registrados	rexisˈtɾaðos
registramos	rexisˈtɾamos
registran	reˈxistɾan
registrando	rexisˈtɾando
registrar	rexisˈtɾaɾ
registrará	rexistɾaˈɾa
registraran	rexisˈtɾaɾan
registrarán	rexistɾaˈɾan
registraré	rexistɾaˈɾe
registrarías	rexistɾaˈɾias
registrarlo	rexisˈtɾaɾlo
registraron	rexisˈtɾaɾon
registrarse	rexisˈtɾaɾse
registrarte	rexisˈtɾaɾte
registraste	rexisˈtɾaste
registre	reˈxistɾe
registré	rexisˈtɾe
registren	reˈxistɾen
registró	rexisˈtɾo
registro	ɾeˈxistɾo
registro_de_la_propiedad	reˈxistɾoðelapɾopjeˈðað
registro_mercantil	reˈxistɾomeɾkanˈtil
registro_mercantil_central	reˈxistɾomeɾkanˈtilθenˈtɾal
registros	reˈxistɾos
regla	ˈreɣla
reglajes	reˈɣlaxes
reglamentación	reɣlamentaˈθjon
reglamentar	reɣlamenˈtaɾ
reglamentaria	reɣlamenˈtaɾja
reglamentariamente	reɣlamenˈtaɾjaˈmente
reglamentarias	reɣlamenˈtaɾjas
reglamentario	reɣlamenˈtaɾjo
reglamentarios	reɣlamenˈtaɾjos
reglamento	reɣlaˈmento
reglamentos	reɣlaˈmentos
reglans	reˈɣlans
reglas	ˈreɣlas
regó	reˈɣo
regocijan	reɣoˈθixan
regocijarse	reɣoθiˈxaɾse
regocijo	reɣoˈθixo
regodeo	reɣoˈðeo
regol	reˈɣol
regola	reˈɣola
regolf	reˈɣolf
regolta	reˈɣolta
regos	ˈreɣos
regot	reˈɣoð
regrac	reˈɣɾak
regregri	reˈɣɾeɣɾi
regresa	reˈɣɾesa
regresaba	reɣɾeˈsaβa
regresaban	reɣɾeˈsaβan
regresado	reɣɾeˈsaðo
regresamos	reɣɾeˈsamos
regresan	reˈɣɾesan
regresando	reɣɾeˈsando
regresar	reɣɾeˈsaɾ
regresara	reɣɾeˈsaɾa
regresará	reɣɾesaˈɾa
regresaran	reɣɾeˈsaɾan
regresarán	reɣɾesaˈɾan
regresarás	reɣɾesaˈɾas
regresaremos	reɣɾesaˈɾemos
regresaría	reɣɾesaˈɾia
regresaron	reɣɾeˈsaɾon
regrese	reˈɣɾese
regresé	reɣɾeˈse
regresen	reˈɣɾesen
regresión	reɣɾeˈsjon
regresiva	reɣɾeˈsiβa
regresivo	reɣɾeˈsiβo
regreso	reˈɣɾeso
regresó	reɣɾeˈso
regs.	reˈaʤens
regtp	rexeˈteˈpe
reguant	reˈɣwand
regueiral	reɣejˈɾal
reguena	reˈɣena
reguengo	reˈɣeŋɡo
reguer	reˈɣeɾ
reguera_de_tomateros	reˈɣeɾaðetomaˈteɾos
reguero	reˈɣeɾo
regueros	reˈɣeɾos
reguiero	reˈɣjeɾo
reguill	reˈɡiʎ
regul	reˈɣul
regula	reˈɣula
regulable	reɣuˈlaβle
regulación	reɣulaˈθjon
regulaciones	reɣulaˈθjones
regulada	reɣuˈlaða
reguladas	reɣuˈlaðas
regulado	reɣuˈlaðo
regulador	reɣulaˈðoɾ
reguladora	reɣulaˈðoɾa
reguladoras	reɣulaˈðoɾas
reguladores	reɣulaˈðoɾes
regulados	reɣuˈlaðos
regulan	reˈɣulan
regular	reɣuˈlaɾ
regulará	reɣulaˈɾa
regulares	reɣuˈlaɾes
regularías	reɣulaˈɾias
regularice	reɣulaˈɾiθe
regularidad	reɣulaɾiˈðað
regularización	reɣulaɾiθaˈθjon
regularizada	reɣulaɾiˈθaða
regularizado	reɣulaɾiˈθaðo
regularizados	reɣulaɾiˈθaðos
regularizar	reɣulaɾiˈθaɾ
regularlo	reɣuˈlaɾlo
regularmente	reɣuˈlaɾˈmente
regularse	reɣuˈlaɾse
regulatoria	reɣulaˈtoɾja
regulatorias	reɣulaˈtoɾjas
regulatorios	reɣulaˈtoɾjos
regule	reˈɣule
regulen	reˈɣulen
regull	reˈɣuʎ
régulo	ˈreɣulo
regulo	reˈɣulo
regura	reˈɣuɾa
regus	ˈreɣus
regusto	reˈɣusto
rehabilitación	reaβilitaˈθjon
rehabilitación_de_fachadas_s_gómez	reaβilitaˈθjondefaˈʧaðasˈeseˈɣomeθ
rehabilitada	reaβiliˈtaða
rehabilitado	reaβiliˈtaðo
rehabilitar	reaβiliˈtaɾ
rehabilitarse	reaβiliˈtaɾse
rehabilitó	reaβiliˈto
rehacer	reaˈθeɾ
rehacerse	reaˈθeɾse
reharías	reaˈɾias
rehaz	reˈaθ
rehén	reˈen
rehenes	reˈenes
rehidratación	rejðɾataˈθjon
rehiletes	rejˈletes
rehizo	ˈrejθo
rehuir	rewˈiɾ
rehúsa	reˈusa
rehusaron	rewˈsaɾon
rehusó	rewˈso
rehuye	ˈrewʤe
rehúye	reˈuʤe
rehuyó	rewˈʤo
rei	ˈrej
reí	reˈi
reía	reˈia
reían	reˈian
reic	ˈrejk
reid	ˈrejd
reído	reˈiðo
reilaflor	rejlaˈfloɾ
reillo	ˈrejʎo
reiloba	rejˈloβa
reimat	rejˈmað
reimen	ˈrejmen
reimóndez	rejˈmondeθ
reimondo	rejˈmondo
reimont	rejˈmond
reímos	reˈimos
reims	ˈrejms
reimundo	rejˈmundo
reina	ˈrejna
reina_cristina	ˈrejnakɾisˈtina
reina_mercedes	ˈrejnameɾˈθeðes
reina_victoria	ˈrejnaβikˈtoɾja
reinaba	rejˈnaβa
reinado	rejˈnaðo
reinados	rejˈnaðos
reinaldo	rejˈnaldo
reinan	ˈrejnan
reinante	rejˈnante
reinar	rejˈnaɾ
reinara	rejˈnaɾa
reinará	rejnaˈɾa
reinardo	rejˈnaɾðo
reinas	ˈrejnas
reinat	rejˈnað
reinauguración	rejnawɣuɾaˈθjon
reincide	rejnˈθiðe
reincidencia	rejnθiˈðenθja
reincidente	rejnθiˈðente
reincidentes	rejnθiˈðentes
reincidir	rejnθiˈðiɾ
reincorporación	rejŋkoɾpoɾaˈθjon
reincorporarse	rejŋkoɾpoˈɾaɾse
reine	ˈrejne
reiñe	ˈrejɲe
reingresar	rejŋɡɾeˈsaɾ
reingreso	rejŋˈɡɾeso
reinicia	rejˈniθja
reiniciar	rejniˈθjaɾ
reiniciaría	rejniθjaˈɾia
reinicio	rejˈniθjo
reino	ˈrejno
reinó	rejˈno
reino_unido	ˈrejnouˈniðo
reinona	rejˈnona
reinos	ˈrejnos
reinosa	rejˈnosa
reinoso	rejˈnoso
reinserción	rejnseɾˈθjon
reinsertar	rejnseɾˈtaɾ
reinsertarse	rejnseɾˈtaɾse
reinstalar	rejnstaˈlaɾ
reinstauración	rejnstawɾaˈθjon
reinstaurar	rejnstawˈɾaɾ
reinstaure	rejnsˈtawɾe
reintegración	rejnteɣɾaˈθjon
reintegrar	rejnteˈɣɾaɾ
reintegrarse	rejnteˈɣɾaɾse
reintegre	rejnˈteɣɾe
reintegro	rejnˈteɣɾo
reintenta	rejnˈtenta
reintentar	rejntenˈtaɾ
reintentarías	rejntentaˈɾias
reintento	rejnˈtento
reinterpreta	rejnteɾˈpɾeta
reinterpretación	rejnteɾpɾetaˈθjon
reinterpretar	rejnteɾpɾeˈtaɾ
reinvención	rejmbenˈθjon
reinventa	rejmˈbenta
reinventado	rejmbenˈtaðo
reinventar	rejmbenˈtaɾ
reinventarse	rejmbenˈtaɾse
reinventó	rejmbenˈto
reinver_inversiones	rejmˈbeɾimbeɾˈsjones
reinverplus	rejmbeɾˈplus
reinversión	rejmbeɾˈsjon
reinvertir	rejmbeɾˈtiɾ
reinvirtió	rejmbiɾˈtjo
reír	reˈiɾ
reirá	rejˈɾa
reiremos	rejˈɾemos
reírme	reˈiɾme
reirnos	ˈrejɾnos
reiros	ˈrejɾos
reírse	reˈiɾse
reirte	ˈrejɾte
reisma_refrigeración	ˈrejzmarefɾixeɾaˈθjon
reitera	rejˈteɾa
reiteraba	rejteˈɾaβa
reiteración	rejteɾaˈθjon
reiterada	rejteˈɾaða
reiteradamente	rejteˈɾaðaˈmente
reiteradas	rejteˈɾaðas
reiterado	rejteˈɾaðo
reiterados	rejteˈɾaðos
reiteran	rejˈteɾan
reiterando	rejteˈɾando
reiterar	rejteˈɾaɾ
reiteraron	rejteˈɾaɾon
reiterativa	rejteɾaˈtiβa
reiterativo	rejteɾaˈtiβo
reitero	rejˈteɾo
reiteró	rejteˈɾo
reivindica	rejβinˈdika
reivindicaba	rejβindiˈkaβa
reivindicación	rejβindikaˈθjon
reivindicaciones	rejβindikaˈθjones
reivindicada	rejβindiˈkaða
reivindicado	rejβindiˈkaðo
reivindican	rejβinˈdikan
reivindicando	rejβindiˈkando
reivindicar	rejβindiˈkaɾ
reivindicaron	rejβindiˈkaɾon
reivindicarse	rejβindiˈkaɾse
reivindicativa	rejβindikaˈtiβa
reivindicativas	rejβindikaˈtiβas
reivindicativo	rejβindikaˈtiβo
reivindicativos	rejβindikaˈtiβos
reivindico	rejβinˈdiko
reivindicó	rejβindiˈko
reivindique	rejβinˈdike
reixac	rejˈsak
reixacs	ˈrejsaks
reixardo	ɾejˈsaɾðo
reixats	rejˈsats
reiziger	rejθiˈxeɾ
reja	ˈrexa
rejadell	rexaˈðeʤ
rejas	ˈrexas
rejat	reˈʤað
rejidor	rexiˈðoɾ
rejilla	reˈxiʎa
rejón	reˈxon
rejonazo	rexoˈnaθo
rejonazos	rexoˈnaθos
rejoneador	rexoneaˈðoɾ
rejoneadora	rexoneaˈðoɾa
rejoneadores	rexoneaˈðoɾes
rejoneo	rexoˈneo
rejoneó	rexoneˈo
rejones	reˈxones
rejuvenecer	rexuβeneˈθeɾ
rejuvenecido	rexuβeneˈθiðo
rejuvenecimiento	rexuβeneθiˈmjento
rel	ˈrel
rela	ˈrela
relach	reˈlaʧ
relación	relaˈθjon
relaciona	relaˈθjona
relacionaba	relaθjoˈnaβa
relacionada	relaθjoˈnaða
relacionadas	relaθjoˈnaðas
relacionado	relaθjoˈnaðo
relacionados	relaθjoˈnaðos
relacionan	relaˈθjonan
relacionando	relaθjoˈnando
relacionar	relaθjoˈnaɾ
relacionarnos	relaθjoˈnaɾnos
relacionaron	relaθjoˈnaɾon
relacionarse	relaθjoˈnaɾse
relacionas	relaˈθjonas
relacione	relaˈθjone
relacionen	relaˈθjonen
relaciones	relaˈθjones
relacionó	relaθjoˈno
relaja	reˈlaxa
relajación	relaxaˈθjon
relajada	relaˈxaða
relajadamente	relaˈxaðaˈmente
relajadas	relaˈxaðas
relajado	relaˈxaðo
relajados	relaˈxaðos
relajamiento	relaxaˈmjento
relajante	relaˈxante
relajantes	relaˈxantes
relajar	relaˈxaɾ
relajarnos	relaˈxaɾnos
relajarse	relaˈxaɾse
relajas	reˈlaxas
relájate	reˈlaxate
relaje	reˈlaxe
relajo	reˈlaxo
relajó	relaˈxo
relamora	ɾelaˈmoɾa
relámpago	reˈlampaɣo
relámpagos	reˈlampaɣos
relampaguito	relampaˈɣito
relanza	reˈlanθa
relanzamiento	relanθaˈmjento
relanzar	relanˈθaɾ
relat	reˈlað
relata	reˈlata
relataba	relaˈtaβa
relatada	relaˈtaða
relatado	relaˈtaðo
relatados	relaˈtaðos
relatan	reˈlatan
relatando	relaˈtando
relatar	relaˈtaɾ
relataron	relaˈtaɾon
relativa	relaˈtiβa
relativamente	relaˈtiβaˈmente
relativas	relaˈtiβas
relatividad	relatiβiˈðað
relativismo	relatiˈβizmo
relativista	relatiˈβista
relativistas	relatiˈβistas
relativizó	relatiβiˈθo
relativo	relaˈtiβo
relativos	relaˈtiβos
relato	reˈlato
relató	relaˈto
relatores	relaˈtoɾes
relatos	reˈlatos
relats	reˈlats
relax	reˈlaɣs
relectura	relekˈtuɾa
releer	releˈeɾ
relegada	releˈɣaða
relegado	releˈɣaðo
relegados	releˈɣaðos
relegar	releˈɣaɾ
relegaron	releˈɣaɾon
relegó	releˈɣo
releo	reˈleo
releva	reˈleβa
relevado	releˈβaðo
relevados	releˈβaðos
relevancia	releˈβanθja
relevante	releˈβante
relevantes	releˈβantes
relevar	releˈβaɾ
relevará	releβaˈɾa
relevista	releˈβista
relevo	reˈleβo
relevó	releˈβo
relevos	reˈleβos
releyendo	releˈʤendo
relieve	reˈljeβe
relieves	reˈljeβes
religión	reliˈxjon
religiones	reliˈxjones
religiosa	reliˈxjosa
religiosamente	reliˈxjosaˈmente
religiosas	reliˈxjosas
religiosidad	relixjosiˈðað
religioso	reliˈxjoso
religiosos	reliˈxjosos
relinchando	relinˈʧando
relinchar	relinˈʧaɾ
relinda	reˈlinda
reliquia	reˈlikja
reliquias	reˈlikjas
rella	ˈreʤa
rellama	reˈʎama
rellamada	reʎaˈmaða
rellamar	reʎaˈmaɾ
rellamarías	reʎamaˈɾias
rellano	reˈʎano
rellena	reˈʎena
rellenado	reʎeˈnaðo
rellenados	reʎeˈnaðos
rellenan	reˈʎenan
rellenando	reʎeˈnando
rellenar	reʎeˈnaɾ
rellenarlo	reʎeˈnaɾlo
rellenaron	reʎeˈnaɾon
rellene	reˈʎene
rellené	reʎeˈne
rellenen	reˈʎenen
relleno	reˈʎeno
rellenó	reʎeˈno
rellenos	reˈʎenos
relleu	reˈʎew
rellui	ˈreʤwj
rellvi	ˈreʤβi
reloj	reˈlox
relojería	reloxeˈɾia
relojero	reloˈxeɾo
relojes	reˈloxes
relova	reˈloβa
reluce	reˈluθe
reluciente	reluˈθjente
relucir	reluˈθiɾ
relui	ˈrelwj
rema	ˈrema
remacha	reˈmaʧa
remachó	remaˈʧo
remake	reˈmejk
reman	ˈreman
remando	reˈmando
remanente	remaˈnente
remanso	reˈmanso
remansos	reˈmansos
remar	reˈmaɾ
remar_ahorro	reˈmaɾaˈoro
remarca	reˈmaɾka
remarcable	remaɾˈkaβle
remarcando	remaɾˈkando
remarcar	remaɾˈkaɾ
remarcó	remaɾˈko
remarías	remaˈɾias
remasterizados	remasteɾiˈθaðos
remata	reˈmata
remataba	remaˈtaβa
rematada	remaˈtaða
rematadamente	remaˈtaðaˈmente
rematadas	remaˈtaðas
rematado	remaˈtaðo
rematador	remataˈðoɾ
rematadora	remataˈðoɾa
rematadores	remataˈðoɾes
rematados	remaˈtaðos
rematando	remaˈtando
rematar	remaˈtaɾ
rematara	remaˈtaɾa
rematarlo	remaˈtaɾlo
remataron	remaˈtaɾon
remate	reˈmate
remates	reˈmates
remató	remaˈto
rembólsame	remˈbolsame
rembolsar	rembolˈsaɾ
rembolsaste	rembolˈsaste
rembolso	remˈbolso
rembrandt	ˈrembɾan
remedia	reˈmeðja
remediar	remeˈðjaɾ
remediarlo	remeˈðjaɾlo
remedio	reˈmeðjo
remedios	reˈmeðjos
remedo	reˈmeðo
remella	reˈmeʤa
remells	reˈmeʎs
rememora	remeˈmoɾa
rememoración	rememoɾaˈθjon
rememoran	remeˈmoɾan
rememorando	rememoˈɾando
rememorar	rememoˈɾaɾ
rememoró	rememoˈɾo
remendo	reˈmendo
rementeria	remenˈteɾja
rementol	remenˈtol
remero	reˈmeɾo
remeros	reˈmeɾos
remesa	reˈmesa
remesar	remeˈsaɾ
remesas	reˈmesas
remezclas	reˈmeθklas
remiendo	reˈmjendo
remiendos	reˈmjendos
remigia	reˈmixja
remigio	reˈmixjo
remilgos	reˈmilɣos
reminder	reminˈdeɾ
reminiscencia	reminisˈθenθja
reminiscencias	reminisˈθenθjas
remisa	reˈmisa
remisión	remiˈsjon
remita	reˈmita
remitan	reˈmitan
remite	reˈmite
remiten	reˈmiten
remitente	remiˈtente
remitía	remiˈtia
remitida	remiˈtiða
remitidas	remiˈtiðas
remitido	remiˈtiðo
remitidos	remiˈtiðos
remitiendo	remiˈtjendo
remitieron	remiˈtjeɾon
remitió	remiˈtjo
remitir	remiˈtiɾ
remitirá	remitiˈɾa
remitirse	remiˈtiɾse
remito	reˈmito
remitor	remiˈtoɾ
remo	ˈremo
remodelación	remoðelaˈθjon
remodelación_de_almendrales	remoðelaˈθjondealmenˈdɾales
remodelada	remoðeˈlaða
remodelado	remoðeˈlaðo
remodelar	remoðeˈlaɾ
remohi	ˈremoj
remojar	remoˈxaɾ
remola	reˈmola
remolacha	remoˈlaʧa
remolat	remoˈlað
remolcado	remolˈkaðo
remolcar	remolˈkaɾ
remoli	reˈmoli
remolino	remoˈlino
remolinos	remoˈlinos
remolque	reˈmolke
remond	reˈmonð
remondo	reˈmondo
remonta	reˈmonta
remontaba	remonˈtaβa
remontada	remonˈtaða
remontadas	remonˈtaðas
remontado	remonˈtaðo
remontan	reˈmontan
remontando	remonˈtando
remontar	remonˈtaɾ
remontaron	remonˈtaɾon
remontarse	remonˈtaɾse
remonte	reˈmonte
remontes	reˈmontes
remontó	remonˈto
rémora	ˈremoɾa
remordimiento	remoɾðiˈmjento
remordimientos	remoɾðiˈmjentos
remos	ˈremos
remota	reˈmota
remotamente	reˈmotaˈmente
remotas	reˈmotas
remoto	reˈmoto
remotos	reˈmotos
remover	remoˈβeɾ
removible	remoˈβiβle
removido	remoˈβiðo
removió	remoˈβjo
remozado	remoˈθaðo
remu	ˈremu
remueve	reˈmweβe
remujo	reˈmuxo
remunera	remuˈneɾa
remuneración	remuneɾaˈθjon
remuneraciones	remuneɾaˈθjones
remuneradas	remuneˈɾaðas
remunerado	remuneˈɾaðo
remunerados	remuneˈɾaðos
remunerar	remuneˈɾaɾ
remus	ˈɾemus
remuzgo	reˈmuθɣo
rémy_cointreau	ˈremikwanˈtɾo
remy_martin	reˈmimaɾˈtin
ren	ˈren
rena	ˈrena
renace	reˈnaθe
renacentista	renaθenˈtista
renacentistas	renaθenˈtistas
renacer	renaˈθeɾ
renacido	renaˈθiðo
renacimiento	renaθiˈmjento
reñaga	reˈɲaɣa
renal	reˈnal
renaldo	reˈnaldo
renales	reˈnales
renalias	reˈnaljas
renan	ˈrenan
renán	reˈnan
renancio	reˈnanθjo
renat	reˈnað
renata	reˈnata
renato	reˈnato
renau	raˈno
renaudon	reˈnawðon
renault	reˈnol
rencillas	renˈθiʎas
rencor	reŋˈkoɾ
rencores	reŋˈkoɾes
rencorosa	reŋkoˈɾosa
rencoroso	reŋkoˈɾoso
rencorosos	reŋkoˈɾosos
rende	ˈrende
rendía	renˈdia
rendición	rendiˈθjon
rendición_de_breda	rendiˈθjondeˈβɾeða
rendida	renˈdiða
rendido	renˈdiðo
rendidos	renˈdiðos
rendimiento	rendiˈmjento
rendimientos	rendiˈmjentos
rendir	renˈdiɾ
rendirá	rendiˈɾa
rendirán	rendiˈɾan
rendirle	renˈdiɾle
rendirme	renˈdiɾme
rendirse	renˈdiɾse
rendon	ˈrendon
rené	reˈne
renedo	reˈneðo
renedo_de_la_vega	reˈneðoðelaˈβeɣa
renée	reˈne
renegado	reneˈɣaðo
renegados	reneˈɣaðos
renegar	reneˈɣaɾ
renegociación	reneɣoθjaˈθjon
renegociar	reneɣoˈθjaɾ
renenga	reˈneŋɡa
reneses	reˈneses
renfe	ˈremfe
renfila	remˈfila
renglones	reŋˈɡlones
rengoetxea_publicistas	reŋɡoeˈʧeapuβliˈθistas
reñida	reˈɲiða
reñidas	reˈɲiðas
reñido	reˈɲiðo
reñidos	reˈɲiðos
reniega	reˈnjeɣa
